"Step","train_75_doubledt - val_mean_loss_step","train_75_doubledt - val_mean_loss_step__MIN","train_75_doubledt - val_mean_loss_step__MAX","train_75 - val_mean_loss_step","train_75 - val_mean_loss_step__MIN","train_75 - val_mean_loss_step__MAX"
"1970","0.0316784605383873","0.0316784605383873","0.0316784605383873","0.004615125712007284","0.004615125712007284","0.004615125712007284"
"1971","0.0339822992682457","0.0339822992682457","0.0339822992682457","0.004661272279918194","0.004661272279918194","0.004661272279918194"
"1972","0.03423309326171875","0.03423309326171875","0.03423309326171875","","",""
"1973","0.031129373237490654","0.031129373237490654","0.031129373237490654","0.004526063799858093","0.004526063799858093","0.004526063799858093"
"1974","0.03570833429694176","0.03570833429694176","0.03570833429694176","0.004906357266008854","0.004906357266008854","0.004906357266008854"
"1975","0.03079540841281414","0.03079540841281414","0.03079540841281414","","",""
"1976","0.033208977431058884","0.033208977431058884","0.033208977431058884","0.004920924548059702","0.004920924548059702","0.004920924548059702"
"1977","0.03602039813995361","0.03602039813995361","0.03602039813995361","","",""
"1978","0.030468646436929703","0.030468646436929703","0.030468646436929703","","",""
"1979","","","","0.006852348335087299","0.006852348335087299","0.006852348335087299"
"1980","0.03769807890057564","0.03769807890057564","0.03769807890057564","0.008342397399246693","0.008342397399246693","0.008342397399246693"
"1981","0.03523289039731026","0.03523289039731026","0.03523289039731026","0.006229904014617205","0.006229904014617205","0.006229904014617205"
"1983","0.04134128615260124","0.04134128615260124","0.04134128615260124","","",""
"1986","0.02798451855778694","0.02798451855778694","0.02798451855778694","","",""
"1987","0.0274334903806448","0.0274334903806448","0.0274334903806448","","",""
"1988","0.025003507733345032","0.025003507733345032","0.025003507733345032","","",""
"1989","0.025641268119215965","0.025641268119215965","0.025641268119215965","","",""
"2946","0.02944440208375454","0.02944440208375454","0.02944440208375454","","",""
"2947","0.02250485122203827","0.02250485122203827","0.02250485122203827","","",""
"2948","0.021917661651968956","0.021917661651968956","0.021917661651968956","","",""
"2949","0.014991380274295807","0.014991380274295807","0.014991380274295807","","",""
"2950","0.016068411991000175","0.016068411991000175","0.016068411991000175","","",""
"2951","0.017184153199195862","0.017184153199195862","0.017184153199195862","","",""
"2953","0.020372647792100906","0.020372647792100906","0.020372647792100906","","",""
"2954","0.018178122118115425","0.018178122118115425","0.018178122118115425","","",""
"2956","0.018586130812764168","0.018586130812764168","0.018586130812764168","","",""
"2957","0.01749534346163273","0.01749534346163273","0.01749534346163273","","",""
"2958","0.016611650586128235","0.016611650586128235","0.016611650586128235","","",""
"2959","0.020080354064702988","0.020080354064702988","0.020080354064702988","","",""
"2960","0.01817404292523861","0.01817404292523861","0.01817404292523861","","",""
"2961","0.019443009048700333","0.019443009048700333","0.019443009048700333","","",""
"2962","0.020938212051987648","0.020938212051987648","0.020938212051987648","","",""
"2963","0.01854536309838295","0.01854536309838295","0.01854536309838295","","",""
"2964","0.02048518694937229","0.02048518694937229","0.02048518694937229","","",""
"2965","0.0159701369702816","0.0159701369702816","0.0159701369702816","","",""
"2967","0.020417604595422745","0.020417604595422745","0.020417604595422745","","",""
"2968","0.016732746735215187","0.016732746735215187","0.016732746735215187","","",""
"2969","0.02150581404566765","0.02150581404566765","0.02150581404566765","","",""
"2971","0.03279643505811691","0.03279643505811691","0.03279643505811691","","",""
"2972","0.027059320360422134","0.027059320360422134","0.027059320360422134","","",""
"2974","0.023159412667155266","0.023159412667155266","0.023159412667155266","","",""
"2976","0.022437676787376404","0.022437676787376404","0.022437676787376404","","",""
"2977","0.018154066056013107","0.018154066056013107","0.018154066056013107","","",""
"2978","0.02060633711516857","0.02060633711516857","0.02060633711516857","","",""
"2981","0.016478179022669792","0.016478179022669792","0.016478179022669792","","",""
"2983","0.01063291635364294","0.01063291635364294","0.01063291635364294","","",""
"2985","0.012889948673546314","0.012889948673546314","0.012889948673546314","","",""
"2987","0.027022361755371094","0.027022361755371094","0.027022361755371094","","",""
"2988","0.02649748884141445","0.02649748884141445","0.02649748884141445","","",""
"3887","","","","0.01630493998527527","0.01630493998527527","0.01630493998527527"
"3888","","","","0.015776783227920532","0.015776783227920532","0.015776783227920532"
"3889","","","","0.016038639470934868","0.016038639470934868","0.016038639470934868"
"3890","","","","0.01674482226371765","0.01674482226371765","0.01674482226371765"
"3891","","","","0.015345850959420204","0.015345850959420204","0.015345850959420204"
"3892","","","","0.0154302092269063","0.0154302092269063","0.0154302092269063"
"3893","","","","0.015052965842187405","0.015052965842187405","0.015052965842187405"
"3895","","","","0.016093725338578224","0.016093725338578224","0.016093725338578224"
"3896","","","","0.016587400808930397","0.016587400808930397","0.016587400808930397"
"3898","","","","0.01686790958046913","0.01686790958046913","0.01686790958046913"
"3899","","","","0.016068099066615105","0.016068099066615105","0.016068099066615105"
"3900","","","","0.01704845204949379","0.01704845204949379","0.01704845204949379"
"3901","","","","0.0160994715988636","0.0160994715988636","0.0160994715988636"
"3902","","","","0.016014231368899345","0.016014231368899345","0.016014231368899345"
"3903","","","","0.01638643816113472","0.01638643816113472","0.01638643816113472"
"3904","","","","0.015256834216415882","0.015256834216415882","0.015256834216415882"
"3905","","","","0.01642230711877346","0.01642230711877346","0.01642230711877346"
"3906","","","","0.015734616667032242","0.015734616667032242","0.015734616667032242"
"3907","","","","0.015133178792893887","0.015133178792893887","0.015133178792893887"
"3909","","","","0.01602846011519432","0.01602846011519432","0.01602846011519432"
"3910","","","","0.015309259295463562","0.015309259295463562","0.015309259295463562"
"3911","","","","0.015829099342226982","0.015829099342226982","0.015829099342226982"
"3913","","","","0.015590468421578407","0.015590468421578407","0.015590468421578407"
"3914","","","","0.016152281314134598","0.016152281314134598","0.016152281314134598"
"3916","","","","0.015737129375338554","0.015737129375338554","0.015737129375338554"
"3918","","","","0.015538671985268593","0.015538671985268593","0.015538671985268593"
"3919","","","","0.016218608245253563","0.016218608245253563","0.016218608245253563"
"3920","","","","0.01623711548745632","0.01623711548745632","0.01623711548745632"
"3923","","","","0.015650002285838127","0.015650002285838127","0.015650002285838127"
"3925","","","","0.015816694125533104","0.015816694125533104","0.015816694125533104"
"3927","","","","0.015191110782325268","0.015191110782325268","0.015191110782325268"
"3929","","","","0.011758468113839626","0.011758468113839626","0.011758468113839626"
"3930","","","","0.013577209785580635","0.013577209785580635","0.013577209785580635"
"3936","","","","0.03280094265937805","0.03280094265937805","0.03280094265937805"
"3937","","","","0.03309072181582451","0.03309072181582451","0.03309072181582451"
"3938","","","","0.028777871280908585","0.028777871280908585","0.028777871280908585"
"3940","","","","0.02515118382871151","0.02515118382871151","0.02515118382871151"
"3941","","","","0.022087885066866875","0.022087885066866875","0.022087885066866875"
"3944","","","","0.01956169493496418","0.01956169493496418","0.01956169493496418"
"3945","","","","0.019789734855294228","0.019789734855294228","0.019789734855294228"
"3947","","","","0.01907380297780037","0.01907380297780037","0.01907380297780037"
"3948","","","","0.018947353586554527","0.018947353586554527","0.018947353586554527"
"3950","","","","0.018931513652205467","0.018931513652205467","0.018931513652205467"
"3951","0.017357243224978447","0.017357243224978447","0.017357243224978447","0.017731552943587303","0.017731552943587303","0.017731552943587303"
"3952","0.021784454584121704","0.021784454584121704","0.021784454584121704","0.017756497487425804","0.017756497487425804","0.017756497487425804"
"3954","0.017507005482912064","0.017507005482912064","0.017507005482912064","0.01727677509188652","0.01727677509188652","0.01727677509188652"
"3955","0.02084948495030403","0.02084948495030403","0.02084948495030403","0.018255291506648064","0.018255291506648064","0.018255291506648064"
"3956","","","","0.017283150926232338","0.017283150926232338","0.017283150926232338"
"3958","0.02255135215818882","0.02255135215818882","0.02255135215818882","0.017424680292606354","0.017424680292606354","0.017424680292606354"
"3959","0.018716035410761833","0.018716035410761833","0.018716035410761833","0.017157433554530144","0.017157433554530144","0.017157433554530144"
"3960","","","","0.01631254330277443","0.01631254330277443","0.01631254330277443"
"3961","0.022902481257915497","0.022902481257915497","0.022902481257915497","0.016688881441950798","0.016688881441950798","0.016688881441950798"
"3962","0.020358601585030556","0.020358601585030556","0.020358601585030556","0.01584179326891899","0.01584179326891899","0.01584179326891899"
"3964","0.02808229997754097","0.02808229997754097","0.02808229997754097","0.016608789563179016","0.016608789563179016","0.016608789563179016"
"3965","0.02031724341213703","0.02031724341213703","0.02031724341213703","0.015019181184470654","0.015019181184470654","0.015019181184470654"
"3966","0.02506580948829651","0.02506580948829651","0.02506580948829651","0.015439033508300781","0.015439033508300781","0.015439033508300781"
"3968","0.018829798325896263","0.018829798325896263","0.018829798325896263","0.01974778063595295","0.01974778063595295","0.01974778063595295"
"3969","0.018338248133659363","0.018338248133659363","0.018338248133659363","0.025798721238970757","0.025798721238970757","0.025798721238970757"
"3970","0.016444822773337364","0.016444822773337364","0.016444822773337364","","",""
"3971","","","","0.03022162988781929","0.03022162988781929","0.03022162988781929"
"3972","0.017244508489966393","0.017244508489966393","0.017244508489966393","","",""
"3973","0.014789474196732044","0.014789474196732044","0.014789474196732044","","",""
"3974","0.01510988362133503","0.01510988362133503","0.01510988362133503","","",""
"3975","0.016072651371359825","0.016072651371359825","0.016072651371359825","","",""
"3976","0.014483506791293621","0.014483506791293621","0.014483506791293621","","",""
"3978","0.015732279047369957","0.015732279047369957","0.015732279047369957","","",""
"3979","0.01490896474570036","0.01490896474570036","0.01490896474570036","","",""
"3980","0.015913505107164383","0.015913505107164383","0.015913505107164383","","",""
"3982","0.014626584947109222","0.014626584947109222","0.014626584947109222","","",""
"3983","0.017567187547683716","0.017567187547683716","0.017567187547683716","","",""
"3985","0.01713196001946926","0.01713196001946926","0.01713196001946926","","",""
"3986","0.01742016337811947","0.01742016337811947","0.01742016337811947","","",""
"3987","0.017052460461854935","0.017052460461854935","0.017052460461854935","","",""
"4944","0.036163847893476486","0.036163847893476486","0.036163847893476486","","",""
"4945","0.026617035269737244","0.026617035269737244","0.026617035269737244","","",""
"4946","0.018797652795910835","0.018797652795910835","0.018797652795910835","","",""
"4947","0.013324608094990253","0.013324608094990253","0.013324608094990253","","",""
"4949","0.016024423763155937","0.016024423763155937","0.016024423763155937","","",""
"4954","0.01788468100130558","0.01788468100130558","0.01788468100130558","","",""
"4956","0.014034288935363293","0.014034288935363293","0.014034288935363293","","",""
"4957","0.01823282800614834","0.01823282800614834","0.01823282800614834","","",""
"4959","0.015625476837158203","0.015625476837158203","0.015625476837158203","","",""
"4961","0.021467363461852074","0.021467363461852074","0.021467363461852074","","",""
"4964","0.01992511749267578","0.01992511749267578","0.01992511749267578","","",""
"4965","0.020644662901759148","0.020644662901759148","0.020644662901759148","","",""
"4966","0.016909746453166008","0.016909746453166008","0.016909746453166008","","",""
"4967","0.013853969983756542","0.013853969983756542","0.013853969983756542","","",""
"4968","0.015536141581833363","0.015536141581833363","0.015536141581833363","","",""
"4969","0.013254055753350258","0.013254055753350258","0.013254055753350258","","",""
"4973","0.012154115363955498","0.012154115363955498","0.012154115363955498","","",""
"4974","0.013093316927552223","0.013093316927552223","0.013093316927552223","","",""
"4981","0.015233698301017284","0.015233698301017284","0.015233698301017284","","",""
"4983","0.01556367613375187","0.01556367613375187","0.01556367613375187","","",""
"4985","0.015425552614033222","0.015425552614033222","0.015425552614033222","","",""
"5877","","","","0.0033609995152801275","0.0033609995152801275","0.0033609995152801275"
"5878","","","","0.002851060125976801","0.002851060125976801","0.002851060125976801"
"5879","","","","0.0021090542431920767","0.0021090542431920767","0.0021090542431920767"
"5880","","","","0.0019130792934447527","0.0019130792934447527","0.0019130792934447527"
"5881","","","","0.002023669658228755","0.002023669658228755","0.002023669658228755"
"5882","","","","0.001979115651920438","0.001979115651920438","0.001979115651920438"
"5884","","","","0.0021843910217285156","0.0021843910217285156","0.0021843910217285156"
"5889","","","","0.0016413744306191802","0.0016413744306191802","0.0016413744306191802"
"5891","","","","0.001790334121324122","0.001790334121324122","0.001790334121324122"
"5892","","","","0.0017608199268579483","0.0017608199268579483","0.0017608199268579483"
"5894","","","","0.0016750138020142913","0.0016750138020142913","0.0016750138020142913"
"5896","","","","0.0019116494804620743","0.0019116494804620743","0.0019116494804620743"
"5899","","","","0.001991365570574999","0.001991365570574999","0.001991365570574999"
"5900","","","","0.001749738003127277","0.001749738003127277","0.001749738003127277"
"5901","","","","0.0020464330445975065","0.0020464330445975065","0.0020464330445975065"
"5902","","","","0.001960750902071595","0.001960750902071595","0.001960750902071595"
"5903","","","","0.0018164549255743623","0.0018164549255743623","0.0018164549255743623"
"5904","","","","0.002222595503553748","0.002222595503553748","0.002222595503553748"
"5908","","","","0.00200352119281888","0.00200352119281888","0.00200352119281888"
"5909","","","","0.0023157268296927214","0.0023157268296927214","0.0023157268296927214"
"5916","","","","0.003013773588463664","0.003013773588463664","0.003013773588463664"
"5918","","","","0.0029484452679753304","0.0029484452679753304","0.0029484452679753304"
"5920","","","","0.0015400759875774384","0.0015400759875774384","0.0015400759875774384"
"5927","","","","0.0015408112667500973","0.0015408112667500973","0.0015408112667500973"
"5928","","","","0.001499547273851931","0.001499547273851931","0.001499547273851931"
"5929","","","","0.0016264535952359438","0.0016264535952359438","0.0016264535952359438"
"5930","","","","0.001315277419053018","0.001315277419053018","0.001315277419053018"
"5931","","","","0.0013851298717781901","0.0013851298717781901","0.0013851298717781901"
"5932","","","","0.0014234364498406649","0.0014234364498406649","0.0014234364498406649"
"5933","","","","0.0011448770528659225","0.0011448770528659225","0.0011448770528659225"
"5934","","","","0.0014065485447645187","0.0014065485447645187","0.0014065485447645187"
"5936","","","","0.0011369778076186776","0.0011369778076186776","0.0011369778076186776"
"5937","","","","0.0013030162081122398","0.0013030162081122398","0.0013030162081122398"
"5938","","","","0.0012012510560452938","0.0012012510560452938","0.0012012510560452938"
"5940","","","","0.0013583662221208215","0.0013583662221208215","0.0013583662221208215"
"5941","","","","0.0011608542408794165","0.0011608542408794165","0.0011608542408794165"
"5942","","","","0.0011674407869577408","0.0011674407869577408","0.0011674407869577408"
"5944","","","","0.001080279122106731","0.001080279122106731","0.001080279122106731"
"5945","","","","0.001295132446102798","0.001295132446102798","0.001295132446102798"
"5947","","","","0.0010690195485949516","0.0010690195485949516","0.0010690195485949516"
"5949","0.01678447239100933","0.01678447239100933","0.01678447239100933","","",""
"5950","0.02098703756928444","0.02098703756928444","0.02098703756928444","0.0011741656344383955","0.0011741656344383955","0.0011741656344383955"
"5951","0.020300202071666718","0.020300202071666718","0.020300202071666718","0.0013777182903140783","0.0013777182903140783","0.0013777182903140783"
"5952","0.018783552572131157","0.018783552572131157","0.018783552572131157","","",""
"5953","0.022103747352957726","0.022103747352957726","0.022103747352957726","0.0012726724380627275","0.0012726724380627275","0.0012726724380627275"
"5954","0.021609192714095116","0.021609192714095116","0.021609192714095116","0.0015018461272120476","0.0015018461272120476","0.0015018461272120476"
"5955","0.018793446943163872","0.018793446943163872","0.018793446943163872","","",""
"5956","","","","0.001261647092178464","0.001261647092178464","0.001261647092178464"
"5957","0.018893131986260414","0.018893131986260414","0.018893131986260414","","",""
"5958","0.019114000722765923","0.019114000722765923","0.019114000722765923","","",""
"5959","0.021664530038833618","0.021664530038833618","0.021664530038833618","0.002665806794539094","0.002665806794539094","0.002665806794539094"
"5960","","","","0.004729249980300665","0.004729249980300665","0.004729249980300665"
"5961","0.023028306663036346","0.023028306663036346","0.023028306663036346","0.003360858652740717","0.003360858652740717","0.003360858652740717"
"5962","0.022175464779138565","0.022175464779138565","0.022175464779138565","","",""
"5963","0.01381976343691349","0.01381976343691349","0.01381976343691349","","",""
"5965","0.022383421659469604","0.022383421659469604","0.022383421659469604","","",""
"5966","0.021675337105989456","0.021675337105989456","0.021675337105989456","","",""
"5968","0.020627349615097046","0.020627349615097046","0.020627349615097046","","",""
"5971","0.019550779834389687","0.019550779834389687","0.019550779834389687","","",""
"5972","0.020176509395241737","0.020176509395241737","0.020176509395241737","","",""
"5974","0.018343709409236908","0.018343709409236908","0.018343709409236908","","",""
"5975","0.021489907056093216","0.021489907056093216","0.021489907056093216","","",""
"5977","0.018225116655230522","0.018225116655230522","0.018225116655230522","","",""
"5980","0.018033748492598534","0.018033748492598534","0.018033748492598534","","",""
"5981","0.022251218557357788","0.022251218557357788","0.022251218557357788","","",""
"5982","0.02030644193291664","0.02030644193291664","0.02030644193291664","","",""
"5983","0.018216146156191826","0.018216146156191826","0.018216146156191826","","",""
"5984","0.014227467589080334","0.014227467589080334","0.014227467589080334","","",""
"6942","0.02607249654829502","0.02607249654829502","0.02607249654829502","","",""
"6944","0.013174287043511868","0.013174287043511868","0.013174287043511868","","",""
"6949","0.008528344333171844","0.008528344333171844","0.008528344333171844","","",""
"6951","0.006925836205482483","0.006925836205482483","0.006925836205482483","","",""
"6953","0.007018985692411661","0.007018985692411661","0.007018985692411661","","",""
"6956","0.007555438671261072","0.007555438671261072","0.007555438671261072","","",""
"6957","0.007772204466164112","0.007772204466164112","0.007772204466164112","","",""
"6959","0.009069192223250866","0.009069192223250866","0.009069192223250866","","",""
"6960","0.010831360705196857","0.010831360705196857","0.010831360705196857","","",""
"6961","0.01157534122467041","0.01157534122467041","0.01157534122467041","","",""
"6963","0.012935401871800423","0.012935401871800423","0.012935401871800423","","",""
"6964","0.009423780255019665","0.009423780255019665","0.009423780255019665","","",""
"6967","0.0067498087882995605","0.0067498087882995605","0.0067498087882995605","","",""
"6970","0.006128641311079264","0.006128641311079264","0.006128641311079264","","",""
"6971","0.006921745836734772","0.006921745836734772","0.006921745836734772","","",""
"6973","0.00728815421462059","0.00728815421462059","0.00728815421462059","","",""
"6974","0.009370009414851665","0.009370009414851665","0.009370009414851665","","",""
"6975","0.008664424531161785","0.008664424531161785","0.008664424531161785","","",""
"6977","0.007801075465977192","0.007801075465977192","0.007801075465977192","","",""
"6978","0.006680402439087629","0.006680402439087629","0.006680402439087629","","",""
"6984","0.007503139320760965","0.007503139320760965","0.007503139320760965","","",""
"7867","","","","0.004809803795069456","0.004809803795069456","0.004809803795069456"
"7868","","","","0.004302033688873053","0.004302033688873053","0.004302033688873053"
"7870","","","","0.003941984381526709","0.003941984381526709","0.003941984381526709"
"7872","","","","0.004509659018367529","0.004509659018367529","0.004509659018367529"
"7877","","","","0.005045601632446051","0.005045601632446051","0.005045601632446051"
"7879","","","","0.004743950441479683","0.004743950441479683","0.004743950441479683"
"7881","","","","0.004644397180527449","0.004644397180527449","0.004644397180527449"
"7884","","","","0.004518143367022276","0.004518143367022276","0.004518143367022276"
"7885","","","","0.005188418086618185","0.005188418086618185","0.005188418086618185"
"7887","","","","0.004593647550791502","0.004593647550791502","0.004593647550791502"
"7888","","","","0.005054972600191832","0.005054972600191832","0.005054972600191832"
"7889","","","","0.005074360407888889","0.005074360407888889","0.005074360407888889"
"7891","","","","0.004977176431566477","0.004977176431566477","0.004977176431566477"
"7892","","","","0.004839557223021984","0.004839557223021984","0.004839557223021984"
"7895","","","","0.00471792696043849","0.00471792696043849","0.00471792696043849"
"7898","","","","0.004737661220133305","0.004737661220133305","0.004737661220133305"
"7899","","","","0.005165498238056898","0.005165498238056898","0.005165498238056898"
"7901","","","","0.004802220966666937","0.004802220966666937","0.004802220966666937"
"7902","","","","0.00509223435074091","0.00509223435074091","0.00509223435074091"
"7903","","","","0.004814795684069395","0.004814795684069395","0.004814795684069395"
"7905","","","","0.00473239878192544","0.00473239878192544","0.00473239878192544"
"7906","","","","0.004310991149395704","0.004310991149395704","0.004310991149395704"
"7911","","","","0.007710706442594528","0.007710706442594528","0.007710706442594528"
"7912","","","","0.011700348928570747","0.011700348928570747","0.011700348928570747"
"7914","","","","0.015937121585011482","0.015937121585011482","0.015937121585011482"
"7915","","","","0.013229082338511944","0.013229082338511944","0.013229082338511944"
"7916","","","","0.014123323373496532","0.014123323373496532","0.014123323373496532"
"7917","","","","0.012853211723268032","0.012853211723268032","0.012853211723268032"
"7920","","","","0.008122938685119152","0.008122938685119152","0.008122938685119152"
"7921","","","","0.007254387717694044","0.007254387717694044","0.007254387717694044"
"7925","","","","0.006319186184555292","0.006319186184555292","0.006319186184555292"
"7926","","","","0.005738785490393639","0.005738785490393639","0.005738785490393639"
"7927","","","","0.006129351444542408","0.006129351444542408","0.006129351444542408"
"7928","","","","0.0059489235281944275","0.0059489235281944275","0.0059489235281944275"
"7929","","","","0.0052146646194159985","0.0052146646194159985","0.0052146646194159985"
"7930","","","","0.00611346960067749","0.00611346960067749","0.00611346960067749"
"7931","","","","0.005415031220763922","0.005415031220763922","0.005415031220763922"
"7934","","","","0.005129024852067232","0.005129024852067232","0.005129024852067232"
"7936","","","","0.00534531194716692","0.00534531194716692","0.00534531194716692"
"7937","","","","0.00494221318513155","0.00494221318513155","0.00494221318513155"
"7942","0.02135075442492962","0.02135075442492962","0.02135075442492962","0.004784694407135248","0.004784694407135248","0.004784694407135248"
"7943","0.011368765495717525","0.011368765495717525","0.011368765495717525","0.0046331435441970825","0.0046331435441970825","0.0046331435441970825"
"7944","0.007307026069611311","0.007307026069611311","0.007307026069611311","0.005106199998408556","0.005106199998408556","0.005106199998408556"
"7945","0.007345342542976141","0.007345342542976141","0.007345342542976141","0.004243397619575262","0.004243397619575262","0.004243397619575262"
"7947","","","","0.004719118122011423","0.004719118122011423","0.004719118122011423"
