"Step","train_75_doubledt - train_loss_step","train_75_doubledt - train_loss_step__MIN","train_75_doubledt - train_loss_step__MAX","train_75 - train_loss_step","train_75 - train_loss_step__MIN","train_75 - train_loss_step__MAX"
"1002","","","","0.000012925143892061897","0.000012925143892061897","0.000012925143892061897"
"1008","0.00006844355084467679","0.00006844355084467679","0.00006844355084467679","","",""
"1025","0.00004845278454013169","0.00004845278454013169","0.00004845278454013169","0.00001816847907321062","0.00001816847907321062","0.00001816847907321062"
"1054","","","","0.0000274580015684478","0.0000274580015684478","0.0000274580015684478"
"1058","0.000054589734645560384","0.000054589734645560384","0.000054589734645560384","","",""
"1071","","","","0.00004356642966740765","0.00004356642966740765","0.00004356642966740765"
"1079","","","","0.000024702974769752473","0.000024702974769752473","0.000024702974769752473"
"1081","0.00008722821803530678","0.00008722821803530678","0.00008722821803530678","","",""
"1110","0.000050694539822870865","0.000050694539822870865","0.000050694539822870865","","",""
"1117","","","","0.000011284877473372035","0.000011284877473372035","0.000011284877473372035"
"1127","0.000037762089050374925","0.000037762089050374925","0.000037762089050374925","","",""
"1133","","","","0.000012059350410709158","0.000012059350410709158","0.000012059350410709158"
"1135","0.00008032139157876372","0.00008032139157876372","0.00008032139157876372","0.000010895555533352308","0.000010895555533352308","0.000010895555533352308"
"1169","","","","0.000041953418985940516","0.000041953418985940516","0.000041953418985940516"
"1172","","","","0.000026813071599463","0.000026813071599463","0.000026813071599463"
"1173","0.000058686269767349586","0.000058686269767349586","0.000058686269767349586","","",""
"1189","0.000044192958739586174","0.000044192958739586174","0.000044192958739586174","","",""
"1191","0.0000466259807581082","0.0000466259807581082","0.0000466259807581082","","",""
"1221","","","","0.000016950602002907544","0.000016950602002907544","0.000016950602002907544"
"1225","0.00004376804645289667","0.00004376804645289667","0.00004376804645289667","","",""
"1228","0.00006438325362978503","0.00006438325362978503","0.00006438325362978503","","",""
"1237","","","","0.00002051521369139664","0.00002051521369139664","0.00002051521369139664"
"1243","","","","0.000022929076294531114","0.000022929076294531114","0.000022929076294531114"
"1257","","","","0.00002974905146402307","0.00002974905146402307","0.00002974905146402307"
"1273","","","","0.000020279980162740685","0.000020279980162740685","0.000020279980162740685"
"1277","0.00005033485285821371","0.00005033485285821371","0.00005033485285821371","","",""
"1293","0.00004421098128659651","0.00004421098128659651","0.00004421098128659651","","",""
"1299","0.00005741009226767346","0.00005741009226767346","0.00005741009226767346","","",""
"1313","0.00004690621426561847","0.00004690621426561847","0.00004690621426561847","","",""
"1329","0.00004260858986526728","0.00004260858986526728","0.00004260858986526728","","",""
"1356","","","","0.000011939627256651875","0.000011939627256651875","0.000011939627256651875"
"1371","","","","0.00000840266602608608","0.00000840266602608608","0.00000840266602608608"
"1412","0.000049639769713394344","0.000049639769713394344","0.000049639769713394344","","",""
"1427","0.00004589555101119913","0.00004589555101119913","0.00004589555101119913","","",""
"1433","","","","0.0000290166208287701","0.0000290166208287701","0.0000290166208287701"
"1451","","","","0.000016684400179656222","0.000016684400179656222","0.000016684400179656222"
"1452","","","","0.000015165589502430521","0.000015165589502430521","0.000015165589502430521"
"1453","","","","0.000010847425073734485","0.000010847425073734485","0.000010847425073734485"
"1475","","","","0.000008134941708703991","0.000008134941708703991","0.000008134941708703991"
"1489","0.00007536156772403046","0.00007536156772403046","0.00007536156772403046","","",""
"1506","","","","0.00003644583193818107","0.00003644583193818107","0.00003644583193818107"
"1507","0.00005550753849092871","0.00005550753849092871","0.00005550753849092871","","",""
"1508","0.00004691769936471246","0.00004691769936471246","0.00004691769936471246","","",""
"1509","0.000024154287530109286","0.000024154287530109286","0.000024154287530109286","","",""
"1531","0.00002284043875988573","0.00002284043875988573","0.00002284043875988573","","",""
"1536","","","","0.000012923388567287475","0.000012923388567287475","0.000012923388567287475"
"1562","0.00003730889147846028","0.00003730889147846028","0.00003730889147846028","","",""
"1581","","","","0.000019223640265408903","0.000019223640265408903","0.000019223640265408903"
"1592","0.000050426708185113966","0.000050426708185113966","0.000050426708185113966","","",""
"1603","","","","0.00000918542173167225","0.00000918542173167225","0.00000918542173167225"
"1637","0.00003353734064148739","0.00003353734064148739","0.00003353734064148739","","",""
"1659","0.00005664247873937711","0.00005664247873937711","0.00005664247873937711","","",""
"1691","","","","0.000021230714992270805","0.000021230714992270805","0.000021230714992270805"
"1723","","","","0.00002544947710703127","0.00002544947710703127","0.00002544947710703127"
"1746","","","","0.000018845326849259436","0.000018845326849259436","0.000018845326849259436"
"1747","0.000033541400625836104","0.000033541400625836104","0.000033541400625836104","","",""
"1778","","","","0.00003242209641030058","0.00003242209641030058","0.00003242209641030058"
"1779","0.00006688691064482555","0.00006688691064482555","0.00006688691064482555","","",""
"1787","","","","0.000018555267160991207","0.000018555267160991207","0.000018555267160991207"
"1797","","","","0.000009679360118752811","0.000009679360118752811","0.000009679360118752811"
"1802","0.00003693245889735408","0.00003693245889735408","0.00003693245889735408","","",""
"1826","","","","0.000013198478882259224","0.000013198478882259224","0.000013198478882259224"
"1834","0.00003365146403666586","0.00003365146403666586","0.00003365146403666586","","",""
"1837","","","","0.000021381732949521393","0.000021381732949521393","0.000021381732949521393"
"1838","","","","0.000020012821551063098","0.000020012821551063098","0.000020012821551063098"
"1843","0.00003772445779759437","0.00003772445779759437","0.00003772445779759437","","",""
"1853","0.000055906242778291926","0.000055906242778291926","0.000055906242778291926","","",""
"1882","0.00003912115062121302","0.00003912115062121302","0.00003912115062121302","","",""
"1893","0.00006911477248650044","0.00006911477248650044","0.00006911477248650044","","",""
"1894","0.0000437145063187927","0.0000437145063187927","0.0000437145063187927","","",""
"2036","","","","0.00002568067611719016","0.00002568067611719016","0.00002568067611719016"
"2047","","","","0.000009060577212949283","0.000009060577212949283","0.000009060577212949283"
"2050","0.000045694301661569625","0.000045694301661569625","0.000045694301661569625","","",""
"2061","0.000023223445168696344","0.000023223445168696344","0.000023223445168696344","","",""
"2117","","","","0.000008133436494972557","0.000008133436494972557","0.000008133436494972557"
"2131","0.000050702295993687585","0.000050702295993687585","0.000050702295993687585","0.000031224379199557006","0.000031224379199557006","0.000031224379199557006"
"2137","","","","0.000035062483220826834","0.000035062483220826834","0.000035062483220826834"
"2145","0.00006808322359574959","0.00006808322359574959","0.00006808322359574959","","",""
"2151","0.000035263929021311924","0.000035263929021311924","0.000035263929021311924","","",""
"2152","","","","0.000041342991607962176","0.000041342991607962176","0.000041342991607962176"
"2166","0.000030092933229752816","0.000030092933229752816","0.000030092933229752816","","",""
"2208","","","","0.00003204114909749478","0.00003204114909749478","0.00003204114909749478"
"2222","0.000027809797757072374","0.000027809797757072374","0.000027809797757072374","","",""
"2255","","","","0.000009941803000401706","0.000009941803000401706","0.000009941803000401706"
"2269","0.000026224157409160398","0.000026224157409160398","0.000026224157409160398","","",""
"2290","","","","0.000013344025319383945","0.000013344025319383945","0.000013344025319383945"
"2292","","","","0.000008657812031742651","0.000008657812031742651","0.000008657812031742651"
"2304","0.00003732417826540768","0.00003732417826540768","0.00003732417826540768","","",""
"2306","0.00003068300065933727","0.00003068300065933727","0.00003068300065933727","","",""
"2386","","","","0.00004126736894249916","0.00004126736894249916","0.00004126736894249916"
"2398","","","","0.00002244041934318375","0.00002244041934318375","0.00002244041934318375"
"2400","0.00004604581044986844","0.00004604581044986844","0.00004604581044986844","","",""
"2405","","","","0.000013290602510096505","0.000013290602510096505","0.000013290602510096505"
"2412","0.000043189960706513375","0.000043189960706513375","0.000043189960706513375","","",""
"2419","0.00003897005080943927","0.00003897005080943927","0.00003897005080943927","","",""
"2455","","","","0.000003975890649599023","0.000003975890649599023","0.000003975890649599023"
"2469","0.00003312232729513198","0.00003312232729513198","0.00003312232729513198","","",""
"2481","","","","0.000040044418710749596","0.000040044418710749596","0.000040044418710749596"
"2495","0.000036259571061236784","0.000036259571061236784","0.000036259571061236784","","",""
"2522","","","","0.00001622689887881279","0.00001622689887881279","0.00001622689887881279"
"2525","","","","0.000004129390617890749","0.000004129390617890749","0.000004129390617890749"
"2531","","","","0.00001616255394765176","0.00001616255394765176","0.00001616255394765176"
"2536","0.00008802169759292156","0.00008802169759292156","0.00008802169759292156","","",""
"2539","0.000031451483664568514","0.000031451483664568514","0.000031451483664568514","","",""
"2545","0.000039192920667119324","0.000039192920667119324","0.000039192920667119324","","",""
"2636","","","","0.000014760241356270853","0.000014760241356270853","0.000014760241356270853"
"2645","","","","0.000016372006939491257","0.000016372006939491257","0.000016372006939491257"
"2650","0.000025175577320624143","0.000025175577320624143","0.000025175577320624143","","",""
"2652","","","","0.000015164074284257367","0.000015164074284257367","0.000015164074284257367"
"2659","0.000049469395889900625","0.000049469395889900625","0.000049469395889900625","","",""
"2666","0.000050776889111148193","0.000050776889111148193","0.000050776889111148193","","",""
"2765","","","","0.00001714443351374939","0.00001714443351374939","0.00001714443351374939"
"2775","","","","0.000012869058082287665","0.000012869058082287665","0.000012869058082287665"
"2779","0.00007875748269725591","0.00007875748269725591","0.00007875748269725591","","",""
"2789","0.000039200000173877925","0.000039200000173877925","0.000039200000173877925","","",""
"2810","","","","0.00002589268478914164","0.00002589268478914164","0.00002589268478914164"
"2824","0.00003160023334203288","0.00003160023334203288","0.00003160023334203288","","",""
"2835","","","","0.000022657057343167253","0.000022657057343167253","0.000022657057343167253"
"2849","0.00004355369310360402","0.00004355369310360402","0.00004355369310360402","","",""
"2855","","","","0.00001440148480469361","0.00001440148480469361","0.00001440148480469361"
"2869","0.00007354457920882851","0.00007354457920882851","0.00007354457920882851","","",""
"2924","","","","0.000009345501894131303","0.000009345501894131303","0.000009345501894131303"
"2938","0.00004102637103642337","0.00004102637103642337","0.00004102637103642337","","",""
"2977","","","","0.000017031792594934814","0.000017031792594934814","0.000017031792594934814"
"3014","","","","0.000004087383786099963","0.000004087383786099963","0.000004087383786099963"
"3047","0.00003198827471351251","0.00003198827471351251","0.00003198827471351251","","",""
"3061","","","","0.000006984579158597626","0.000006984579158597626","0.000006984579158597626"
"3078","","","","0.00000686215116729727","0.00000686215116729727","0.00000686215116729727"
"3084","0.00004537935456028208","0.00004537935456028208","0.00004537935456028208","","",""
"3131","0.00003058325091842562","0.00003058325091842562","0.00003058325091842562","","",""
"3148","0.000028612303140107542","0.000028612303140107542","0.000028612303140107542","","",""
"3171","","","","0.000015507570424233563","0.000015507570424233563","0.000015507570424233563"
"3176","","","","0.000014657226529379841","0.000014657226529379841","0.000014657226529379841"
"3194","","","","0.000007496350008295849","0.000007496350008295849","0.000007496350008295849"
"3199","","","","0.000011509930118336342","0.000011509930118336342","0.000011509930118336342"
"3227","","","","0.000010273958650941495","0.000010273958650941495","0.000010273958650941495"
"3241","0.000032965734135359526","0.000032965734135359526","0.000032965734135359526","","",""
"3246","0.000046032844693399966","0.000046032844693399966","0.000046032844693399966","","",""
"3264","0.00003549344910425134","0.00003549344910425134","0.00003549344910425134","","",""
"3266","","","","0.000025982892111642286","0.000025982892111642286","0.000025982892111642286"
"3269","0.00002756775575107895","0.00002756775575107895","0.00002756775575107895","","",""
"3270","","","","0.000037618410715367645","0.000037618410715367645","0.000037618410715367645"
"3297","0.0000431180524174124","0.0000431180524174124","0.0000431180524174124","","",""
"3336","0.00003377370740054175","0.00003377370740054175","0.00003377370740054175","","",""
"3340","0.000039234200812643394","0.000039234200812643394","0.000039234200812643394","","",""
"3376","","","","0.00000956113581196405","0.00000956113581196405","0.00000956113581196405"
"3409","","","","0.00002075581687677186","0.00002075581687677186","0.00002075581687677186"
"3444","","","","0.000012277892892598175","0.000012277892892598175","0.000012277892892598175"
"3446","0.00003093713166890666","0.00003093713166890666","0.00003093713166890666","","",""
"3475","","","","0.000016841864635352977","0.000016841864635352977","0.000016841864635352977"
"3479","0.00003656524859252386","0.00003656524859252386","0.00003656524859252386","","",""
"3514","0.000021386937078204937","0.000021386937078204937","0.000021386937078204937","","",""
"3520","","","","0.000010923626177827828","0.000010923626177827828","0.000010923626177827828"
"3545","0.000029946320864837617","0.000029946320864837617","0.000029946320864837617","","",""
"3547","","","","0.00002776557084871456","0.00002776557084871456","0.00002776557084871456"
"3590","0.000019560122382245027","0.000019560122382245027","0.000019560122382245027","","",""
"3617","0.000045931508793728426","0.000045931508793728426","0.000045931508793728426","","",""
"3631","","","","0.00000395877577830106","0.00000395877577830106","0.00000395877577830106"
"3666","","","","0.000010934763849945739","0.000010934763849945739","0.000010934763849945739"
"3698","","","","0.000023375961973215453","0.000023375961973215453","0.000023375961973215453"
"3701","0.00003362421557540074","0.00003362421557540074","0.00003362421557540074","","",""
"3705","","","","0.000005170472832105588","0.000005170472832105588","0.000005170472832105588"
"3713","","","","0.000004542510396277066","0.000004542510396277066","0.000004542510396277066"
"3736","0.00001924510797834955","0.00001924510797834955","0.00001924510797834955","","",""
"3759","","","","0.000021848825781489722","0.000021848825781489722","0.000021848825781489722"
"3768","0.00003047534846700728","0.00003047534846700728","0.00003047534846700728","","",""
"3775","0.00003996612940682098","0.00003996612940682098","0.00003996612940682098","","",""
"3776","","","","0.000011152492334076669","0.000011152492334076669","0.000011152492334076669"
"3783","0.000026769977921503596","0.000026769977921503596","0.000026769977921503596","","",""
"3829","0.000021784981072414666","0.000021784981072414666","0.000021784981072414666","","",""
"3843","","","","0.000014607951015932485","0.000014607951015932485","0.000014607951015932485"
"3846","0.00003297785951872356","0.00003297785951872356","0.00003297785951872356","","",""
"3861","","","","0.000005594006324827205","0.000005594006324827205","0.000005594006324827205"
"3913","0.00002720658085308969","0.00002720658085308969","0.00002720658085308969","","",""
"3931","0.000038259699067566544","0.000038259699067566544","0.000038259699067566544","","",""
"3995","","","","0.00000892214029590832","0.00000892214029590832","0.00000892214029590832"
"4004","","","","0.00000613892734691035","0.00000613892734691035","0.00000613892734691035"
"4023","0.00003818815093836747","0.00003818815093836747","0.00003818815093836747","","",""
"4032","0.00002385938205407001","0.00002385938205407001","0.00002385938205407001","","",""
"4037","","","","0.00000513829900228302","0.00000513829900228302","0.00000513829900228302"
"4058","","","","0.000014786430256208405","0.000014786430256208405","0.000014786430256208405"
"4065","0.00002941866114269942","0.00002941866114269942","0.00002941866114269942","","",""
"4072","","","","0.000011550140698091127","0.000011550140698091127","0.000011550140698091127"
"4079","","","","0.0000040669624468137044","0.0000040669624468137044","0.0000040669624468137044"
"4086","0.000028701950213871896","0.000028701950213871896","0.000028701950213871896","","",""
"4088","","","","0.000004845449439017102","0.000004845449439017102","0.000004845449439017102"
"4093","","","","0.000004803495357919019","0.000004803495357919019","0.000004803495357919019"
"4100","0.00003380995985935442","0.00003380995985935442","0.00003380995985935442","","",""
"4107","0.00003532417395035736","0.00003532417395035736","0.00003532417395035736","","",""
"4116","0.00002276487066410482","0.00002276487066410482","0.00002276487066410482","","",""
"4121","0.00002224585841759108","0.00002224585841759108","0.00002224585841759108","","",""
"4122","","","","0.000014601329894503579","0.000014601329894503579","0.000014601329894503579"
"4150","0.00003123651913483627","0.00003123651913483627","0.00003123651913483627","","",""
"4217","","","","0.000014239620213629678","0.000014239620213629678","0.000014239620213629678"
"4233","","","","0.000010601431313261855","0.000010601431313261855","0.000010601431313261855"
"4245","0.000015091346540430095","0.000015091346540430095","0.000015091346540430095","","",""
"4261","0.000039713570004096255","0.000039713570004096255","0.000039713570004096255","","",""
"4302","","","","0.00001027025246003177","0.00001027025246003177","0.00001027025246003177"
"4330","0.000025210370949935168","0.000025210370949935168","0.000025210370949935168","","",""
"4363","","","","0.000007991726306499913","0.000007991726306499913","0.000007991726306499913"
"4364","","","","0.00001429033545718994","0.00001429033545718994","0.00001429033545718994"
"4376","","","","0.000008713317583897151","0.000008713317583897151","0.000008713317583897151"
"4391","0.000021155106878723018","0.000021155106878723018","0.000021155106878723018","","",""
"4392","0.000024857785319909453","0.000024857785319909453","0.000024857785319909453","","",""
"4404","0.000019929982954636216","0.000019929982954636216","0.000019929982954636216","","",""
"4414","","","","0.000013700112504011486","0.000013700112504011486","0.000013700112504011486"
"4442","0.000029273342079250142","0.000029273342079250142","0.000029273342079250142","","",""
"4482","","","","0.000017008132999762893","0.000017008132999762893","0.000017008132999762893"
"4510","0.000025410259695490822","0.000025410259695490822","0.000025410259695490822","","",""
"4570","","","","0.000006412234142771922","0.000006412234142771922","0.000006412234142771922"
"4598","0.000022068808902986348","0.000022068808902986348","0.000022068808902986348","","",""
"4603","","","","0.00001607964441063814","0.00001607964441063814","0.00001607964441063814"
"4621","","","","0.000011911130059161223","0.000011911130059161223","0.000011911130059161223"
"4625","","","","0.000007179049589467468","0.000007179049589467468","0.000007179049589467468"
"4626","","","","0.000004676032858696999","0.000004676032858696999","0.000004676032858696999"
"4631","0.000021910713257966563","0.000021910713257966563","0.000021910713257966563","","",""
"4649","0.000021848500182386488","0.000021848500182386488","0.000021848500182386488","","",""
"4653","0.00001564620470162481","0.00001564620470162481","0.00001564620470162481","","",""
"4654","0.000013098087947582826","0.000013098087947582826","0.000013098087947582826","0.000012742185390379746","0.000012742185390379746","0.000012742185390379746"
"4682","0.00003151877172058448","0.00003151877172058448","0.00003151877172058448","","",""
"4688","","","","0.00000804253613750916","0.00000804253613750916","0.00000804253613750916"
"4690","","","","0.000005442952897283249","0.000005442952897283249","0.000005442952897283249"
"4716","0.00003103676135651767","0.00003103676135651767","0.00003103676135651767","","",""
"4718","0.000028735950763802975","0.000028735950763802975","0.000028735950763802975","","",""
"4728","","","","0.000011070032996940427","0.000011070032996940427","0.000011070032996940427"
"4756","0.00003640230352175422","0.00003640230352175422","0.00003640230352175422","","",""
"4810","","","","0.0000050384610403853","0.0000050384610403853","0.0000050384610403853"
"4838","0.000015632587746949866","0.000015632587746949866","0.000015632587746949866","","",""
"4849","","","","0.0000314441422233358","0.0000314441422233358","0.0000314441422233358"
"4852","","","","0.000016536305338377133","0.000016536305338377133","0.000016536305338377133"
"4867","","","","0.0000076119054028822575","0.0000076119054028822575","0.0000076119054028822575"
"4873","","","","0.00000422072389483219","0.00000422072389483219","0.00000422072389483219"
"4877","0.00002933647920144722","0.00002933647920144722","0.00002933647920144722","","",""
"4880","0.00002738930197665468","0.00002738930197665468","0.00002738930197665468","","",""
"4895","0.000041963903640862554","0.000041963903640862554","0.000041963903640862554","","",""
"4901","0.000044752559915650636","0.000044752559915650636","0.000044752559915650636","","",""
"5091","","","","0.0000073604351200629026","0.0000073604351200629026","0.0000073604351200629026"
"5136","","","","0.0000031782972200744553","0.0000031782972200744553","0.0000031782972200744553"
"5175","0.000013415513421932701","0.000013415513421932701","0.000013415513421932701","","",""
"5220","0.000025417903088964522","0.000025417903088964522","0.000025417903088964522","","",""
"5236","","","","0.000006103893610998057","0.000006103893610998057","0.000006103893610998057"
"5239","","","","0.000008863022230798379","0.000008863022230798379","0.000008863022230798379"
"5242","","","","0.000007291871952475049","0.000007291871952475049","0.000007291871952475049"
"5277","","","","0.000006651101102761459","0.000006651101102761459","0.000006651101102761459"
"5320","0.000015853849617997184","0.000015853849617997184","0.000015853849617997184","","",""
"5323","0.00002448086888762191","0.00002448086888762191","0.00002448086888762191","","",""
"5326","0.000019382354366825894","0.000019382354366825894","0.000019382354366825894","","",""
"5341","","","","0.000010964686225634068","0.000010964686225634068","0.000010964686225634068"
"5361","0.000023744360078126192","0.000023744360078126192","0.000023744360078126192","","",""
"5365","","","","0.000014067885786062106","0.000014067885786062106","0.000014067885786062106"
"5369","","","","0.000020012044842587784","0.000020012044842587784","0.000020012044842587784"
"5419","","","","0.0000071268373176280875","0.0000071268373176280875","0.0000071268373176280875"
"5425","0.0000183886440936476","0.0000183886440936476","0.0000183886440936476","","",""
"5449","0.0000195119901036378","0.0000195119901036378","0.0000195119901036378","0.00001064442767528817","0.00001064442767528817","0.00001064442767528817"
"5453","0.0000179593225766439","0.0000179593225766439","0.0000179593225766439","","",""
"5495","","","","0.000011239812010899186","0.000011239812010899186","0.000011239812010899186"
"5503","0.00001780464663170278","0.00001780464663170278","0.00001780464663170278","","",""
"5528","","","","0.000013864459106116556","0.000013864459106116556","0.000013864459106116556"
"5533","0.000017494552594143897","0.000017494552594143897","0.000017494552594143897","","",""
"5549","","","","0.0000029241850825201254","0.0000029241850825201254","0.0000029241850825201254"
"5561","","","","0.000018293645553058013","0.000018293645553058013","0.000018293645553058013"
"5570","","","","0.000013973078239359893","0.000013973078239359893","0.000013973078239359893"
"5579","0.000021144925995031372","0.000021144925995031372","0.000021144925995031372","","",""
"5589","","","","0.000004484339569899021","0.000004484339569899021","0.000004484339569899021"
"5597","","","","0.0000056076401051541325","0.0000056076401051541325","0.0000056076401051541325"
"5612","0.000016530226275790483","0.000016530226275790483","0.000016530226275790483","","",""
"5633","0.000012413595868565608","0.000012413595868565608","0.000012413595868565608","","",""
"5639","","","","0.000005675733518728521","0.000005675733518728521","0.000005675733518728521"
"5645","0.000042045961890835315","0.000042045961890835315","0.000042045961890835315","","",""
"5654","0.000014628305507358164","0.000014628305507358164","0.000014628305507358164","","",""
"5673","0.000030336890631588176","0.000030336890631588176","0.000030336890631588176","","",""
"5681","0.000023467388018616475","0.000023467388018616475","0.000023467388018616475","","",""
"5684","","","","0.000023418833734467626","0.000023418833734467626","0.000023418833734467626"
"5723","0.00003194739838363603","0.00003194739838363603","0.00003194739838363603","","",""
"5768","0.000018615759472595528","0.000018615759472595528","0.000018615759472595528","","",""
"5771","","","","0.000006381668754329439","0.000006381668754329439","0.000006381668754329439"
"5782","","","","0.00001871265340014361","0.00001871265340014361","0.00001871265340014361"
"5794","","","","0.000005346063062461326","0.000005346063062461326","0.000005346063062461326"
"5805","","","","0.000004304376034269808","0.000004304376034269808","0.000004304376034269808"
"5855","0.000020773773940163665","0.000020773773940163665","0.000020773773940163665","","",""
"5862","","","","0.000009244735338143073","0.000009244735338143073","0.000009244735338143073"
"5866","0.0000190714854397811","0.0000190714854397811","0.0000190714854397811","","",""
"5878","0.000013081062206765637","0.000013081062206765637","0.000013081062206765637","","",""
"5889","0.000025684064894448966","0.000025684064894448966","0.000025684064894448966","","",""
"6002","0.000018344544514548033","0.000018344544514548033","0.000018344544514548033","","",""
"6013","","","","0.0000051875622375519015","0.0000051875622375519015","0.0000051875622375519015"
"6055","0.00001962034912139643","0.00001962034912139643","0.00001962034912139643","","",""
"6068","","","","0.000006348672286549117","0.000006348672286549117","0.000006348672286549117"
"6072","","","","0.000005255697942629922","0.000005255697942629922","0.000005255697942629922"
"6110","0.000025440172976232134","0.000025440172976232134","0.000025440172976232134","","",""
"6114","0.000020573301299009472","0.000020573301299009472","0.000020573301299009472","","",""
"6123","","","","0.000011210863704036456","0.000011210863704036456","0.000011210863704036456"
"6165","0.000020606934413081035","0.000020606934413081035","0.000020606934413081035","","",""
"6236","","","","0.000004162721779721323","0.000004162721779721323","0.000004162721779721323"
"6246","","","","0.000004206340236123651","0.000004206340236123651","0.000004206340236123651"
"6255","","","","0.000015375193470390514","0.000015375193470390514","0.000015375193470390514"
"6271","","","","0.000006417079475795617","0.000006417079475795617","0.000006417079475795617"
"6278","0.000021450721760629676","0.000021450721760629676","0.000021450721760629676","","",""
"6288","0.000020964653231203556","0.000020964653231203556","0.000020964653231203556","","",""
"6297","0.000017555925296619534","0.000017555925296619534","0.000017555925296619534","","",""
"6306","","","","0.000005796553523396142","0.000005796553523396142","0.000005796553523396142"
"6313","0.000023375843738904223","0.000023375843738904223","0.000023375843738904223","","",""
"6322","","","","0.00000443580029241275","0.00000443580029241275","0.00000443580029241275"
"6348","0.000023437060008291155","0.000023437060008291155","0.000023437060008291155","","",""
"6364","0.000012490061635617167","0.000012490061635617167","0.000012490061635617167","","",""
"6386","","","","0.000004790231287188362","0.000004790231287188362","0.000004790231287188362"
"6388","","","","0.000009625527127354871","0.000009625527127354871","0.000009625527127354871"
"6424","","","","0.0000020989295990148094","0.0000020989295990148094","0.0000020989295990148094"
"6428","0.00001678070839261636","0.00001678070839261636","0.00001678070839261636","","",""
"6430","0.000022345771867549047","0.000022345771867549047","0.000022345771867549047","","",""
"6466","0.0000322790328937117","0.0000322790328937117","0.0000322790328937117","","",""
"6495","","","","0.0000046028176257095765","0.0000046028176257095765","0.0000046028176257095765"
"6520","","","","0.00003740609827218577","0.00003740609827218577","0.00003740609827218577"
"6531","","","","0.000014572261534340214","0.000014572261534340214","0.000014572261534340214"
"6537","0.000026722627808339894","0.000026722627808339894","0.000026722627808339894","","",""
"6562","0.00001789490124792792","0.00001789490124792792","0.00001789490124792792","","",""
