"Step","train_75_doubledt - val_batch_energy_rel_error","train_75_doubledt - val_batch_energy_rel_error__MIN","train_75_doubledt - val_batch_energy_rel_error__MAX","train_75 - val_batch_energy_rel_error","train_75 - val_batch_energy_rel_error__MIN","train_75 - val_batch_energy_rel_error__MAX"
"1964","","","","0.054059505462646484","0.054059505462646484","0.054059505462646484"
"1965","","","","0.06002921983599663","0.06002921983599663","0.06002921983599663"
"1966","0.41640329360961914","0.41640329360961914","0.41640329360961914","0.06424826383590698","0.06424826383590698","0.06424826383590698"
"1967","0.36456960439682007","0.36456960439682007","0.36456960439682007","0.06836389005184174","0.06836389005184174","0.06836389005184174"
"1968","","","","0.06273713707923889","0.06273713707923889","0.06273713707923889"
"1969","","","","0.06994987279176712","0.06994987279176712","0.06994987279176712"
"1970","0.15724670886993408","0.15724670886993408","0.15724670886993408","0.07277025282382965","0.07277025282382965","0.07277025282382965"
"1971","0.12426193058490753","0.12426193058490753","0.12426193058490753","0.06768116354942322","0.06768116354942322","0.06768116354942322"
"1972","0.09494980424642563","0.09494980424642563","0.09494980424642563","","",""
"1973","0.10466855019330978","0.10466855019330978","0.10466855019330978","0.07244189828634262","0.07244189828634262","0.07244189828634262"
"1974","0.11081218719482422","0.11081218719482422","0.11081218719482422","0.07310914248228073","0.07310914248228073","0.07310914248228073"
"1975","0.09980346262454987","0.09980346262454987","0.09980346262454987","","",""
"1976","0.11555926501750946","0.11555926501750946","0.11555926501750946","0.087897889316082","0.087897889316082","0.087897889316082"
"1977","0.12391068786382675","0.12391068786382675","0.12391068786382675","","",""
"1978","0.10809311270713806","0.10809311270713806","0.10809311270713806","","",""
"1979","","","","0.16317501664161682","0.16317501664161682","0.16317501664161682"
"1980","0.14497441053390503","0.14497441053390503","0.14497441053390503","0.1818040907382965","0.1818040907382965","0.1818040907382965"
"1981","0.14845535159111023","0.14845535159111023","0.14845535159111023","0.20090912282466888","0.20090912282466888","0.20090912282466888"
"1983","0.1581818163394928","0.1581818163394928","0.1581818163394928","","",""
"1986","0.11462842673063278","0.11462842673063278","0.11462842673063278","","",""
"1987","0.1450410783290863","0.1450410783290863","0.1450410783290863","","",""
"1988","0.15563377737998962","0.15563377737998962","0.15563377737998962","","",""
"1989","0.21966147422790527","0.21966147422790527","0.21966147422790527","","",""
"2946","0.09962846338748932","0.09962846338748932","0.09962846338748932","","",""
"2947","0.11851606518030167","0.11851606518030167","0.11851606518030167","","",""
"2948","0.16318127512931824","0.16318127512931824","0.16318127512931824","","",""
"2949","0.10997673869132996","0.10997673869132996","0.10997673869132996","","",""
"2950","0.10447646677494049","0.10447646677494049","0.10447646677494049","","",""
"2951","0.0750942975282669","0.0750942975282669","0.0750942975282669","","",""
"2953","0.09854587912559509","0.09854587912559509","0.09854587912559509","","",""
"2954","0.0901627466082573","0.0901627466082573","0.0901627466082573","","",""
"2956","0.10226602852344513","0.10226602852344513","0.10226602852344513","","",""
"2957","0.08977875858545303","0.08977875858545303","0.08977875858545303","","",""
"2958","0.0996459424495697","0.0996459424495697","0.0996459424495697","","",""
"2959","0.1051427349448204","0.1051427349448204","0.1051427349448204","","",""
"2960","0.08544299006462097","0.08544299006462097","0.08544299006462097","","",""
"2961","0.09402134269475937","0.09402134269475937","0.09402134269475937","","",""
"2962","0.09018374979496002","0.09018374979496002","0.09018374979496002","","",""
"2963","0.11709944903850555","0.11709944903850555","0.11709944903850555","","",""
"2964","0.1533709615468979","0.1533709615468979","0.1533709615468979","","",""
"2965","0.19957414269447327","0.19957414269447327","0.19957414269447327","","",""
"2967","0.135468989610672","0.135468989610672","0.135468989610672","","",""
"2968","0.11373811960220337","0.11373811960220337","0.11373811960220337","","",""
"2969","0.1108836904168129","0.1108836904168129","0.1108836904168129","","",""
"2971","0.1280868798494339","0.1280868798494339","0.1280868798494339","","",""
"2972","0.13605996966362","0.13605996966362","0.13605996966362","","",""
"2974","0.09528002887964249","0.09528002887964249","0.09528002887964249","","",""
"2976","0.07656026631593704","0.07656026631593704","0.07656026631593704","","",""
"2977","0.07322528213262558","0.07322528213262558","0.07322528213262558","","",""
"2978","0.07362890243530273","0.07362890243530273","0.07362890243530273","","",""
"2981","0.06474535167217255","0.06474535167217255","0.06474535167217255","","",""
"2983","0.0597069151699543","0.0597069151699543","0.0597069151699543","","",""
"2985","0.11143741011619568","0.11143741011619568","0.11143741011619568","","",""
"2987","0.18585330247879028","0.18585330247879028","0.18585330247879028","","",""
"2988","0.17525142431259155","0.17525142431259155","0.17525142431259155","","",""
"3887","","","","0.3670961260795593","0.3670961260795593","0.3670961260795593"
"3888","","","","0.30970898270606995","0.30970898270606995","0.30970898270606995"
"3889","","","","0.2127382755279541","0.2127382755279541","0.2127382755279541"
"3890","","","","0.34961920976638794","0.34961920976638794","0.34961920976638794"
"3891","","","","0.371174156665802","0.371174156665802","0.371174156665802"
"3892","","","","0.3701304793357849","0.3701304793357849","0.3701304793357849"
"3893","","","","0.4562007486820221","0.4562007486820221","0.4562007486820221"
"3895","","","","0.46750950813293457","0.46750950813293457","0.46750950813293457"
"3896","","","","0.48865407705307007","0.48865407705307007","0.48865407705307007"
"3898","","","","0.4324359893798828","0.4324359893798828","0.4324359893798828"
"3899","","","","0.467410683631897","0.467410683631897","0.467410683631897"
"3900","","","","0.4219645857810974","0.4219645857810974","0.4219645857810974"
"3901","","","","0.41694051027297974","0.41694051027297974","0.41694051027297974"
"3902","","","","0.4379376769065857","0.4379376769065857","0.4379376769065857"
"3903","","","","0.41039445996284485","0.41039445996284485","0.41039445996284485"
"3904","","","","0.398099422454834","0.398099422454834","0.398099422454834"
"3905","","","","0.41600149869918823","0.41600149869918823","0.41600149869918823"
"3906","","","","0.40539056062698364","0.40539056062698364","0.40539056062698364"
"3907","","","","0.41192734241485596","0.41192734241485596","0.41192734241485596"
"3909","","","","0.38853704929351807","0.38853704929351807","0.38853704929351807"
"3910","","","","0.4304996132850647","0.4304996132850647","0.4304996132850647"
"3911","","","","0.4033883810043335","0.4033883810043335","0.4033883810043335"
"3913","","","","0.427367627620697","0.427367627620697","0.427367627620697"
"3914","","","","0.40039175748825073","0.40039175748825073","0.40039175748825073"
"3916","","","","0.4183419942855835","0.4183419942855835","0.4183419942855835"
"3918","","","","0.39764881134033203","0.39764881134033203","0.39764881134033203"
"3919","","","","0.4010432958602905","0.4010432958602905","0.4010432958602905"
"3920","","","","0.3728104829788208","0.3728104829788208","0.3728104829788208"
"3923","","","","0.36154839396476746","0.36154839396476746","0.36154839396476746"
"3925","","","","0.32871535420417786","0.32871535420417786","0.32871535420417786"
"3927","","","","0.2559332847595215","0.2559332847595215","0.2559332847595215"
"3929","","","","0.3723478615283966","0.3723478615283966","0.3723478615283966"
"3930","","","","0.5552573800086975","0.5552573800086975","0.5552573800086975"
"3936","","","","0.8297258019447327","0.8297258019447327","0.8297258019447327"
"3937","","","","0.7456530332565308","0.7456530332565308","0.7456530332565308"
"3938","","","","0.68344646692276","0.68344646692276","0.68344646692276"
"3940","","","","0.5765615701675415","0.5765615701675415","0.5765615701675415"
"3941","","","","0.522844135761261","0.522844135761261","0.522844135761261"
"3944","","","","0.4511546492576599","0.4511546492576599","0.4511546492576599"
"3945","","","","0.45455607771873474","0.45455607771873474","0.45455607771873474"
"3947","","","","0.4489953815937042","0.4489953815937042","0.4489953815937042"
"3948","","","","0.4188547432422638","0.4188547432422638","0.4188547432422638"
"3950","","","","0.41460558772087097","0.41460558772087097","0.41460558772087097"
"3951","0.20289170742034912","0.20289170742034912","0.20289170742034912","0.4134383797645569","0.4134383797645569","0.4134383797645569"
"3952","0.2224103957414627","0.2224103957414627","0.2224103957414627","0.4321478009223938","0.4321478009223938","0.4321478009223938"
"3954","0.21945495903491974","0.21945495903491974","0.21945495903491974","0.40027791261672974","0.40027791261672974","0.40027791261672974"
"3955","0.22776968777179718","0.22776968777179718","0.22776968777179718","0.41016972064971924","0.41016972064971924","0.41016972064971924"
"3956","","","","0.3871190547943115","0.3871190547943115","0.3871190547943115"
"3958","0.2384570688009262","0.2384570688009262","0.2384570688009262","0.39081573486328125","0.39081573486328125","0.39081573486328125"
"3959","0.22290800511837006","0.22290800511837006","0.22290800511837006","0.3639518618583679","0.3639518618583679","0.3639518618583679"
"3960","","","","0.39716899394989014","0.39716899394989014","0.39716899394989014"
"3961","0.2545246183872223","0.2545246183872223","0.2545246183872223","0.36083099246025085","0.36083099246025085","0.36083099246025085"
"3962","0.27237606048583984","0.27237606048583984","0.27237606048583984","0.33948054909706116","0.33948054909706116","0.33948054909706116"
"3964","0.3135985732078552","0.3135985732078552","0.3135985732078552","0.3427373170852661","0.3427373170852661","0.3427373170852661"
"3965","0.21060922741889954","0.21060922741889954","0.21060922741889954","0.333342581987381","0.333342581987381","0.333342581987381"
"3966","0.1667865514755249","0.1667865514755249","0.1667865514755249","0.4135027825832367","0.4135027825832367","0.4135027825832367"
"3968","0.10524671524763107","0.10524671524763107","0.10524671524763107","0.9090774059295654","0.9090774059295654","0.9090774059295654"
"3969","0.07076504826545715","0.07076504826545715","0.07076504826545715","1.1193219423294067","1.1193219423294067","1.1193219423294067"
"3970","0.05771113559603691","0.05771113559603691","0.05771113559603691","","",""
"3971","","","","1.4317855834960938","1.4317855834960938","1.4317855834960938"
"3972","0.055283330380916595","0.055283330380916595","0.055283330380916595","","",""
"3973","0.04359785094857216","0.04359785094857216","0.04359785094857216","","",""
"3974","0.04787042364478111","0.04787042364478111","0.04787042364478111","","",""
"3975","0.05057946965098381","0.05057946965098381","0.05057946965098381","","",""
"3976","0.055402569472789764","0.055402569472789764","0.055402569472789764","","",""
"3978","0.06595354527235031","0.06595354527235031","0.06595354527235031","","",""
"3979","0.08141491562128067","0.08141491562128067","0.08141491562128067","","",""
"3980","0.07912445068359375","0.07912445068359375","0.07912445068359375","","",""
"3982","0.09782606363296509","0.09782606363296509","0.09782606363296509","","",""
"3983","0.09990100562572479","0.09990100562572479","0.09990100562572479","","",""
"3985","0.10653028637170792","0.10653028637170792","0.10653028637170792","","",""
"3986","0.12230643630027771","0.12230643630027771","0.12230643630027771","","",""
"3987","0.12227718532085419","0.12227718532085419","0.12227718532085419","","",""
"4944","0.06329252570867538","0.06329252570867538","0.06329252570867538","","",""
"4945","0.09871591627597809","0.09871591627597809","0.09871591627597809","","",""
"4946","0.19537729024887085","0.19537729024887085","0.19537729024887085","","",""
"4947","0.14355602860450745","0.14355602860450745","0.14355602860450745","","",""
"4949","0.14575913548469543","0.14575913548469543","0.14575913548469543","","",""
"4954","0.18618817627429962","0.18618817627429962","0.18618817627429962","","",""
"4956","0.15440742671489716","0.15440742671489716","0.15440742671489716","","",""
"4957","0.16259706020355225","0.16259706020355225","0.16259706020355225","","",""
"4959","0.1846945583820343","0.1846945583820343","0.1846945583820343","","",""
"4961","0.28961658477783203","0.28961658477783203","0.28961658477783203","","",""
"4964","0.1783183515071869","0.1783183515071869","0.1783183515071869","","",""
"4965","0.13796886801719666","0.13796886801719666","0.13796886801719666","","",""
"4966","0.0969076007604599","0.0969076007604599","0.0969076007604599","","",""
"4967","0.07667694985866547","0.07667694985866547","0.07667694985866547","","",""
"4968","0.060590509325265884","0.060590509325265884","0.060590509325265884","","",""
"4969","0.05471692979335785","0.05471692979335785","0.05471692979335785","","",""
"4973","0.048581428825855255","0.048581428825855255","0.048581428825855255","","",""
"4974","0.04929758235812187","0.04929758235812187","0.04929758235812187","","",""
"4981","0.08622093498706818","0.08622093498706818","0.08622093498706818","","",""
"4983","0.07782448083162308","0.07782448083162308","0.07782448083162308","","",""
"4985","0.1310022920370102","0.1310022920370102","0.1310022920370102","","",""
"5877","","","","0.020478662103414536","0.020478662103414536","0.020478662103414536"
"5878","","","","0.0770491510629654","0.0770491510629654","0.0770491510629654"
"5879","","","","0.14795953035354614","0.14795953035354614","0.14795953035354614"
"5880","","","","0.15625301003456116","0.15625301003456116","0.15625301003456116"
"5881","","","","0.16867892444133759","0.16867892444133759","0.16867892444133759"
"5882","","","","0.16027788817882538","0.16027788817882538","0.16027788817882538"
"5884","","","","0.15638694167137146","0.15638694167137146","0.15638694167137146"
"5889","","","","0.0952899381518364","0.0952899381518364","0.0952899381518364"
"5891","","","","0.09306131303310394","0.09306131303310394","0.09306131303310394"
"5892","","","","0.09742575883865356","0.09742575883865356","0.09742575883865356"
"5894","","","","0.09268055111169815","0.09268055111169815","0.09268055111169815"
"5896","","","","0.0964345782995224","0.0964345782995224","0.0964345782995224"
"5899","","","","0.09886739403009415","0.09886739403009415","0.09886739403009415"
"5900","","","","0.09726646542549133","0.09726646542549133","0.09726646542549133"
"5901","","","","0.10190322995185852","0.10190322995185852","0.10190322995185852"
"5902","","","","0.09898476302623749","0.09898476302623749","0.09898476302623749"
"5903","","","","0.09777554869651794","0.09777554869651794","0.09777554869651794"
"5904","","","","0.11177654564380646","0.11177654564380646","0.11177654564380646"
"5908","","","","0.10655570030212402","0.10655570030212402","0.10655570030212402"
"5909","","","","0.12436661124229431","0.12436661124229431","0.12436661124229431"
"5916","","","","0.11990846693515778","0.11990846693515778","0.11990846693515778"
"5918","","","","0.07788214087486267","0.07788214087486267","0.07788214087486267"
"5920","","","","0.2001485526561737","0.2001485526561737","0.2001485526561737"
"5927","","","","0.049963921308517456","0.049963921308517456","0.049963921308517456"
"5928","","","","0.0481099970638752","0.0481099970638752","0.0481099970638752"
"5929","","","","0.043756674975156784","0.043756674975156784","0.043756674975156784"
"5930","","","","0.043271929025650024","0.043271929025650024","0.043271929025650024"
"5931","","","","0.04525461047887802","0.04525461047887802","0.04525461047887802"
"5932","","","","0.03508670628070831","0.03508670628070831","0.03508670628070831"
"5933","","","","0.038182493299245834","0.038182493299245834","0.038182493299245834"
"5934","","","","0.03393789380788803","0.03393789380788803","0.03393789380788803"
"5936","","","","0.03179922699928284","0.03179922699928284","0.03179922699928284"
"5937","","","","0.029824212193489075","0.029824212193489075","0.029824212193489075"
"5938","","","","0.02857021987438202","0.02857021987438202","0.02857021987438202"
"5940","","","","0.02720944955945015","0.02720944955945015","0.02720944955945015"
"5941","","","","0.029173623770475388","0.029173623770475388","0.029173623770475388"
"5942","","","","0.029763801023364067","0.029763801023364067","0.029763801023364067"
"5944","","","","0.030829746276140213","0.030829746276140213","0.030829746276140213"
"5945","","","","0.03456558659672737","0.03456558659672737","0.03456558659672737"
"5947","","","","0.03637460619211197","0.03637460619211197","0.03637460619211197"
"5949","0.09795495122671127","0.09795495122671127","0.09795495122671127","","",""
"5950","0.11015842109918594","0.11015842109918594","0.11015842109918594","0.04733913764357567","0.04733913764357567","0.04733913764357567"
"5951","0.1100202351808548","0.1100202351808548","0.1100202351808548","0.04090476781129837","0.04090476781129837","0.04090476781129837"
"5952","0.1050867810845375","0.1050867810845375","0.1050867810845375","","",""
"5953","0.11389897763729095","0.11389897763729095","0.11389897763729095","0.049323152750730515","0.049323152750730515","0.049323152750730515"
"5954","0.09901800751686096","0.09901800751686096","0.09901800751686096","0.045964255928993225","0.045964255928993225","0.045964255928993225"
"5955","0.0966925173997879","0.0966925173997879","0.0966925173997879","","",""
"5956","","","","0.06879563629627228","0.06879563629627228","0.06879563629627228"
"5957","0.09122652560472488","0.09122652560472488","0.09122652560472488","","",""
"5958","0.10416021943092346","0.10416021943092346","0.10416021943092346","","",""
"5959","0.11863810569047928","0.11863810569047928","0.11863810569047928","0.16660480201244354","0.16660480201244354","0.16660480201244354"
"5960","","","","0.2058810591697693","0.2058810591697693","0.2058810591697693"
"5961","0.15530920028686523","0.15530920028686523","0.15530920028686523","0.17792421579360962","0.17792421579360962","0.17792421579360962"
"5962","0.14260077476501465","0.14260077476501465","0.14260077476501465","","",""
"5963","0.1444951444864273","0.1444951444864273","0.1444951444864273","","",""
"5965","0.1479448676109314","0.1479448676109314","0.1479448676109314","","",""
"5966","0.13421127200126648","0.13421127200126648","0.13421127200126648","","",""
"5968","0.05974302440881729","0.05974302440881729","0.05974302440881729","","",""
"5971","0.05118384212255478","0.05118384212255478","0.05118384212255478","","",""
"5972","0.05389867722988129","0.05389867722988129","0.05389867722988129","","",""
"5974","0.051834262907505035","0.051834262907505035","0.051834262907505035","","",""
"5975","0.0591435506939888","0.0591435506939888","0.0591435506939888","","",""
"5977","0.05900832265615463","0.05900832265615463","0.05900832265615463","","",""
"5980","0.05715053901076317","0.05715053901076317","0.05715053901076317","","",""
"5981","0.057537712156772614","0.057537712156772614","0.057537712156772614","","",""
"5982","0.09804394096136093","0.09804394096136093","0.09804394096136093","","",""
"5983","0.13405779004096985","0.13405779004096985","0.13405779004096985","","",""
"5984","0.19577649235725403","0.19577649235725403","0.19577649235725403","","",""
"6942","0.1416858285665512","0.1416858285665512","0.1416858285665512","","",""
"6944","0.19599348306655884","0.19599348306655884","0.19599348306655884","","",""
"6949","0.12961982190608978","0.12961982190608978","0.12961982190608978","","",""
"6951","0.12608936429023743","0.12608936429023743","0.12608936429023743","","",""
"6953","0.09702875465154648","0.09702875465154648","0.09702875465154648","","",""
"6956","0.07818032801151276","0.07818032801151276","0.07818032801151276","","",""
"6957","0.07860434055328369","0.07860434055328369","0.07860434055328369","","",""
"6959","0.07674158364534378","0.07674158364534378","0.07674158364534378","","",""
"6960","0.1027621179819107","0.1027621179819107","0.1027621179819107","","",""
"6961","0.167398601770401","0.167398601770401","0.167398601770401","","",""
"6963","0.18259648978710175","0.18259648978710175","0.18259648978710175","","",""
"6964","0.08089833706617355","0.08089833706617355","0.08089833706617355","","",""
"6967","0.057347364723682404","0.057347364723682404","0.057347364723682404","","",""
"6970","0.06902958452701569","0.06902958452701569","0.06902958452701569","","",""
"6971","0.077826127409935","0.077826127409935","0.077826127409935","","",""
"6973","0.09274715185165405","0.09274715185165405","0.09274715185165405","","",""
"6974","0.0994543731212616","0.0994543731212616","0.0994543731212616","","",""
"6975","0.10117065161466599","0.10117065161466599","0.10117065161466599","","",""
"6977","0.09967193752527237","0.09967193752527237","0.09967193752527237","","",""
"6978","0.1014917865395546","0.1014917865395546","0.1014917865395546","","",""
"6984","0.07210487127304077","0.07210487127304077","0.07210487127304077","","",""
"7867","","","","0.06400232017040253","0.06400232017040253","0.06400232017040253"
"7868","","","","0.08413223922252655","0.08413223922252655","0.08413223922252655"
"7870","","","","0.1542922705411911","0.1542922705411911","0.1542922705411911"
"7872","","","","0.1873592585325241","0.1873592585325241","0.1873592585325241"
"7877","","","","0.21207201480865479","0.21207201480865479","0.21207201480865479"
"7879","","","","0.21507953107357025","0.21507953107357025","0.21507953107357025"
"7881","","","","0.1882966309785843","0.1882966309785843","0.1882966309785843"
"7884","","","","0.18791630864143372","0.18791630864143372","0.18791630864143372"
"7885","","","","0.2024904191493988","0.2024904191493988","0.2024904191493988"
"7887","","","","0.1979628950357437","0.1979628950357437","0.1979628950357437"
"7888","","","","0.19853746891021729","0.19853746891021729","0.19853746891021729"
"7889","","","","0.19270583987236023","0.19270583987236023","0.19270583987236023"
"7891","","","","0.19502860307693481","0.19502860307693481","0.19502860307693481"
"7892","","","","0.19333428144454956","0.19333428144454956","0.19333428144454956"
"7895","","","","0.19207978248596191","0.19207978248596191","0.19207978248596191"
"7898","","","","0.18918642401695251","0.18918642401695251","0.18918642401695251"
"7899","","","","0.18766997754573822","0.18766997754573822","0.18766997754573822"
"7901","","","","0.18830269575119019","0.18830269575119019","0.18830269575119019"
"7902","","","","0.1800755262374878","0.1800755262374878","0.1800755262374878"
"7903","","","","0.16967302560806274","0.16967302560806274","0.16967302560806274"
"7905","","","","0.1611260175704956","0.1611260175704956","0.1611260175704956"
"7906","","","","0.15962833166122437","0.15962833166122437","0.15962833166122437"
"7911","","","","0.5085670948028564","0.5085670948028564","0.5085670948028564"
"7912","","","","0.623198390007019","0.623198390007019","0.623198390007019"
"7914","","","","0.48709338903427124","0.48709338903427124","0.48709338903427124"
"7915","","","","0.40107178688049316","0.40107178688049316","0.40107178688049316"
"7916","","","","0.3545033633708954","0.3545033633708954","0.3545033633708954"
"7917","","","","0.2709990441799164","0.2709990441799164","0.2709990441799164"
"7920","","","","0.1847514659166336","0.1847514659166336","0.1847514659166336"
"7921","","","","0.1766103059053421","0.1766103059053421","0.1766103059053421"
"7925","","","","0.15440893173217773","0.15440893173217773","0.15440893173217773"
"7926","","","","0.15216723084449768","0.15216723084449768","0.15216723084449768"
"7927","","","","0.15808925032615662","0.15808925032615662","0.15808925032615662"
"7928","","","","0.14270469546318054","0.14270469546318054","0.14270469546318054"
"7929","","","","0.14679288864135742","0.14679288864135742","0.14679288864135742"
"7930","","","","0.1504620611667633","0.1504620611667633","0.1504620611667633"
"7931","","","","0.1396447867155075","0.1396447867155075","0.1396447867155075"
"7934","","","","0.13800287246704102","0.13800287246704102","0.13800287246704102"
"7936","","","","0.1443367898464203","0.1443367898464203","0.1443367898464203"
"7937","","","","0.1428278088569641","0.1428278088569641","0.1428278088569641"
"7942","0.07435878366231918","0.07435878366231918","0.07435878366231918","0.13944779336452484","0.13944779336452484","0.13944779336452484"
"7943","0.14724968373775482","0.14724968373775482","0.14724968373775482","0.15459419786930084","0.15459419786930084","0.15459419786930084"
"7944","0.09230183064937592","0.09230183064937592","0.09230183064937592","0.14054611325263977","0.14054611325263977","0.14054611325263977"
"7945","0.0806378424167633","0.0806378424167633","0.0806378424167633","0.11901328712701797","0.11901328712701797","0.11901328712701797"
"7947","","","","0.13958920538425446","0.13958920538425446","0.13958920538425446"
"7948","0.06570987403392792","0.06570987403392792","0.06570987403392792","0.4854010045528412","0.4854010045528412","0.4854010045528412"
"7949","0.06178031116724014","0.06178031116724014","0.06178031116724014","0.5731359720230103","0.5731359720230103","0.5731359720230103"
"7950","","","","0.9548584222793579","0.9548584222793579","0.9548584222793579"
"7951","","","","0.9124900698661804","0.9124900698661804","0.9124900698661804"
"7953","0.054618898779153824","0.054618898779153824","0.054618898779153824","","",""
"7954","0.061330001801252365","0.061330001801252365","0.061330001801252365","","",""
"7955","0.05236997455358505","0.05236997455358505","0.05236997455358505","","",""
