epoch,step,train_loss
0,3,0.13898034393787384
1,7,0.06731535494327545
2,11,0.04741718992590904
3,15,0.03670655936002731
4,19,0.021099813282489777
5,23,0.013005898334085941
6,27,0.008688892237842083
7,31,0.006747064646333456
8,35,0.008028826676309109
9,39,0.007459529675543308
10,43,0.006728766951709986
11,47,0.005728448275476694
12,51,0.005426087416708469
13,55,0.005205046851187944
14,59,0.005063685588538647
15,63,0.004917161073535681
16,67,0.004860409535467625
17,71,0.004827756900340319
18,75,0.004771793261170387
19,79,0.004742363002151251
20,83,0.00470518646761775
21,87,0.004697899334132671
22,91,0.004691168665885925
23,95,0.004694055765867233
24,99,0.004691280424594879
25,103,0.004691754467785358
26,107,0.004688011948019266
27,111,0.004688368644565344
28,115,0.004683762323111296
29,119,0.004684195388108492
30,123,0.004685232415795326
31,127,0.004683059174567461
32,131,0.00468209246173501
33,135,0.004681751132011414
34,139,0.004680275917053223
35,143,0.0046798354014754295
36,147,0.004679080098867416
37,151,0.004678865894675255
38,155,0.004678232129663229
39,159,0.004678412340581417
40,163,0.0046791513450443745
41,167,0.004677862394601107
42,171,0.004677281249314547
43,175,0.004676353186368942
44,179,0.004676085896790028
45,183,0.004677759017795324
46,187,0.004678969271481037
47,191,0.004675629548728466
48,195,0.004676089156419039
49,199,0.00467503909021616
