"Step","train_75_AR5 - train_loss_step","train_75_AR5 - train_loss_step__MIN","train_75_AR5 - train_loss_step__MAX","train_75 - train_loss_step","train_75 - train_loss_step__MIN","train_75 - train_loss_step__MAX"
"767","0.001798722194507718","0.001798722194507718","0.001798722194507718","0.00002286502785864286","0.00002286502785864286","0.00002286502785864286"
"793","0.0017450687009841204","0.0017450687009841204","0.0017450687009841204","0.00003268697764724493","0.00003268697764724493","0.00003268697764724493"
"811","0.0024927661288529634","0.0024927661288529634","0.0024927661288529634","0.00002265135117340833","0.00002265135117340833","0.00002265135117340833"
"926","0.0012704537948593497","0.0012704537948593497","0.0012704537948593497","0.000028265312721487135","0.000028265312721487135","0.000028265312721487135"
"952","0.004889186006039381","0.004889186006039381","0.004889186006039381","0.000025512930733384565","0.000025512930733384565","0.000025512930733384565"
"969","0.002625390188768506","0.002625390188768506","0.002625390188768506","0.0000224968753173016","0.0000224968753173016","0.0000224968753173016"
"1002","0.00329409702681005","0.00329409702681005","0.00329409702681005","0.000012925143892061897","0.000012925143892061897","0.000012925143892061897"
"1025","0.0023654785472899675","0.0023654785472899675","0.0023654785472899675","0.00001816847907321062","0.00001816847907321062","0.00001816847907321062"
"1054","0.0017515696818009019","0.0017515696818009019","0.0017515696818009019","0.0000274580015684478","0.0000274580015684478","0.0000274580015684478"
"1071","0.0021007549948990345","0.0021007549948990345","0.0021007549948990345","0.00004356642966740765","0.00004356642966740765","0.00004356642966740765"
"1079","0.001752421259880066","0.001752421259880066","0.001752421259880066","0.000024702974769752473","0.000024702974769752473","0.000024702974769752473"
"1117","0.0013623930281028152","0.0013623930281028152","0.0013623930281028152","0.000011284877473372035","0.000011284877473372035","0.000011284877473372035"
"1133","0.0037234777119010687","0.0037234777119010687","0.0037234777119010687","0.000012059350410709158","0.000012059350410709158","0.000012059350410709158"
"1135","0.00405332213267684","0.00405332213267684","0.00405332213267684","0.000010895555533352308","0.000010895555533352308","0.000010895555533352308"
"1169","0.002499764785170555","0.002499764785170555","0.002499764785170555","0.000041953418985940516","0.000041953418985940516","0.000041953418985940516"
"1172","0.0023225999902933836","0.0023225999902933836","0.0023225999902933836","0.000026813071599463","0.000026813071599463","0.000026813071599463"
"1221","0.0020730458199977875","0.0020730458199977875","0.0020730458199977875","0.000016950602002907544","0.000016950602002907544","0.000016950602002907544"
"1237","0.0015132324770092964","0.0015132324770092964","0.0015132324770092964","0.00002051521369139664","0.00002051521369139664","0.00002051521369139664"
"1243","0.0016136870253831148","0.0016136870253831148","0.0016136870253831148","0.000022929076294531114","0.000022929076294531114","0.000022929076294531114"
"1257","0.0032003410160541534","0.0032003410160541534","0.0032003410160541534","0.00002974905146402307","0.00002974905146402307","0.00002974905146402307"
"1273","0.0015722574898973107","0.0015722574898973107","0.0015722574898973107","0.000020279980162740685","0.000020279980162740685","0.000020279980162740685"
"1356","0.0036148217041045427","0.0036148217041045427","0.0036148217041045427","0.000011939627256651875","0.000011939627256651875","0.000011939627256651875"
"1371","0.0016583086689934134","0.0016583086689934134","0.0016583086689934134","0.00000840266602608608","0.00000840266602608608","0.00000840266602608608"
"1433","0.0026354033034294844","0.0026354033034294844","0.0026354033034294844","0.0000290166208287701","0.0000290166208287701","0.0000290166208287701"
"1451","0.0008840918890200555","0.0008840918890200555","0.0008840918890200555","0.000016684400179656222","0.000016684400179656222","0.000016684400179656222"
"1452","0.0014009958831593394","0.0014009958831593394","0.0014009958831593394","0.000015165589502430521","0.000015165589502430521","0.000015165589502430521"
"1453","0.0018507946515455842","0.0018507946515455842","0.0018507946515455842","0.000010847425073734485","0.000010847425073734485","0.000010847425073734485"
"1475","0.001928081619553268","0.001928081619553268","0.001928081619553268","0.000008134941708703991","0.000008134941708703991","0.000008134941708703991"
"1506","0.0009873565286397934","0.0009873565286397934","0.0009873565286397934","0.00003644583193818107","0.00003644583193818107","0.00003644583193818107"
"1536","0.002569331554695964","0.002569331554695964","0.002569331554695964","0.000012923388567287475","0.000012923388567287475","0.000012923388567287475"
"1581","0.0022464946378022432","0.0022464946378022432","0.0022464946378022432","0.000019223640265408903","0.000019223640265408903","0.000019223640265408903"
"1603","0.0006972769042477012","0.0006972769042477012","0.0006972769042477012","0.00000918542173167225","0.00000918542173167225","0.00000918542173167225"
"1691","0.000821585941594094","0.000821585941594094","0.000821585941594094","0.000021230714992270805","0.000021230714992270805","0.000021230714992270805"
"1723","0.0013780671870335937","0.0013780671870335937","0.0013780671870335937","0.00002544947710703127","0.00002544947710703127","0.00002544947710703127"
"1746","0.001520488760434091","0.001520488760434091","0.001520488760434091","0.000018845326849259436","0.000018845326849259436","0.000018845326849259436"
"1778","0.0010803856421262026","0.0010803856421262026","0.0010803856421262026","0.00003242209641030058","0.00003242209641030058","0.00003242209641030058"
"1787","0.0025287733878940344","0.0025287733878940344","0.0025287733878940344","0.000018555267160991207","0.000018555267160991207","0.000018555267160991207"
"1797","0.0009160673362202942","0.0009160673362202942","0.0009160673362202942","0.000009679360118752811","0.000009679360118752811","0.000009679360118752811"
"1826","0.003947502467781305","0.003947502467781305","0.003947502467781305","0.000013198478882259224","0.000013198478882259224","0.000013198478882259224"
"1837","0.002352988114580512","0.002352988114580512","0.002352988114580512","0.000021381732949521393","0.000021381732949521393","0.000021381732949521393"
"1838","0.002279731910675764","0.002279731910675764","0.002279731910675764","0.000020012821551063098","0.000020012821551063098","0.000020012821551063098"
"2036","0.0005384536343626678","0.0005384536343626678","0.0005384536343626678","0.00002568067611719016","0.00002568067611719016","0.00002568067611719016"
"2047","0.0010813279077410698","0.0010813279077410698","0.0010813279077410698","0.000009060577212949283","0.000009060577212949283","0.000009060577212949283"
"2117","0.0033631406258791685","0.0033631406258791685","0.0033631406258791685","0.000008133436494972557","0.000008133436494972557","0.000008133436494972557"
"2131","0.0010573351755738258","0.0010573351755738258","0.0010573351755738258","0.000031224379199557006","0.000031224379199557006","0.000031224379199557006"
"2137","0.0014199322322383523","0.0014199322322383523","0.0014199322322383523","0.000035062483220826834","0.000035062483220826834","0.000035062483220826834"
"2152","0.0009089185041375458","0.0009089185041375458","0.0009089185041375458","0.000041342991607962176","0.000041342991607962176","0.000041342991607962176"
"2208","0.000892688927706331","0.000892688927706331","0.000892688927706331","0.00003204114909749478","0.00003204114909749478","0.00003204114909749478"
"2255","0.0006474802503362298","0.0006474802503362298","0.0006474802503362298","0.000009941803000401706","0.000009941803000401706","0.000009941803000401706"
"2290","0.0007878266624175012","0.0007878266624175012","0.0007878266624175012","0.000013344025319383945","0.000013344025319383945","0.000013344025319383945"
"2292","0.0015354246133938432","0.0015354246133938432","0.0015354246133938432","0.000008657812031742651","0.000008657812031742651","0.000008657812031742651"
"2386","0.0006970720132812858","0.0006970720132812858","0.0006970720132812858","0.00004126736894249916","0.00004126736894249916","0.00004126736894249916"
"2398","0.0011433467734605074","0.0011433467734605074","0.0011433467734605074","0.00002244041934318375","0.00002244041934318375","0.00002244041934318375"
"2405","0.0009893233655020595","0.0009893233655020595","0.0009893233655020595","0.000013290602510096505","0.000013290602510096505","0.000013290602510096505"
"2455","0.0010763666359707713","0.0010763666359707713","0.0010763666359707713","0.000003975890649599023","0.000003975890649599023","0.000003975890649599023"
"2481","0.000886233348865062","0.000886233348865062","0.000886233348865062","0.000040044418710749596","0.000040044418710749596","0.000040044418710749596"
"2522","0.0008059002575464547","0.0008059002575464547","0.0008059002575464547","0.00001622689887881279","0.00001622689887881279","0.00001622689887881279"
"2525","0.0011902389815077186","0.0011902389815077186","0.0011902389815077186","0.000004129390617890749","0.000004129390617890749","0.000004129390617890749"
"2531","0.000892670068424195","0.000892670068424195","0.000892670068424195","0.00001616255394765176","0.00001616255394765176","0.00001616255394765176"
"2636","0.0015962707111611962","0.0015962707111611962","0.0015962707111611962","0.000014760241356270853","0.000014760241356270853","0.000014760241356270853"
"2645","0.001999984262511134","0.001999984262511134","0.001999984262511134","0.000016372006939491257","0.000016372006939491257","0.000016372006939491257"
"2652","0.0007954267784953117","0.0007954267784953117","0.0007954267784953117","0.000015164074284257367","0.000015164074284257367","0.000015164074284257367"
"2765","0.000876166857779026","0.000876166857779026","0.000876166857779026","0.00001714443351374939","0.00001714443351374939","0.00001714443351374939"
"2775","0.0010534486500546336","0.0010534486500546336","0.0010534486500546336","0.000012869058082287665","0.000012869058082287665","0.000012869058082287665"
"2810","0.001129309879615903","0.001129309879615903","0.001129309879615903","0.00002589268478914164","0.00002589268478914164","0.00002589268478914164"
"2835","0.0007804622291587293","0.0007804622291587293","0.0007804622291587293","0.000022657057343167253","0.000022657057343167253","0.000022657057343167253"
"2855","0.000415510410675779","0.000415510410675779","0.000415510410675779","0.00001440148480469361","0.00001440148480469361","0.00001440148480469361"
"2924","0.001064494252204895","0.001064494252204895","0.001064494252204895","0.000009345501894131303","0.000009345501894131303","0.000009345501894131303"
"2977","0.0012663786765187979","0.0012663786765187979","0.0012663786765187979","0.000017031792594934814","0.000017031792594934814","0.000017031792594934814"
"3014","0.0008703825296834111","0.0008703825296834111","0.0008703825296834111","0.000004087383786099963","0.000004087383786099963","0.000004087383786099963"
"3061","0.0019263960421085358","0.0019263960421085358","0.0019263960421085358","0.000006984579158597626","0.000006984579158597626","0.000006984579158597626"
"3078","0.0005382443778216839","0.0005382443778216839","0.0005382443778216839","0.00000686215116729727","0.00000686215116729727","0.00000686215116729727"
"3171","0.0015868665650486946","0.0015868665650486946","0.0015868665650486946","0.000015507570424233563","0.000015507570424233563","0.000015507570424233563"
"3176","0.0009573744609951973","0.0009573744609951973","0.0009573744609951973","0.000014657226529379841","0.000014657226529379841","0.000014657226529379841"
"3194","0.0005253984127193689","0.0005253984127193689","0.0005253984127193689","0.000007496350008295849","0.000007496350008295849","0.000007496350008295849"
"3199","0.0003210360009688884","0.0003210360009688884","0.0003210360009688884","0.000011509930118336342","0.000011509930118336342","0.000011509930118336342"
"3227","0.0006375910597853363","0.0006375910597853363","0.0006375910597853363","0.000010273958650941495","0.000010273958650941495","0.000010273958650941495"
"3266","0.0005903535638935864","0.0005903535638935864","0.0005903535638935864","0.000025982892111642286","0.000025982892111642286","0.000025982892111642286"
"3270","0.00046647991985082626","0.00046647991985082626","0.00046647991985082626","0.000037618410715367645","0.000037618410715367645","0.000037618410715367645"
"3376","0.0014694922138005495","0.0014694922138005495","0.0014694922138005495","0.00000956113581196405","0.00000956113581196405","0.00000956113581196405"
"3409","0.0008985351887531579","0.0008985351887531579","0.0008985351887531579","0.00002075581687677186","0.00002075581687677186","0.00002075581687677186"
"3444","0.00039610054227523506","0.00039610054227523506","0.00039610054227523506","0.000012277892892598175","0.000012277892892598175","0.000012277892892598175"
"3475","0.000514223997015506","0.000514223997015506","0.000514223997015506","0.000016841864635352977","0.000016841864635352977","0.000016841864635352977"
"3520","0.0004532081657089293","0.0004532081657089293","0.0004532081657089293","0.000010923626177827828","0.000010923626177827828","0.000010923626177827828"
"3547","0.00035142057458870113","0.00035142057458870113","0.00035142057458870113","0.00002776557084871456","0.00002776557084871456","0.00002776557084871456"
"3631","0.0008287059026770294","0.0008287059026770294","0.0008287059026770294","0.00000395877577830106","0.00000395877577830106","0.00000395877577830106"
"3666","0.0008000913076102734","0.0008000913076102734","0.0008000913076102734","0.000010934763849945739","0.000010934763849945739","0.000010934763849945739"
"3698","0.0004478390037547797","0.0004478390037547797","0.0004478390037547797","0.000023375961973215453","0.000023375961973215453","0.000023375961973215453"
"3705","0.0006330102914944291","0.0006330102914944291","0.0006330102914944291","0.000005170472832105588","0.000005170472832105588","0.000005170472832105588"
"3713","0.0005278493626974523","0.0005278493626974523","0.0005278493626974523","0.000004542510396277066","0.000004542510396277066","0.000004542510396277066"
"3759","0.0008506689337082207","0.0008506689337082207","0.0008506689337082207","0.000021848825781489722","0.000021848825781489722","0.000021848825781489722"
"3776","0.0004615955986082554","0.0004615955986082554","0.0004615955986082554","0.000011152492334076669","0.000011152492334076669","0.000011152492334076669"
"3843","0.0011453012702986598","0.0011453012702986598","0.0011453012702986598","0.000014607951015932485","0.000014607951015932485","0.000014607951015932485"
"3861","0.0005870602908544242","0.0005870602908544242","0.0005870602908544242","0.000005594006324827205","0.000005594006324827205","0.000005594006324827205"
"3995","0.0005249223904684186","0.0005249223904684186","0.0005249223904684186","0.00000892214029590832","0.00000892214029590832","0.00000892214029590832"
"4004","0.0010384133784100413","0.0010384133784100413","0.0010384133784100413","0.00000613892734691035","0.00000613892734691035","0.00000613892734691035"
"4037","0.0012893697712570429","0.0012893697712570429","0.0012893697712570429","0.00000513829900228302","0.00000513829900228302","0.00000513829900228302"
"4058","0.001772467396222055","0.001772467396222055","0.001772467396222055","0.000014786430256208405","0.000014786430256208405","0.000014786430256208405"
"4072","0.0005390210426412523","0.0005390210426412523","0.0005390210426412523","0.000011550140698091127","0.000011550140698091127","0.000011550140698091127"
"4079","0.00044381944462656975","0.00044381944462656975","0.00044381944462656975","0.0000040669624468137044","0.0000040669624468137044","0.0000040669624468137044"
"4088","0.0020866449922323227","0.0020866449922323227","0.0020866449922323227","0.000004845449439017102","0.000004845449439017102","0.000004845449439017102"
"4093","0.0014989282935857773","0.0014989282935857773","0.0014989282935857773","0.000004803495357919019","0.000004803495357919019","0.000004803495357919019"
"4122","0.0005584858590736985","0.0005584858590736985","0.0005584858590736985","0.000014601329894503579","0.000014601329894503579","0.000014601329894503579"
"4217","0.0006350557669065893","0.0006350557669065893","0.0006350557669065893","0.000014239620213629678","0.000014239620213629678","0.000014239620213629678"
"4233","0.0008349542622454464","0.0008349542622454464","0.0008349542622454464","0.000010601431313261855","0.000010601431313261855","0.000010601431313261855"
"4302","0.002383786952123046","0.002383786952123046","0.002383786952123046","0.00001027025246003177","0.00001027025246003177","0.00001027025246003177"
"4363","0.0004875744634773582","0.0004875744634773582","0.0004875744634773582","0.000007991726306499913","0.000007991726306499913","0.000007991726306499913"
"4364","0.0007899324409663677","0.0007899324409663677","0.0007899324409663677","0.00001429033545718994","0.00001429033545718994","0.00001429033545718994"
"4376","0.000462002499261871","0.000462002499261871","0.000462002499261871","0.000008713317583897151","0.000008713317583897151","0.000008713317583897151"
"4414","0.0004368297813925892","0.0004368297813925892","0.0004368297813925892","0.000013700112504011486","0.000013700112504011486","0.000013700112504011486"
"4482","0.00030235626036301255","0.00030235626036301255","0.00030235626036301255","0.000017008132999762893","0.000017008132999762893","0.000017008132999762893"
"4570","0.0004820862377528101","0.0004820862377528101","0.0004820862377528101","0.000006412234142771922","0.000006412234142771922","0.000006412234142771922"
"4603","0.00029070404707454145","0.00029070404707454145","0.00029070404707454145","0.00001607964441063814","0.00001607964441063814","0.00001607964441063814"
"4621","0.0005008398438803852","0.0005008398438803852","0.0005008398438803852","0.000011911130059161223","0.000011911130059161223","0.000011911130059161223"
"4625","0.0006722509278915823","0.0006722509278915823","0.0006722509278915823","0.000007179049589467468","0.000007179049589467468","0.000007179049589467468"
"4626","0.0007361517637036741","0.0007361517637036741","0.0007361517637036741","0.000004676032858696999","0.000004676032858696999","0.000004676032858696999"
"4654","0.0008966809255070984","0.0008966809255070984","0.0008966809255070984","0.000012742185390379746","0.000012742185390379746","0.000012742185390379746"
"4688","0.000470887403935194","0.000470887403935194","0.000470887403935194","0.00000804253613750916","0.00000804253613750916","0.00000804253613750916"
"4690","0.0005718621541745961","0.0005718621541745961","0.0005718621541745961","0.000005442952897283249","0.000005442952897283249","0.000005442952897283249"
"4728","0.000804854033049196","0.000804854033049196","0.000804854033049196","0.000011070032996940427","0.000011070032996940427","0.000011070032996940427"
"4810","0.0005615522968582809","0.0005615522968582809","0.0005615522968582809","0.0000050384610403853","0.0000050384610403853","0.0000050384610403853"
"4849","0.00048796666669659317","0.00048796666669659317","0.00048796666669659317","0.0000314441422233358","0.0000314441422233358","0.0000314441422233358"
"4852","0.0006313036428764462","0.0006313036428764462","0.0006313036428764462","0.000016536305338377133","0.000016536305338377133","0.000016536305338377133"
"4867","0.0003619434719439596","0.0003619434719439596","0.0003619434719439596","0.0000076119054028822575","0.0000076119054028822575","0.0000076119054028822575"
"4873","0.00020708753436338156","0.00020708753436338156","0.00020708753436338156","0.00000422072389483219","0.00000422072389483219","0.00000422072389483219"
"5091","0.0005055361543782055","0.0005055361543782055","0.0005055361543782055","0.0000073604351200629026","0.0000073604351200629026","0.0000073604351200629026"
"5136","0.0006064935005269945","0.0006064935005269945","0.0006064935005269945","0.0000031782972200744553","0.0000031782972200744553","0.0000031782972200744553"
"5236","0.0006000734865665436","0.0006000734865665436","0.0006000734865665436","0.000006103893610998057","0.000006103893610998057","0.000006103893610998057"
"5239","0.0005953027284704149","0.0005953027284704149","0.0005953027284704149","0.000008863022230798379","0.000008863022230798379","0.000008863022230798379"
"5242","0.0005949089536443353","0.0005949089536443353","0.0005949089536443353","0.000007291871952475049","0.000007291871952475049","0.000007291871952475049"
"5277","0.0004910132265649736","0.0004910132265649736","0.0004910132265649736","0.000006651101102761459","0.000006651101102761459","0.000006651101102761459"
"5341","0.0005607666680589318","0.0005607666680589318","0.0005607666680589318","0.000010964686225634068","0.000010964686225634068","0.000010964686225634068"
"5365","0.0005233013071119785","0.0005233013071119785","0.0005233013071119785","0.000014067885786062106","0.000014067885786062106","0.000014067885786062106"
"5369","0.0006599320913664997","0.0006599320913664997","0.0006599320913664997","0.000020012044842587784","0.000020012044842587784","0.000020012044842587784"
"5419","0.0004526906704995781","0.0004526906704995781","0.0004526906704995781","0.0000071268373176280875","0.0000071268373176280875","0.0000071268373176280875"
"5449","0.00036911500501446426","0.00036911500501446426","0.00036911500501446426","0.00001064442767528817","0.00001064442767528817","0.00001064442767528817"
"5495","0.0006155426963232458","0.0006155426963232458","0.0006155426963232458","0.000011239812010899186","0.000011239812010899186","0.000011239812010899186"
"5528","0.0007381305913440883","0.0007381305913440883","0.0007381305913440883","0.000013864459106116556","0.000013864459106116556","0.000013864459106116556"
"5549","0.00144143623765558","0.00144143623765558","0.00144143623765558","0.0000029241850825201254","0.0000029241850825201254","0.0000029241850825201254"
"5561","0.0004441780911292881","0.0004441780911292881","0.0004441780911292881","0.000018293645553058013","0.000018293645553058013","0.000018293645553058013"
"5570","0.0006456433329731226","0.0006456433329731226","0.0006456433329731226","0.000013973078239359893","0.000013973078239359893","0.000013973078239359893"
"5589","0.0007035344024188817","0.0007035344024188817","0.0007035344024188817","0.000004484339569899021","0.000004484339569899021","0.000004484339569899021"
"5597","0.0007355607813224196","0.0007355607813224196","0.0007355607813224196","0.0000056076401051541325","0.0000056076401051541325","0.0000056076401051541325"
"5639","0.0011203926987946033","0.0011203926987946033","0.0011203926987946033","0.000005675733518728521","0.000005675733518728521","0.000005675733518728521"
"5684","0.0006642122752964497","0.0006642122752964497","0.0006642122752964497","0.000023418833734467626","0.000023418833734467626","0.000023418833734467626"
"5771","0.001035359688103199","0.001035359688103199","0.001035359688103199","0.000006381668754329439","0.000006381668754329439","0.000006381668754329439"
"5782","0.0008109951741062105","0.0008109951741062105","0.0008109951741062105","0.00001871265340014361","0.00001871265340014361","0.00001871265340014361"
"5794","0.0005681971670128405","0.0005681971670128405","0.0005681971670128405","0.000005346063062461326","0.000005346063062461326","0.000005346063062461326"
"5805","0.00028083098004572093","0.00028083098004572093","0.00028083098004572093","0.000004304376034269808","0.000004304376034269808","0.000004304376034269808"
"5862","","","","0.000009244735338143073","0.000009244735338143073","0.000009244735338143073"
"5960","0.0008548069163225591","0.0008548069163225591","0.0008548069163225591","","",""
"6013","0.0013359140139073133","0.0013359140139073133","0.0013359140139073133","0.0000051875622375519015","0.0000051875622375519015","0.0000051875622375519015"
"6068","0.00055056216660887","0.00055056216660887","0.00055056216660887","0.000006348672286549117","0.000006348672286549117","0.000006348672286549117"
"6072","0.0009779721731320024","0.0009779721731320024","0.0009779721731320024","0.000005255697942629922","0.000005255697942629922","0.000005255697942629922"
"6123","0.0005082249990664423","0.0005082249990664423","0.0005082249990664423","0.000011210863704036456","0.000011210863704036456","0.000011210863704036456"
"6236","0.0006450419896282256","0.0006450419896282256","0.0006450419896282256","0.000004162721779721323","0.000004162721779721323","0.000004162721779721323"
"6246","0.00037139843334443867","0.00037139843334443867","0.00037139843334443867","0.000004206340236123651","0.000004206340236123651","0.000004206340236123651"
"6255","0.0013807551003992558","0.0013807551003992558","0.0013807551003992558","0.000015375193470390514","0.000015375193470390514","0.000015375193470390514"
"6271","0.0006518185255117714","0.0006518185255117714","0.0006518185255117714","0.000006417079475795617","0.000006417079475795617","0.000006417079475795617"
"6306","0.0008975859964266419","0.0008975859964266419","0.0008975859964266419","0.000005796553523396142","0.000005796553523396142","0.000005796553523396142"
"6322","0.0009724945994094014","0.0009724945994094014","0.0009724945994094014","0.00000443580029241275","0.00000443580029241275","0.00000443580029241275"
"6386","0.0009641425567679107","0.0009641425567679107","0.0009641425567679107","0.000004790231287188362","0.000004790231287188362","0.000004790231287188362"
"6388","0.0006429125787690282","0.0006429125787690282","0.0006429125787690282","0.000009625527127354871","0.000009625527127354871","0.000009625527127354871"
"6424","0.0007641813135705888","0.0007641813135705888","0.0007641813135705888","0.0000020989295990148094","0.0000020989295990148094","0.0000020989295990148094"
"6495","0.0007122844108380377","0.0007122844108380377","0.0007122844108380377","0.0000046028176257095765","0.0000046028176257095765","0.0000046028176257095765"
"6520","0.00046965284855104983","0.00046965284855104983","0.00046965284855104983","0.00003740609827218577","0.00003740609827218577","0.00003740609827218577"
"6531","0.0004824305069632828","0.0004824305069632828","0.0004824305069632828","0.000014572261534340214","0.000014572261534340214","0.000014572261534340214"
"6596","0.0008630293305031955","0.0008630293305031955","0.0008630293305031955","0.000004350386006990448","0.000004350386006990448","0.000004350386006990448"
"6611","0.0003426622715778649","0.0003426622715778649","0.0003426622715778649","0.000005919123395869974","0.000005919123395869974","0.000005919123395869974"
"6617","0.0004216931411065161","0.0004216931411065161","0.0004216931411065161","0.000007926689249870833","0.000007926689249870833","0.000007926689249870833"
"6633","0.0004967842833139002","0.0004967842833139002","0.0004967842833139002","0.000031276016670744866","0.000031276016670744866","0.000031276016670744866"
"6656","0.0006576296873390675","0.0006576296873390675","0.0006576296873390675","0.000005347059413907118","0.000005347059413907118","0.000005347059413907118"
"6739","0.00043299366370774806","0.00043299366370774806","0.00043299366370774806","0.000018229731722385623","0.000018229731722385623","0.000018229731722385623"
"6746","0.0003887526399921626","0.0003887526399921626","0.0003887526399921626","0.000009213345038006082","0.000009213345038006082","0.000009213345038006082"
"6754","0.0004628174938261509","0.0004628174938261509","0.0004628174938261509","0.00000467155496153282","0.00000467155496153282","0.00000467155496153282"
"6783","0.0009680930525064468","0.0009680930525064468","0.0009680930525064468","0.000004833126695302781","0.000004833126695302781","0.000004833126695302781"
"6833","0.0007279969868250191","0.0007279969868250191","0.0007279969868250191","0.000003871193712257082","0.000003871193712257082","0.000003871193712257082"
"6851","0.00040135812014341354","0.00040135812014341354","0.00040135812014341354","0.000007122433544282103","0.000007122433544282103","0.000007122433544282103"
"6902","0.0013714845990762115","0.0013714845990762115","0.0013714845990762115","0.000010742760423454456","0.000010742760423454456","0.000010742760423454456"
"6943","0.00023986553424037993","0.00023986553424037993","0.00023986553424037993","0.000017704507627058774","0.000017704507627058774","0.000017704507627058774"
"6972","0.0005055724759586155","0.0005055724759586155","0.0005055724759586155","0.000011360256394254975","0.000011360256394254975","0.000011360256394254975"
"6975","0.0006079194135963917","0.0006079194135963917","0.0006079194135963917","0.000007590019777126145","0.000007590019777126145","0.000007590019777126145"
"6994","0.0004905893583782017","0.0004905893583782017","0.0004905893583782017","0.000007076918336679228","0.000007076918336679228","0.000007076918336679228"
"7062","0.0002779609931167215","0.0002779609931167215","0.0002779609931167215","0.000010904926966759376","0.000010904926966759376","0.000010904926966759376"
"7081","0.00046127382665872574","0.00046127382665872574","0.00046127382665872574","0.000009841856808634475","0.000009841856808634475","0.000009841856808634475"
"7127","0.0002964001032523811","0.0002964001032523811","0.0002964001032523811","0.000012582428098539822","0.000012582428098539822","0.000012582428098539822"
"7272","0.00045925937592983246","0.00045925937592983246","0.00045925937592983246","0.000003975384061050136","0.000003975384061050136","0.000003975384061050136"
"7303","0.0005219809827394783","0.0005219809827394783","0.0005219809827394783","0.000007532053132308647","0.000007532053132308647","0.000007532053132308647"
"7376","0.0002656263823155314","0.0002656263823155314","0.0002656263823155314","0.0000032848977298272075","0.0000032848977298272075","0.0000032848977298272075"
"7411","0.0004375309217721224","0.0004375309217721224","0.0004375309217721224","0.000007058026312734","0.000007058026312734","0.000007058026312734"
"7511","0.0006565438816323876","0.0006565438816323876","0.0006565438816323876","0.000010986270353896543","0.000010986270353896543","0.000010986270353896543"
"7574","0.00022099025954958051","0.00022099025954958051","0.00022099025954958051","0.00000401887245971011","0.00000401887245971011","0.00000401887245971011"
"7598","0.0005166418268345296","0.0005166418268345296","0.0005166418268345296","0.000010613332960929256","0.000010613332960929256","0.000010613332960929256"
"7600","0.00035165829467587173","0.00035165829467587173","0.00035165829467587173","0.000007401292805297999","0.000007401292805297999","0.000007401292805297999"
"7656","0.0007335189147852361","0.0007335189147852361","0.0007335189147852361","0.000011067855666624382","0.000011067855666624382","0.000011067855666624382"
