"Step","train_75_AR5 - val_mean_loss_step","train_75_AR5 - val_mean_loss_step__MIN","train_75_AR5 - val_mean_loss_step__MAX","train_75 - val_mean_loss_step","train_75 - val_mean_loss_step__MIN","train_75 - val_mean_loss_step__MAX"
"1962","0.009224854409694672","0.009224854409694672","0.009224854409694672","","",""
"1963","","","","0.005129402503371239","0.005129402503371239","0.005129402503371239"
"1964","0.008530857972800732","0.008530857972800732","0.008530857972800732","0.004704473074525595","0.004704473074525595","0.004704473074525595"
"1965","0.008544777520000935","0.008544777520000935","0.008544777520000935","0.0050025824457407","0.0050025824457407","0.0050025824457407"
"1966","","","","0.004770148545503616","0.004770148545503616","0.004770148545503616"
"1967","0.008866838179528713","0.008866838179528713","0.008866838179528713","0.004664540756493807","0.004664540756493807","0.004664540756493807"
"1968","","","","0.004858858417719603","0.004858858417719603","0.004858858417719603"
"1969","","","","0.004853151738643646","0.004853151738643646","0.004853151738643646"
"1970","0.014902705326676369","0.014902705326676369","0.014902705326676369","0.004615125712007284","0.004615125712007284","0.004615125712007284"
"1971","0.015864646062254906","0.015864646062254906","0.015864646062254906","0.004661272279918194","0.004661272279918194","0.004661272279918194"
"1972","0.014855953864753246","0.014855953864753246","0.014855953864753246","","",""
"1973","","","","0.004526063799858093","0.004526063799858093","0.004526063799858093"
"1974","","","","0.004906357266008854","0.004906357266008854","0.004906357266008854"
"1976","","","","0.004920924548059702","0.004920924548059702","0.004920924548059702"
"1979","","","","0.006852348335087299","0.006852348335087299","0.006852348335087299"
"1980","","","","0.008342397399246693","0.008342397399246693","0.008342397399246693"
"1981","","","","0.006229904014617205","0.006229904014617205","0.006229904014617205"
"3869","0.00550640095025301","0.00550640095025301","0.00550640095025301","","",""
"3870","0.004602384753525257","0.004602384753525257","0.004602384753525257","","",""
"3871","0.004862036090344191","0.004862036090344191","0.004862036090344191","","",""
"3872","0.00440381420776248","0.00440381420776248","0.00440381420776248","","",""
"3873","0.004240626469254494","0.004240626469254494","0.004240626469254494","","",""
"3874","0.0042566172778606415","0.0042566172778606415","0.0042566172778606415","","",""
"3875","0.0035755732096731663","0.0035755732096731663","0.0035755732096731663","","",""
"3877","0.0036950812209397554","0.0036950812209397554","0.0036950812209397554","","",""
"3878","0.0036109834909439087","0.0036109834909439087","0.0036109834909439087","","",""
"3880","0.0036964162718504667","0.0036964162718504667","0.0036964162718504667","","",""
"3881","0.0036512333899736404","0.0036512333899736404","0.0036512333899736404","","",""
"3882","0.003925062716007233","0.003925062716007233","0.003925062716007233","","",""
"3883","0.0037003718316555023","0.0037003718316555023","0.0037003718316555023","","",""
"3884","0.003726466791704297","0.003726466791704297","0.003726466791704297","","",""
"3885","0.003906781319528818","0.003906781319528818","0.003906781319528818","","",""
"3886","0.0036085264291614294","0.0036085264291614294","0.0036085264291614294","","",""
"3887","0.00391910457983613","0.00391910457983613","0.00391910457983613","0.01630493998527527","0.01630493998527527","0.01630493998527527"
"3888","0.0038079966325312853","0.0038079966325312853","0.0038079966325312853","0.015776783227920532","0.015776783227920532","0.015776783227920532"
"3889","0.0036516343243420124","0.0036516343243420124","0.0036516343243420124","0.016038639470934868","0.016038639470934868","0.016038639470934868"
"3890","","","","0.01674482226371765","0.01674482226371765","0.01674482226371765"
"3891","0.003975509200245142","0.003975509200245142","0.003975509200245142","0.015345850959420204","0.015345850959420204","0.015345850959420204"
"3892","0.0036271538119763136","0.0036271538119763136","0.0036271538119763136","0.0154302092269063","0.0154302092269063","0.0154302092269063"
"3893","0.003945876844227314","0.003945876844227314","0.003945876844227314","0.015052965842187405","0.015052965842187405","0.015052965842187405"
"3895","0.003672922495752573","0.003672922495752573","0.003672922495752573","0.016093725338578224","0.016093725338578224","0.016093725338578224"
"3896","0.00419087428599596","0.00419087428599596","0.00419087428599596","0.016587400808930397","0.016587400808930397","0.016587400808930397"
"3898","0.004078767728060484","0.004078767728060484","0.004078767728060484","0.01686790958046913","0.01686790958046913","0.01686790958046913"
"3899","","","","0.016068099066615105","0.016068099066615105","0.016068099066615105"
"3900","0.0039475164376199245","0.0039475164376199245","0.0039475164376199245","0.01704845204949379","0.01704845204949379","0.01704845204949379"
"3901","0.004514852073043585","0.004514852073043585","0.004514852073043585","0.0160994715988636","0.0160994715988636","0.0160994715988636"
"3902","0.0042976997792720795","0.0042976997792720795","0.0042976997792720795","0.016014231368899345","0.016014231368899345","0.016014231368899345"
"3903","","","","0.01638643816113472","0.01638643816113472","0.01638643816113472"
"3904","","","","0.015256834216415882","0.015256834216415882","0.015256834216415882"
"3905","0.005014955531805754","0.005014955531805754","0.005014955531805754","0.01642230711877346","0.01642230711877346","0.01642230711877346"
"3906","","","","0.015734616667032242","0.015734616667032242","0.015734616667032242"
"3907","0.0049981772899627686","0.0049981772899627686","0.0049981772899627686","0.015133178792893887","0.015133178792893887","0.015133178792893887"
"3909","0.003765992121770978","0.003765992121770978","0.003765992121770978","0.01602846011519432","0.01602846011519432","0.01602846011519432"
"3910","","","","0.015309259295463562","0.015309259295463562","0.015309259295463562"
"3911","0.004262881353497505","0.004262881353497505","0.004262881353497505","0.015829099342226982","0.015829099342226982","0.015829099342226982"
"3912","0.005430932622402906","0.005430932622402906","0.005430932622402906","","",""
"3913","","","","0.015590468421578407","0.015590468421578407","0.015590468421578407"
"3914","","","","0.016152281314134598","0.016152281314134598","0.016152281314134598"
"3916","","","","0.015737129375338554","0.015737129375338554","0.015737129375338554"
"3918","0.009971457533538342","0.009971457533538342","0.009971457533538342","0.015538671985268593","0.015538671985268593","0.015538671985268593"
"3919","0.00845352653414011","0.00845352653414011","0.00845352653414011","0.016218608245253563","0.016218608245253563","0.016218608245253563"
"3920","0.0066395835019648075","0.0066395835019648075","0.0066395835019648075","0.01623711548745632","0.01623711548745632","0.01623711548745632"
"3922","0.005348225124180317","0.005348225124180317","0.005348225124180317","","",""
"3923","0.0053979093208909035","0.0053979093208909035","0.0053979093208909035","0.015650002285838127","0.015650002285838127","0.015650002285838127"
"3925","","","","0.015816694125533104","0.015816694125533104","0.015816694125533104"
"3926","0.005003235302865505","0.005003235302865505","0.005003235302865505","","",""
"3927","0.004709614906460047","0.004709614906460047","0.004709614906460047","0.015191110782325268","0.015191110782325268","0.015191110782325268"
"3929","0.004697220399975777","0.004697220399975777","0.004697220399975777","0.011758468113839626","0.011758468113839626","0.011758468113839626"
"3930","0.004466962069272995","0.004466962069272995","0.004466962069272995","0.013577209785580635","0.013577209785580635","0.013577209785580635"
"3932","0.004590215627104044","0.004590215627104044","0.004590215627104044","","",""
"3933","0.004336419980973005","0.004336419980973005","0.004336419980973005","","",""
"3934","0.0043070497922599316","0.0043070497922599316","0.0043070497922599316","","",""
"3936","0.004218240734189749","0.004218240734189749","0.004218240734189749","0.03280094265937805","0.03280094265937805","0.03280094265937805"
"3937","0.004454224836081266","0.004454224836081266","0.004454224836081266","0.03309072181582451","0.03309072181582451","0.03309072181582451"
"3938","0.004264214541763067","0.004264214541763067","0.004264214541763067","0.028777871280908585","0.028777871280908585","0.028777871280908585"
"3940","0.004357741214334965","0.004357741214334965","0.004357741214334965","0.02515118382871151","0.02515118382871151","0.02515118382871151"
"3941","0.00413952162489295","0.00413952162489295","0.00413952162489295","0.022087885066866875","0.022087885066866875","0.022087885066866875"
"3942","0.003978427033871412","0.003978427033871412","0.003978427033871412","","",""
"3943","0.004105679225176573","0.004105679225176573","0.004105679225176573","","",""
"3944","0.0038794686552137136","0.0038794686552137136","0.0038794686552137136","0.01956169493496418","0.01956169493496418","0.01956169493496418"
"3945","","","","0.019789734855294228","0.019789734855294228","0.019789734855294228"
"3946","0.004175936337560415","0.004175936337560415","0.004175936337560415","","",""
"3947","0.0038742234464734793","0.0038742234464734793","0.0038742234464734793","0.01907380297780037","0.01907380297780037","0.01907380297780037"
"3948","0.004043255932629108","0.004043255932629108","0.004043255932629108","0.018947353586554527","0.018947353586554527","0.018947353586554527"
"3950","0.004655866883695126","0.004655866883695126","0.004655866883695126","0.018931513652205467","0.018931513652205467","0.018931513652205467"
"3951","0.00613430654630065","0.00613430654630065","0.00613430654630065","0.017731552943587303","0.017731552943587303","0.017731552943587303"
"3952","","","","0.017756497487425804","0.017756497487425804","0.017756497487425804"
"3953","0.006215580739080906","0.006215580739080906","0.006215580739080906","","",""
"3954","","","","0.01727677509188652","0.01727677509188652","0.01727677509188652"
"3955","","","","0.018255291506648064","0.018255291506648064","0.018255291506648064"
"3956","","","","0.017283150926232338","0.017283150926232338","0.017283150926232338"
"3958","","","","0.017424680292606354","0.017424680292606354","0.017424680292606354"
"3959","","","","0.017157433554530144","0.017157433554530144","0.017157433554530144"
"3960","","","","0.01631254330277443","0.01631254330277443","0.01631254330277443"
"3961","","","","0.016688881441950798","0.016688881441950798","0.016688881441950798"
"3962","","","","0.01584179326891899","0.01584179326891899","0.01584179326891899"
"3964","","","","0.016608789563179016","0.016608789563179016","0.016608789563179016"
"3965","","","","0.015019181184470654","0.015019181184470654","0.015019181184470654"
"3966","","","","0.015439033508300781","0.015439033508300781","0.015439033508300781"
"3968","","","","0.01974778063595295","0.01974778063595295","0.01974778063595295"
"3969","","","","0.025798721238970757","0.025798721238970757","0.025798721238970757"
"3971","","","","0.03022162988781929","0.03022162988781929","0.03022162988781929"
"5850","0.00688814464956522","0.00688814464956522","0.00688814464956522","","",""
"5851","0.006261828821152449","0.006261828821152449","0.006261828821152449","","",""
"5852","0.006368813570588827","0.006368813570588827","0.006368813570588827","","",""
"5853","0.007668938022106886","0.007668938022106886","0.007668938022106886","","",""
"5854","0.007753604557365179","0.007753604557365179","0.007753604557365179","","",""
"5855","0.008677156642079353","0.008677156642079353","0.008677156642079353","","",""
"5857","0.009191480465233326","0.009191480465233326","0.009191480465233326","","",""
"5862","0.009200526401400566","0.009200526401400566","0.009200526401400566","","",""
"5864","0.009678246453404427","0.009678246453404427","0.009678246453404427","","",""
"5865","0.009488684125244617","0.009488684125244617","0.009488684125244617","","",""
"5867","0.009592770598828793","0.009592770598828793","0.009592770598828793","","",""
"5869","0.009795503690838814","0.009795503690838814","0.009795503690838814","","",""
"5872","0.009613203816115856","0.009613203816115856","0.009613203816115856","","",""
"5873","0.009631386958062649","0.009631386958062649","0.009631386958062649","","",""
"5874","0.009669913910329342","0.009669913910329342","0.009669913910329342","","",""
"5875","0.009570665657520294","0.009570665657520294","0.009570665657520294","","",""
"5876","0.009316416457295418","0.009316416457295418","0.009316416457295418","","",""
"5877","0.00933697260916233","0.00933697260916233","0.00933697260916233","0.0033609995152801275","0.0033609995152801275","0.0033609995152801275"
"5878","","","","0.002851060125976801","0.002851060125976801","0.002851060125976801"
"5879","","","","0.0021090542431920767","0.0021090542431920767","0.0021090542431920767"
"5880","","","","0.0019130792934447527","0.0019130792934447527","0.0019130792934447527"
"5881","0.00836693961173296","0.00836693961173296","0.00836693961173296","0.002023669658228755","0.002023669658228755","0.002023669658228755"
"5882","0.008233399130403996","0.008233399130403996","0.008233399130403996","0.001979115651920438","0.001979115651920438","0.001979115651920438"
"5884","","","","0.0021843910217285156","0.0021843910217285156","0.0021843910217285156"
"5889","0.006647184025496244","0.006647184025496244","0.006647184025496244","0.0016413744306191802","0.0016413744306191802","0.0016413744306191802"
"5891","0.007414170540869236","0.007414170540869236","0.007414170540869236","0.001790334121324122","0.001790334121324122","0.001790334121324122"
"5892","","","","0.0017608199268579483","0.0017608199268579483","0.0017608199268579483"
"5893","0.008110042661428452","0.008110042661428452","0.008110042661428452","","",""
"5894","","","","0.0016750138020142913","0.0016750138020142913","0.0016750138020142913"
"5896","","","","0.0019116494804620743","0.0019116494804620743","0.0019116494804620743"
"5899","","","","0.001991365570574999","0.001991365570574999","0.001991365570574999"
"5900","0.014463754370808601","0.014463754370808601","0.014463754370808601","0.001749738003127277","0.001749738003127277","0.001749738003127277"
"5901","0.013209367170929909","0.013209367170929909","0.013209367170929909","0.0020464330445975065","0.0020464330445975065","0.0020464330445975065"
"5902","0.013270455412566662","0.013270455412566662","0.013270455412566662","0.001960750902071595","0.001960750902071595","0.001960750902071595"
"5903","0.011392025277018547","0.011392025277018547","0.011392025277018547","0.0018164549255743623","0.0018164549255743623","0.0018164549255743623"
"5904","0.011779128573834896","0.011779128573834896","0.011779128573834896","0.002222595503553748","0.002222595503553748","0.002222595503553748"
"5905","0.011671947315335274","0.011671947315335274","0.011671947315335274","","",""
"5906","0.010567705146968365","0.010567705146968365","0.010567705146968365","","",""
"5907","0.011263340711593628","0.011263340711593628","0.011263340711593628","","",""
"5908","","","","0.00200352119281888","0.00200352119281888","0.00200352119281888"
"5909","0.01045849360525608","0.01045849360525608","0.01045849360525608","0.0023157268296927214","0.0023157268296927214","0.0023157268296927214"
"5910","0.010621905326843262","0.010621905326843262","0.010621905326843262","","",""
"5911","0.010259765200316906","0.010259765200316906","0.010259765200316906","","",""
"5913","0.01019415445625782","0.01019415445625782","0.01019415445625782","","",""
"5914","0.009763282723724842","0.009763282723724842","0.009763282723724842","","",""
"5915","0.009403935633599758","0.009403935633599758","0.009403935633599758","","",""
"5916","","","","0.003013773588463664","0.003013773588463664","0.003013773588463664"
"5917","0.009222887456417084","0.009222887456417084","0.009222887456417084","","",""
"5918","0.009477796964347363","0.009477796964347363","0.009477796964347363","0.0029484452679753304","0.0029484452679753304","0.0029484452679753304"
"5920","0.008829140104353428","0.008829140104353428","0.008829140104353428","0.0015400759875774384","0.0015400759875774384","0.0015400759875774384"
"5923","0.008569969795644283","0.008569969795644283","0.008569969795644283","","",""
"5924","0.008767860941588879","0.008767860941588879","0.008767860941588879","","",""
"5926","0.008632361888885498","0.008632361888885498","0.008632361888885498","","",""
"5927","0.009126892313361168","0.009126892313361168","0.009126892313361168","0.0015408112667500973","0.0015408112667500973","0.0015408112667500973"
"5928","","","","0.001499547273851931","0.001499547273851931","0.001499547273851931"
"5929","0.00918719545006752","0.00918719545006752","0.00918719545006752","0.0016264535952359438","0.0016264535952359438","0.0016264535952359438"
"5930","","","","0.001315277419053018","0.001315277419053018","0.001315277419053018"
"5931","","","","0.0013851298717781901","0.0013851298717781901","0.0013851298717781901"
"5932","0.01006491668522358","0.01006491668522358","0.01006491668522358","0.0014234364498406649","0.0014234364498406649","0.0014234364498406649"
"5933","0.011506385169923306","0.011506385169923306","0.011506385169923306","0.0011448770528659225","0.0011448770528659225","0.0011448770528659225"
"5934","0.00966351293027401","0.00966351293027401","0.00966351293027401","0.0014065485447645187","0.0014065485447645187","0.0014065485447645187"
"5936","","","","0.0011369778076186776","0.0011369778076186776","0.0011369778076186776"
"5937","","","","0.0013030162081122398","0.0013030162081122398","0.0013030162081122398"
"5938","","","","0.0012012510560452938","0.0012012510560452938","0.0012012510560452938"
"5940","","","","0.0013583662221208215","0.0013583662221208215","0.0013583662221208215"
"5941","","","","0.0011608542408794165","0.0011608542408794165","0.0011608542408794165"
"5942","","","","0.0011674407869577408","0.0011674407869577408","0.0011674407869577408"
"5944","","","","0.001080279122106731","0.001080279122106731","0.001080279122106731"
"5945","","","","0.001295132446102798","0.001295132446102798","0.001295132446102798"
"5947","","","","0.0010690195485949516","0.0010690195485949516","0.0010690195485949516"
"5950","","","","0.0011741656344383955","0.0011741656344383955","0.0011741656344383955"
"5951","","","","0.0013777182903140783","0.0013777182903140783","0.0013777182903140783"
"5953","","","","0.0012726724380627275","0.0012726724380627275","0.0012726724380627275"
"5954","","","","0.0015018461272120476","0.0015018461272120476","0.0015018461272120476"
"5956","","","","0.001261647092178464","0.001261647092178464","0.001261647092178464"
"5959","","","","0.002665806794539094","0.002665806794539094","0.002665806794539094"
"5960","","","","0.004729249980300665","0.004729249980300665","0.004729249980300665"
"5961","","","","0.003360858652740717","0.003360858652740717","0.003360858652740717"
"7831","0.008349406532943249","0.008349406532943249","0.008349406532943249","","",""
"7832","0.007366616278886795","0.007366616278886795","0.007366616278886795","","",""
"7834","0.007049866020679474","0.007049866020679474","0.007049866020679474","","",""
"7836","0.0052847410552203655","0.0052847410552203655","0.0052847410552203655","","",""
"7841","0.004726580809801817","0.004726580809801817","0.004726580809801817","","",""
"7843","0.004417670425027609","0.004417670425027609","0.004417670425027609","","",""
"7845","0.004798595793545246","0.004798595793545246","0.004798595793545246","","",""
"7848","0.004904862027615309","0.004904862027615309","0.004904862027615309","","",""
"7849","0.0051633864641189575","0.0051633864641189575","0.0051633864641189575","","",""
"7851","0.00487547880038619","0.00487547880038619","0.00487547880038619","","",""
"7852","0.005312122404575348","0.005312122404575348","0.005312122404575348","","",""
"7853","0.00530743645504117","0.00530743645504117","0.00530743645504117","","",""
"7855","0.005345088895410299","0.005345088895410299","0.005345088895410299","","",""
"7856","0.005212119314819574","0.005212119314819574","0.005212119314819574","","",""
"7859","0.005096605513244867","0.005096605513244867","0.005096605513244867","","",""
"7862","0.0049065882340073586","0.0049065882340073586","0.0049065882340073586","","",""
"7863","0.0060832384042441845","0.0060832384042441845","0.0060832384042441845","","",""
"7865","0.005238318350166082","0.005238318350166082","0.005238318350166082","","",""
"7866","0.005932503845542669","0.005932503845542669","0.005932503845542669","","",""
"7867","0.005815256852656603","0.005815256852656603","0.005815256852656603","0.004809803795069456","0.004809803795069456","0.004809803795069456"
"7868","","","","0.004302033688873053","0.004302033688873053","0.004302033688873053"
"7869","0.006844819523394108","0.006844819523394108","0.006844819523394108","","",""
"7870","0.006580670364201069","0.006580670364201069","0.006580670364201069","0.003941984381526709","0.003941984381526709","0.003941984381526709"
"7872","","","","0.004509659018367529","0.004509659018367529","0.004509659018367529"
"7875","0.002945712534710765","0.002945712534710765","0.002945712534710765","","",""
"7876","0.0034153813030570745","0.0034153813030570745","0.0034153813030570745","","",""
"7877","","","","0.005045601632446051","0.005045601632446051","0.005045601632446051"
"7878","0.004217855632305145","0.004217855632305145","0.004217855632305145","","",""
"7879","0.004202901851385832","0.004202901851385832","0.004202901851385832","0.004743950441479683","0.004743950441479683","0.004743950441479683"
"7880","0.004012147430330515","0.004012147430330515","0.004012147430330515","","",""
"7881","0.0042675556614995","0.0042675556614995","0.0042675556614995","0.004644397180527449","0.004644397180527449","0.004644397180527449"
"7884","0.0037699209060519934","0.0037699209060519934","0.0037699209060519934","0.004518143367022276","0.004518143367022276","0.004518143367022276"
"7885","0.003980116453021765","0.003980116453021765","0.003980116453021765","0.005188418086618185","0.005188418086618185","0.005188418086618185"
"7887","","","","0.004593647550791502","0.004593647550791502","0.004593647550791502"
"7888","","","","0.005054972600191832","0.005054972600191832","0.005054972600191832"
"7889","0.004296512808650732","0.004296512808650732","0.004296512808650732","0.005074360407888889","0.005074360407888889","0.005074360407888889"
"7890","0.0041728815995156765","0.0041728815995156765","0.0041728815995156765","","",""
"7891","0.004646031651645899","0.004646031651645899","0.004646031651645899","0.004977176431566477","0.004977176431566477","0.004977176431566477"
"7892","0.004625658504664898","0.004625658504664898","0.004625658504664898","0.004839557223021984","0.004839557223021984","0.004839557223021984"
"7893","0.004235641565173864","0.004235641565173864","0.004235641565173864","","",""
"7894","0.0049503641203045845","0.0049503641203045845","0.0049503641203045845","","",""
"7895","0.004750949330627918","0.004750949330627918","0.004750949330627918","0.00471792696043849","0.00471792696043849","0.00471792696043849"
"7898","0.004767430480569601","0.004767430480569601","0.004767430480569601","0.004737661220133305","0.004737661220133305","0.004737661220133305"
"7899","","","","0.005165498238056898","0.005165498238056898","0.005165498238056898"
"7900","0.005112194921821356","0.005112194921821356","0.005112194921821356","","",""
"7901","0.004822214134037495","0.004822214134037495","0.004822214134037495","0.004802220966666937","0.004802220966666937","0.004802220966666937"
"7902","","","","0.00509223435074091","0.00509223435074091","0.00509223435074091"
"7903","","","","0.004814795684069395","0.004814795684069395","0.004814795684069395"
"7905","","","","0.00473239878192544","0.00473239878192544","0.00473239878192544"
"7906","0.00523329759016633","0.00523329759016633","0.00523329759016633","0.004310991149395704","0.004310991149395704","0.004310991149395704"
"7907","0.004383623134344816","0.004383623134344816","0.004383623134344816","","",""
"7908","0.004833926912397146","0.004833926912397146","0.004833926912397146","","",""
"7909","0.00406396621838212","0.00406396621838212","0.00406396621838212","","",""
"7911","0.003775200340896845","0.003775200340896845","0.003775200340896845","0.007710706442594528","0.007710706442594528","0.007710706442594528"
"7912","0.003385531483218074","0.003385531483218074","0.003385531483218074","0.011700348928570747","0.011700348928570747","0.011700348928570747"
"7913","0.003644364420324564","0.003644364420324564","0.003644364420324564","","",""
"7914","0.002729399362578988","0.002729399362578988","0.002729399362578988","0.015937121585011482","0.015937121585011482","0.015937121585011482"
"7915","0.002597656799480319","0.002597656799480319","0.002597656799480319","0.013229082338511944","0.013229082338511944","0.013229082338511944"
"7916","","","","0.014123323373496532","0.014123323373496532","0.014123323373496532"
"7917","","","","0.012853211723268032","0.012853211723268032","0.012853211723268032"
"7920","","","","0.008122938685119152","0.008122938685119152","0.008122938685119152"
"7921","","","","0.007254387717694044","0.007254387717694044","0.007254387717694044"
"7925","","","","0.006319186184555292","0.006319186184555292","0.006319186184555292"
"7926","","","","0.005738785490393639","0.005738785490393639","0.005738785490393639"
"7927","","","","0.006129351444542408","0.006129351444542408","0.006129351444542408"
"7928","","","","0.0059489235281944275","0.0059489235281944275","0.0059489235281944275"
"7929","","","","0.0052146646194159985","0.0052146646194159985","0.0052146646194159985"
"7930","","","","0.00611346960067749","0.00611346960067749","0.00611346960067749"
"7931","","","","0.005415031220763922","0.005415031220763922","0.005415031220763922"
"7934","","","","0.005129024852067232","0.005129024852067232","0.005129024852067232"
"7936","","","","0.00534531194716692","0.00534531194716692","0.00534531194716692"
"7937","","","","0.00494221318513155","0.00494221318513155","0.00494221318513155"
