"Step","train_75_AR5 - val_batch_energy_rel_error","train_75_AR5 - val_batch_energy_rel_error__MIN","train_75_AR5 - val_batch_energy_rel_error__MAX","train_75 - val_batch_energy_rel_error","train_75 - val_batch_energy_rel_error__MIN","train_75 - val_batch_energy_rel_error__MAX"
"1941","0.08681121468544006","0.08681121468544006","0.08681121468544006","0.24704590439796448","0.24704590439796448","0.24704590439796448"
"1942","0.08662146329879761","0.08662146329879761","0.08662146329879761","0.15862403810024261","0.15862403810024261","0.15862403810024261"
"1943","","","","0.11210623383522034","0.11210623383522034","0.11210623383522034"
"1944","0.07934623211622238","0.07934623211622238","0.07934623211622238","","",""
"1945","0.0801476538181305","0.0801476538181305","0.0801476538181305","0.10470510274171829","0.10470510274171829","0.10470510274171829"
"1946","0.07721561193466187","0.07721561193466187","0.07721561193466187","","",""
"1947","0.07515968382358551","0.07515968382358551","0.07515968382358551","0.10519195348024368","0.10519195348024368","0.10519195348024368"
"1948","","","","0.11131778359413147","0.11131778359413147","0.11131778359413147"
"1949","","","","0.10146982967853546","0.10146982967853546","0.10146982967853546"
"1950","0.07402684539556503","0.07402684539556503","0.07402684539556503","0.08750328421592712","0.08750328421592712","0.08750328421592712"
"1951","0.078618124127388","0.078618124127388","0.078618124127388","0.09016995131969452","0.09016995131969452","0.09016995131969452"
"1953","","","","0.07082578539848328","0.07082578539848328","0.07082578539848328"
"1954","0.07867403328418732","0.07867403328418732","0.07867403328418732","0.07124195992946625","0.07124195992946625","0.07124195992946625"
"1955","0.08040198683738708","0.08040198683738708","0.08040198683738708","0.0602058582007885","0.0602058582007885","0.0602058582007885"
"1956","0.09279274195432663","0.09279274195432663","0.09279274195432663","0.06332562863826752","0.06332562863826752","0.06332562863826752"
"1957","0.08870746940374374","0.08870746940374374","0.08870746940374374","","",""
"1958","0.1055029109120369","0.1055029109120369","0.1055029109120369","","",""
"1959","0.11602099984884262","0.11602099984884262","0.11602099984884262","0.054461367428302765","0.054461367428302765","0.054461367428302765"
"1960","0.09980804473161697","0.09980804473161697","0.09980804473161697","0.04858868569135666","0.04858868569135666","0.04858868569135666"
"1961","0.14015930891036987","0.14015930891036987","0.14015930891036987","","",""
"1962","0.14489014446735382","0.14489014446735382","0.14489014446735382","","",""
"1963","","","","0.056948065757751465","0.056948065757751465","0.056948065757751465"
"1964","0.172163724899292","0.172163724899292","0.172163724899292","0.054059505462646484","0.054059505462646484","0.054059505462646484"
"1965","0.14051520824432373","0.14051520824432373","0.14051520824432373","0.06002921983599663","0.06002921983599663","0.06002921983599663"
"1966","","","","0.06424826383590698","0.06424826383590698","0.06424826383590698"
"1967","0.12367796897888184","0.12367796897888184","0.12367796897888184","0.06836389005184174","0.06836389005184174","0.06836389005184174"
"1968","","","","0.06273713707923889","0.06273713707923889","0.06273713707923889"
"1969","","","","0.06994987279176712","0.06994987279176712","0.06994987279176712"
"1970","0.22220174968242645","0.22220174968242645","0.22220174968242645","0.07277025282382965","0.07277025282382965","0.07277025282382965"
"1971","0.2215692400932312","0.2215692400932312","0.2215692400932312","0.06768116354942322","0.06768116354942322","0.06768116354942322"
"1972","0.2258448302745819","0.2258448302745819","0.2258448302745819","","",""
"1973","","","","0.07244189828634262","0.07244189828634262","0.07244189828634262"
"1974","","","","0.07310914248228073","0.07310914248228073","0.07310914248228073"
"1976","","","","0.087897889316082","0.087897889316082","0.087897889316082"
"1979","","","","0.16317501664161682","0.16317501664161682","0.16317501664161682"
"1980","","","","0.1818040907382965","0.1818040907382965","0.1818040907382965"
"1981","","","","0.20090912282466888","0.20090912282466888","0.20090912282466888"
"3869","0.11674754321575165","0.11674754321575165","0.11674754321575165","","",""
"3870","0.13179191946983337","0.13179191946983337","0.13179191946983337","","",""
"3871","0.21250446140766144","0.21250446140766144","0.21250446140766144","","",""
"3872","0.20167183876037598","0.20167183876037598","0.20167183876037598","","",""
"3873","0.18448472023010254","0.18448472023010254","0.18448472023010254","","",""
"3874","0.14041376113891602","0.14041376113891602","0.14041376113891602","","",""
"3875","0.10543268918991089","0.10543268918991089","0.10543268918991089","","",""
"3877","0.07469499111175537","0.07469499111175537","0.07469499111175537","","",""
"3878","0.06435343623161316","0.06435343623161316","0.06435343623161316","","",""
"3880","0.05865871533751488","0.05865871533751488","0.05865871533751488","","",""
"3881","0.06717938184738159","0.06717938184738159","0.06717938184738159","","",""
"3882","0.0647943764925003","0.0647943764925003","0.0647943764925003","","",""
"3883","0.05035529285669327","0.05035529285669327","0.05035529285669327","","",""
"3884","0.06298789381980896","0.06298789381980896","0.06298789381980896","","",""
"3885","0.0535147562623024","0.0535147562623024","0.0535147562623024","","",""
"3886","0.046929508447647095","0.046929508447647095","0.046929508447647095","","",""
"3887","0.054962992668151855","0.054962992668151855","0.054962992668151855","0.3670961260795593","0.3670961260795593","0.3670961260795593"
"3888","0.04603635519742966","0.04603635519742966","0.04603635519742966","0.30970898270606995","0.30970898270606995","0.30970898270606995"
"3889","0.043821509927511215","0.043821509927511215","0.043821509927511215","0.2127382755279541","0.2127382755279541","0.2127382755279541"
"3890","","","","0.34961920976638794","0.34961920976638794","0.34961920976638794"
"3891","0.03676360100507736","0.03676360100507736","0.03676360100507736","0.371174156665802","0.371174156665802","0.371174156665802"
"3892","0.03917143493890762","0.03917143493890762","0.03917143493890762","0.3701304793357849","0.3701304793357849","0.3701304793357849"
"3893","0.03698944300413132","0.03698944300413132","0.03698944300413132","0.4562007486820221","0.4562007486820221","0.4562007486820221"
"3895","0.03686262667179108","0.03686262667179108","0.03686262667179108","0.46750950813293457","0.46750950813293457","0.46750950813293457"
"3896","0.03736905753612518","0.03736905753612518","0.03736905753612518","0.48865407705307007","0.48865407705307007","0.48865407705307007"
"3898","0.04561789333820343","0.04561789333820343","0.04561789333820343","0.4324359893798828","0.4324359893798828","0.4324359893798828"
"3899","","","","0.467410683631897","0.467410683631897","0.467410683631897"
"3900","0.04994180426001549","0.04994180426001549","0.04994180426001549","0.4219645857810974","0.4219645857810974","0.4219645857810974"
"3901","0.05405933037400246","0.05405933037400246","0.05405933037400246","0.41694051027297974","0.41694051027297974","0.41694051027297974"
"3902","0.058421798050403595","0.058421798050403595","0.058421798050403595","0.4379376769065857","0.4379376769065857","0.4379376769065857"
"3903","","","","0.41039445996284485","0.41039445996284485","0.41039445996284485"
"3904","","","","0.398099422454834","0.398099422454834","0.398099422454834"
"3905","0.09621542692184448","0.09621542692184448","0.09621542692184448","0.41600149869918823","0.41600149869918823","0.41600149869918823"
"3906","","","","0.40539056062698364","0.40539056062698364","0.40539056062698364"
"3907","0.13582439720630646","0.13582439720630646","0.13582439720630646","0.41192734241485596","0.41192734241485596","0.41192734241485596"
"3909","0.16614481806755066","0.16614481806755066","0.16614481806755066","0.38853704929351807","0.38853704929351807","0.38853704929351807"
"3910","","","","0.4304996132850647","0.4304996132850647","0.4304996132850647"
"3911","0.16697177290916443","0.16697177290916443","0.16697177290916443","0.4033883810043335","0.4033883810043335","0.4033883810043335"
"3912","0.2386816293001175","0.2386816293001175","0.2386816293001175","","",""
"3913","","","","0.427367627620697","0.427367627620697","0.427367627620697"
"3914","","","","0.40039175748825073","0.40039175748825073","0.40039175748825073"
"3916","","","","0.4183419942855835","0.4183419942855835","0.4183419942855835"
"3918","0.1187661662697792","0.1187661662697792","0.1187661662697792","0.39764881134033203","0.39764881134033203","0.39764881134033203"
"3919","0.09111538529396057","0.09111538529396057","0.09111538529396057","0.4010432958602905","0.4010432958602905","0.4010432958602905"
"3920","0.08055274188518524","0.08055274188518524","0.08055274188518524","0.3728104829788208","0.3728104829788208","0.3728104829788208"
"3922","0.06952156871557236","0.06952156871557236","0.06952156871557236","","",""
"3923","0.06452527642250061","0.06452527642250061","0.06452527642250061","0.36154839396476746","0.36154839396476746","0.36154839396476746"
"3925","","","","0.32871535420417786","0.32871535420417786","0.32871535420417786"
"3926","0.059698838740587234","0.059698838740587234","0.059698838740587234","","",""
"3927","0.06654315441846848","0.06654315441846848","0.06654315441846848","0.2559332847595215","0.2559332847595215","0.2559332847595215"
"3929","0.06529726088047028","0.06529726088047028","0.06529726088047028","0.3723478615283966","0.3723478615283966","0.3723478615283966"
"3930","0.06655192375183105","0.06655192375183105","0.06655192375183105","0.5552573800086975","0.5552573800086975","0.5552573800086975"
"3932","0.06601123511791229","0.06601123511791229","0.06601123511791229","","",""
"3933","0.06326252222061157","0.06326252222061157","0.06326252222061157","","",""
"3934","0.058078132569789886","0.058078132569789886","0.058078132569789886","","",""
"3936","0.06030423194169998","0.06030423194169998","0.06030423194169998","0.8297258019447327","0.8297258019447327","0.8297258019447327"
"3937","0.06908905506134033","0.06908905506134033","0.06908905506134033","0.7456530332565308","0.7456530332565308","0.7456530332565308"
"3938","0.07231329381465912","0.07231329381465912","0.07231329381465912","0.68344646692276","0.68344646692276","0.68344646692276"
"3940","0.08361908793449402","0.08361908793449402","0.08361908793449402","0.5765615701675415","0.5765615701675415","0.5765615701675415"
"3941","0.06816320866346359","0.06816320866346359","0.06816320866346359","0.522844135761261","0.522844135761261","0.522844135761261"
"3942","0.08878976106643677","0.08878976106643677","0.08878976106643677","","",""
"3943","0.09471843391656876","0.09471843391656876","0.09471843391656876","","",""
"3944","0.07580386102199554","0.07580386102199554","0.07580386102199554","0.4511546492576599","0.4511546492576599","0.4511546492576599"
"3945","","","","0.45455607771873474","0.45455607771873474","0.45455607771873474"
"3946","0.084200419485569","0.084200419485569","0.084200419485569","","",""
"3947","0.08111947029829025","0.08111947029829025","0.08111947029829025","0.4489953815937042","0.4489953815937042","0.4489953815937042"
"3948","0.09488746523857117","0.09488746523857117","0.09488746523857117","0.4188547432422638","0.4188547432422638","0.4188547432422638"
"3950","0.26593801379203796","0.26593801379203796","0.26593801379203796","0.41460558772087097","0.41460558772087097","0.41460558772087097"
"3951","0.2890230715274811","0.2890230715274811","0.2890230715274811","0.4134383797645569","0.4134383797645569","0.4134383797645569"
"3952","","","","0.4321478009223938","0.4321478009223938","0.4321478009223938"
"3953","0.4264565408229828","0.4264565408229828","0.4264565408229828","","",""
"3954","","","","0.40027791261672974","0.40027791261672974","0.40027791261672974"
"3955","","","","0.41016972064971924","0.41016972064971924","0.41016972064971924"
"3956","","","","0.3871190547943115","0.3871190547943115","0.3871190547943115"
"3958","","","","0.39081573486328125","0.39081573486328125","0.39081573486328125"
"3959","","","","0.3639518618583679","0.3639518618583679","0.3639518618583679"
"3960","","","","0.39716899394989014","0.39716899394989014","0.39716899394989014"
"3961","","","","0.36083099246025085","0.36083099246025085","0.36083099246025085"
"3962","","","","0.33948054909706116","0.33948054909706116","0.33948054909706116"
"3964","","","","0.3427373170852661","0.3427373170852661","0.3427373170852661"
"3965","","","","0.333342581987381","0.333342581987381","0.333342581987381"
"3966","","","","0.4135027825832367","0.4135027825832367","0.4135027825832367"
"3968","","","","0.9090774059295654","0.9090774059295654","0.9090774059295654"
"3969","","","","1.1193219423294067","1.1193219423294067","1.1193219423294067"
"3971","","","","1.4317855834960938","1.4317855834960938","1.4317855834960938"
"5850","0.14396214485168457","0.14396214485168457","0.14396214485168457","","",""
"5851","0.1303691864013672","0.1303691864013672","0.1303691864013672","","",""
"5852","0.15711073577404022","0.15711073577404022","0.15711073577404022","","",""
"5853","0.26154255867004395","0.26154255867004395","0.26154255867004395","","",""
"5854","0.2461296021938324","0.2461296021938324","0.2461296021938324","","",""
"5855","0.2184837907552719","0.2184837907552719","0.2184837907552719","","",""
"5857","0.2516401410102844","0.2516401410102844","0.2516401410102844","","",""
"5862","0.25664225220680237","0.25664225220680237","0.25664225220680237","","",""
"5864","0.2366045117378235","0.2366045117378235","0.2366045117378235","","",""
"5865","0.2518550157546997","0.2518550157546997","0.2518550157546997","","",""
"5867","0.24211521446704865","0.24211521446704865","0.24211521446704865","","",""
"5869","0.24006107449531555","0.24006107449531555","0.24006107449531555","","",""
"5872","0.22115319967269897","0.22115319967269897","0.22115319967269897","","",""
"5873","0.26594769954681396","0.26594769954681396","0.26594769954681396","","",""
"5874","0.24412380158901215","0.24412380158901215","0.24412380158901215","","",""
"5875","0.23821476101875305","0.23821476101875305","0.23821476101875305","","",""
"5876","0.259244441986084","0.259244441986084","0.259244441986084","","",""
"5877","0.22763001918792725","0.22763001918792725","0.22763001918792725","0.020478662103414536","0.020478662103414536","0.020478662103414536"
"5878","","","","0.0770491510629654","0.0770491510629654","0.0770491510629654"
"5879","","","","0.14795953035354614","0.14795953035354614","0.14795953035354614"
"5880","","","","0.15625301003456116","0.15625301003456116","0.15625301003456116"
"5881","0.2350858896970749","0.2350858896970749","0.2350858896970749","0.16867892444133759","0.16867892444133759","0.16867892444133759"
"5882","0.20149028301239014","0.20149028301239014","0.20149028301239014","0.16027788817882538","0.16027788817882538","0.16027788817882538"
"5884","","","","0.15638694167137146","0.15638694167137146","0.15638694167137146"
"5889","0.15090817213058472","0.15090817213058472","0.15090817213058472","0.0952899381518364","0.0952899381518364","0.0952899381518364"
"5891","0.10126535594463348","0.10126535594463348","0.10126535594463348","0.09306131303310394","0.09306131303310394","0.09306131303310394"
"5892","","","","0.09742575883865356","0.09742575883865356","0.09742575883865356"
"5893","0.2515542507171631","0.2515542507171631","0.2515542507171631","","",""
"5894","","","","0.09268055111169815","0.09268055111169815","0.09268055111169815"
"5896","","","","0.0964345782995224","0.0964345782995224","0.0964345782995224"
"5899","","","","0.09886739403009415","0.09886739403009415","0.09886739403009415"
"5900","0.21020148694515228","0.21020148694515228","0.21020148694515228","0.09726646542549133","0.09726646542549133","0.09726646542549133"
"5901","0.20340383052825928","0.20340383052825928","0.20340383052825928","0.10190322995185852","0.10190322995185852","0.10190322995185852"
"5902","0.19642704725265503","0.19642704725265503","0.19642704725265503","0.09898476302623749","0.09898476302623749","0.09898476302623749"
"5903","0.17891623079776764","0.17891623079776764","0.17891623079776764","0.09777554869651794","0.09777554869651794","0.09777554869651794"
"5904","0.18739670515060425","0.18739670515060425","0.18739670515060425","0.11177654564380646","0.11177654564380646","0.11177654564380646"
"5905","0.1866641342639923","0.1866641342639923","0.1866641342639923","","",""
"5906","0.1699199676513672","0.1699199676513672","0.1699199676513672","","",""
"5907","0.17959365248680115","0.17959365248680115","0.17959365248680115","","",""
"5908","","","","0.10655570030212402","0.10655570030212402","0.10655570030212402"
"5909","0.16877181828022003","0.16877181828022003","0.16877181828022003","0.12436661124229431","0.12436661124229431","0.12436661124229431"
"5910","0.16851690411567688","0.16851690411567688","0.16851690411567688","","",""
"5911","0.14586539566516876","0.14586539566516876","0.14586539566516876","","",""
"5913","0.14163540303707123","0.14163540303707123","0.14163540303707123","","",""
"5914","0.1492844521999359","0.1492844521999359","0.1492844521999359","","",""
"5915","0.1495935618877411","0.1495935618877411","0.1495935618877411","","",""
"5916","","","","0.11990846693515778","0.11990846693515778","0.11990846693515778"
"5917","0.14799177646636963","0.14799177646636963","0.14799177646636963","","",""
"5918","0.14480987191200256","0.14480987191200256","0.14480987191200256","0.07788214087486267","0.07788214087486267","0.07788214087486267"
"5920","0.15473949909210205","0.15473949909210205","0.15473949909210205","0.2001485526561737","0.2001485526561737","0.2001485526561737"
"5923","0.1754937767982483","0.1754937767982483","0.1754937767982483","","",""
"5924","0.162179633975029","0.162179633975029","0.162179633975029","","",""
"5926","0.18419402837753296","0.18419402837753296","0.18419402837753296","","",""
"5927","0.15480570495128632","0.15480570495128632","0.15480570495128632","0.049963921308517456","0.049963921308517456","0.049963921308517456"
"5928","","","","0.0481099970638752","0.0481099970638752","0.0481099970638752"
"5929","0.1758655309677124","0.1758655309677124","0.1758655309677124","0.043756674975156784","0.043756674975156784","0.043756674975156784"
"5930","","","","0.043271929025650024","0.043271929025650024","0.043271929025650024"
"5931","","","","0.04525461047887802","0.04525461047887802","0.04525461047887802"
"5932","0.3749256432056427","0.3749256432056427","0.3749256432056427","0.03508670628070831","0.03508670628070831","0.03508670628070831"
"5933","0.5340582728385925","0.5340582728385925","0.5340582728385925","0.038182493299245834","0.038182493299245834","0.038182493299245834"
"5934","0.5073388814926147","0.5073388814926147","0.5073388814926147","0.03393789380788803","0.03393789380788803","0.03393789380788803"
"5936","","","","0.03179922699928284","0.03179922699928284","0.03179922699928284"
"5937","","","","0.029824212193489075","0.029824212193489075","0.029824212193489075"
"5938","","","","0.02857021987438202","0.02857021987438202","0.02857021987438202"
"5940","","","","0.02720944955945015","0.02720944955945015","0.02720944955945015"
"5941","","","","0.029173623770475388","0.029173623770475388","0.029173623770475388"
"5942","","","","0.029763801023364067","0.029763801023364067","0.029763801023364067"
"5944","","","","0.030829746276140213","0.030829746276140213","0.030829746276140213"
"5945","","","","0.03456558659672737","0.03456558659672737","0.03456558659672737"
"5947","","","","0.03637460619211197","0.03637460619211197","0.03637460619211197"
"5950","","","","0.04733913764357567","0.04733913764357567","0.04733913764357567"
"5951","","","","0.04090476781129837","0.04090476781129837","0.04090476781129837"
"5953","","","","0.049323152750730515","0.049323152750730515","0.049323152750730515"
"5954","","","","0.045964255928993225","0.045964255928993225","0.045964255928993225"
"5956","","","","0.06879563629627228","0.06879563629627228","0.06879563629627228"
"5959","","","","0.16660480201244354","0.16660480201244354","0.16660480201244354"
"5960","","","","0.2058810591697693","0.2058810591697693","0.2058810591697693"
"5961","","","","0.17792421579360962","0.17792421579360962","0.17792421579360962"
"7831","0.1114899218082428","0.1114899218082428","0.1114899218082428","","",""
"7832","0.11141502857208252","0.11141502857208252","0.11141502857208252","","",""
"7834","0.254457950592041","0.254457950592041","0.254457950592041","","",""
"7836","0.126442551612854","0.126442551612854","0.126442551612854","","",""
"7841","0.07239639759063721","0.07239639759063721","0.07239639759063721","","",""
"7843","0.07880960404872894","0.07880960404872894","0.07880960404872894","","",""
"7845","0.06862708926200867","0.06862708926200867","0.06862708926200867","","",""
"7848","0.06899367272853851","0.06899367272853851","0.06899367272853851","","",""
"7849","0.06842435896396637","0.06842435896396637","0.06842435896396637","","",""
"7851","0.0660785585641861","0.0660785585641861","0.0660785585641861","","",""
"7852","0.0673241838812828","0.0673241838812828","0.0673241838812828","","",""
"7853","0.06439874321222305","0.06439874321222305","0.06439874321222305","","",""
"7855","0.0675329864025116","0.0675329864025116","0.0675329864025116","","",""
"7856","0.06682280451059341","0.06682280451059341","0.06682280451059341","","",""
"7859","0.08060576021671295","0.08060576021671295","0.08060576021671295","","",""
"7862","0.09775036573410034","0.09775036573410034","0.09775036573410034","","",""
"7863","0.13898903131484985","0.13898903131484985","0.13898903131484985","","",""
"7865","0.13516932725906372","0.13516932725906372","0.13516932725906372","","",""
"7866","0.1595878154039383","0.1595878154039383","0.1595878154039383","","",""
"7867","0.1354554444551468","0.1354554444551468","0.1354554444551468","0.06400232017040253","0.06400232017040253","0.06400232017040253"
"7868","","","","0.08413223922252655","0.08413223922252655","0.08413223922252655"
"7869","0.10962751507759094","0.10962751507759094","0.10962751507759094","","",""
"7870","0.15338225662708282","0.15338225662708282","0.15338225662708282","0.1542922705411911","0.1542922705411911","0.1542922705411911"
"7872","","","","0.1873592585325241","0.1873592585325241","0.1873592585325241"
"7875","0.12885621190071106","0.12885621190071106","0.12885621190071106","","",""
"7876","0.11260278522968292","0.11260278522968292","0.11260278522968292","","",""
"7877","","","","0.21207201480865479","0.21207201480865479","0.21207201480865479"
"7878","0.1024564802646637","0.1024564802646637","0.1024564802646637","","",""
"7879","0.09297658503055573","0.09297658503055573","0.09297658503055573","0.21507953107357025","0.21507953107357025","0.21507953107357025"
"7880","0.08596587181091309","0.08596587181091309","0.08596587181091309","","",""
"7881","0.0839877724647522","0.0839877724647522","0.0839877724647522","0.1882966309785843","0.1882966309785843","0.1882966309785843"
"7884","0.07013233006000519","0.07013233006000519","0.07013233006000519","0.18791630864143372","0.18791630864143372","0.18791630864143372"
"7885","0.06811290234327316","0.06811290234327316","0.06811290234327316","0.2024904191493988","0.2024904191493988","0.2024904191493988"
"7887","","","","0.1979628950357437","0.1979628950357437","0.1979628950357437"
"7888","","","","0.19853746891021729","0.19853746891021729","0.19853746891021729"
"7889","0.05770271271467209","0.05770271271467209","0.05770271271467209","0.19270583987236023","0.19270583987236023","0.19270583987236023"
"7890","0.05440003424882889","0.05440003424882889","0.05440003424882889","","",""
"7891","0.05161832273006439","0.05161832273006439","0.05161832273006439","0.19502860307693481","0.19502860307693481","0.19502860307693481"
"7892","0.04596506804227829","0.04596506804227829","0.04596506804227829","0.19333428144454956","0.19333428144454956","0.19333428144454956"
"7893","0.049052655696868896","0.049052655696868896","0.049052655696868896","","",""
"7894","0.0454479344189167","0.0454479344189167","0.0454479344189167","","",""
"7895","0.04680142551660538","0.04680142551660538","0.04680142551660538","0.19207978248596191","0.19207978248596191","0.19207978248596191"
"7898","0.05580484867095947","0.05580484867095947","0.05580484867095947","0.18918642401695251","0.18918642401695251","0.18918642401695251"
"7899","","","","0.18766997754573822","0.18766997754573822","0.18766997754573822"
"7900","0.06487585604190826","0.06487585604190826","0.06487585604190826","","",""
"7901","0.061693087220191956","0.061693087220191956","0.061693087220191956","0.18830269575119019","0.18830269575119019","0.18830269575119019"
"7902","","","","0.1800755262374878","0.1800755262374878","0.1800755262374878"
"7903","","","","0.16967302560806274","0.16967302560806274","0.16967302560806274"
"7905","","","","0.1611260175704956","0.1611260175704956","0.1611260175704956"
"7906","0.06985165923833847","0.06985165923833847","0.06985165923833847","0.15962833166122437","0.15962833166122437","0.15962833166122437"
"7907","0.07014290243387222","0.07014290243387222","0.07014290243387222","","",""
"7908","0.07984613627195358","0.07984613627195358","0.07984613627195358","","",""
"7909","0.0820537656545639","0.0820537656545639","0.0820537656545639","","",""
"7911","0.1267097294330597","0.1267097294330597","0.1267097294330597","0.5085670948028564","0.5085670948028564","0.5085670948028564"
"7912","0.16467323899269104","0.16467323899269104","0.16467323899269104","0.623198390007019","0.623198390007019","0.623198390007019"
"7913","0.13636687397956848","0.13636687397956848","0.13636687397956848","","",""
"7914","0.1403379887342453","0.1403379887342453","0.1403379887342453","0.48709338903427124","0.48709338903427124","0.48709338903427124"
"7915","0.16033944487571716","0.16033944487571716","0.16033944487571716","0.40107178688049316","0.40107178688049316","0.40107178688049316"
"7916","","","","0.3545033633708954","0.3545033633708954","0.3545033633708954"
"7917","","","","0.2709990441799164","0.2709990441799164","0.2709990441799164"
"7920","","","","0.1847514659166336","0.1847514659166336","0.1847514659166336"
"7921","","","","0.1766103059053421","0.1766103059053421","0.1766103059053421"
"7925","","","","0.15440893173217773","0.15440893173217773","0.15440893173217773"
"7926","","","","0.15216723084449768","0.15216723084449768","0.15216723084449768"
"7927","","","","0.15808925032615662","0.15808925032615662","0.15808925032615662"
"7928","","","","0.14270469546318054","0.14270469546318054","0.14270469546318054"
"7929","","","","0.14679288864135742","0.14679288864135742","0.14679288864135742"
"7930","","","","0.1504620611667633","0.1504620611667633","0.1504620611667633"
"7931","","","","0.1396447867155075","0.1396447867155075","0.1396447867155075"
"7934","","","","0.13800287246704102","0.13800287246704102","0.13800287246704102"
"7936","","","","0.1443367898464203","0.1443367898464203","0.1443367898464203"
"7937","","","","0.1428278088569641","0.1428278088569641","0.1428278088569641"
"7942","","","","0.13944779336452484","0.13944779336452484","0.13944779336452484"
"7943","","","","0.15459419786930084","0.15459419786930084","0.15459419786930084"
"7944","","","","0.14054611325263977","0.14054611325263977","0.14054611325263977"
"7945","","","","0.11901328712701797","0.11901328712701797","0.11901328712701797"
"7947","","","","0.13958920538425446","0.13958920538425446","0.13958920538425446"
"7948","","","","0.4854010045528412","0.4854010045528412","0.4854010045528412"
