[train batch 100] avg inter-batch gap=0.0045s, avg compute=0.0187s
[train batch 150] avg inter-batch gap=0.0040s, avg compute=0.0181s
[train batch 200] avg inter-batch gap=0.0028s, avg compute=0.0172s
[train batch 250] avg inter-batch gap=0.0031s, avg compute=0.0176s
[train batch 300] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 350] avg inter-batch gap=0.0036s, avg compute=0.0180s
[train batch 400] avg inter-batch gap=0.0030s, avg compute=0.0175s
[train batch 450] avg inter-batch gap=0.0032s, avg compute=0.0177s
[train batch 500] avg inter-batch gap=0.0030s, avg compute=0.0174s
[train batch 550] avg inter-batch gap=0.0032s, avg compute=0.0179s
[train batch 600] avg inter-batch gap=0.0034s, avg compute=0.0178s
[train batch 650] avg inter-batch gap=0.0026s, avg compute=0.0173s
[train batch 700] avg inter-batch gap=0.0027s, avg compute=0.0174s
[train batch 750] avg inter-batch gap=0.0029s, avg compute=0.0172s
[train batch 800] avg inter-batch gap=0.0028s, avg compute=0.0172s
[train batch 850] avg inter-batch gap=0.0030s, avg compute=0.0176s
[train batch 900] avg inter-batch gap=0.0033s, avg compute=0.0176s
[train batch 950] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 1000] avg inter-batch gap=0.0039s, avg compute=0.0184s
[train batch 1050] avg inter-batch gap=0.0029s, avg compute=0.0173s
[train batch 1100] avg inter-batch gap=0.0032s, avg compute=0.0177s
[train batch 1150] avg inter-batch gap=0.0030s, avg compute=0.0174s
[train batch 1200] avg inter-batch gap=0.0041s, avg compute=0.0186s
[train batch 1250] avg inter-batch gap=0.0027s, avg compute=0.0172s
[train batch 1300] avg inter-batch gap=0.0039s, avg compute=0.0184s
[train batch 1350] avg inter-batch gap=0.0043s, avg compute=0.0186s
[epoch 3] epoch_time=243.44s, inter-batch gap=0.0034s, compute=0.0178s
[train batch 50] avg inter-batch gap=0.0043s, avg compute=0.0184s
[train batch 100] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 150] avg inter-batch gap=0.0038s, avg compute=0.0183s
[train batch 200] avg inter-batch gap=0.0035s, avg compute=0.0180s
[train batch 250] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 300] avg inter-batch gap=0.0028s, avg compute=0.0173s
[train batch 350] avg inter-batch gap=0.0033s, avg compute=0.0178s
[train batch 400] avg inter-batch gap=0.0034s, avg compute=0.0180s
[train batch 450] avg inter-batch gap=0.0042s, avg compute=0.0186s
[train batch 500] avg inter-batch gap=0.0028s, avg compute=0.0172s
[train batch 550] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 600] avg inter-batch gap=0.0033s, avg compute=0.0177s
[train batch 650] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 700] avg inter-batch gap=0.0037s, avg compute=0.0182s
[train batch 750] avg inter-batch gap=0.0029s, avg compute=0.0172s
[train batch 800] avg inter-batch gap=0.0033s, avg compute=0.0176s
[train batch 850] avg inter-batch gap=0.0037s, avg compute=0.0182s
[train batch 900] avg inter-batch gap=0.0031s, avg compute=0.0175s
[train batch 950] avg inter-batch gap=0.0033s, avg compute=0.0177s
[train batch 1000] avg inter-batch gap=0.0039s, avg compute=0.0183s
[train batch 1050] avg inter-batch gap=0.0026s, avg compute=0.0172s
[train batch 1100] avg inter-batch gap=0.0028s, avg compute=0.0173s
[train batch 1150] avg inter-batch gap=0.0033s, avg compute=0.0176s
[train batch 1200] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 1250] avg inter-batch gap=0.0045s, avg compute=0.0185s
[train batch 1300] avg inter-batch gap=0.0039s, avg compute=0.0179s
[train batch 1350] avg inter-batch gap=0.0032s, avg compute=0.0175s
[epoch 4] epoch_time=242.36s, inter-batch gap=0.0035s, compute=0.0178s
[train batch 50] avg inter-batch gap=0.0037s, avg compute=0.0182s
[train batch 100] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 150] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 200] avg inter-batch gap=0.0035s, avg compute=0.0180s
[train batch 250] avg inter-batch gap=0.0035s, avg compute=0.0179s
[train batch 300] avg inter-batch gap=0.0041s, avg compute=0.0187s
[train batch 350] avg inter-batch gap=0.0037s, avg compute=0.0181s
[train batch 400] avg inter-batch gap=0.0037s, avg compute=0.0182s
[train batch 450] avg inter-batch gap=0.0027s, avg compute=0.0172s
[train batch 500] avg inter-batch gap=0.0036s, avg compute=0.0182s
[train batch 550] avg inter-batch gap=0.0039s, avg compute=0.0184s
[train batch 600] avg inter-batch gap=0.0036s, avg compute=0.0180s
[train batch 650] avg inter-batch gap=0.0030s, avg compute=0.0175s
[train batch 700] avg inter-batch gap=0.0036s, avg compute=0.0178s
[train batch 750] avg inter-batch gap=0.0027s, avg compute=0.0172s
[train batch 800] avg inter-batch gap=0.0037s, avg compute=0.0181s
[train batch 850] avg inter-batch gap=0.0030s, avg compute=0.0174s
[train batch 900] avg inter-batch gap=0.0030s, avg compute=0.0175s
[train batch 950] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 1000] avg inter-batch gap=0.0028s, avg compute=0.0175s
[train batch 1050] avg inter-batch gap=0.0032s, avg compute=0.0178s
[train batch 1100] avg inter-batch gap=0.0032s, avg compute=0.0178s
[train batch 1150] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 1200] avg inter-batch gap=0.0034s, avg compute=0.0177s
[train batch 1250] avg inter-batch gap=0.0028s, avg compute=0.0172s
[train batch 1300] avg inter-batch gap=0.0032s, avg compute=0.0178s
[train batch 1350] avg inter-batch gap=0.0026s, avg compute=0.0172s
[epoch 5] epoch_time=242.10s, inter-batch gap=0.0033s, compute=0.0178s
[train batch 50] avg inter-batch gap=0.0049s, avg compute=0.0189s
[train batch 100] avg inter-batch gap=0.0036s, avg compute=0.0178s
[train batch 150] avg inter-batch gap=0.0035s, avg compute=0.0175s
[train batch 200] avg inter-batch gap=0.0029s, avg compute=0.0174s
[train batch 250] avg inter-batch gap=0.0035s, avg compute=0.0181s
[train batch 300] avg inter-batch gap=0.0031s, avg compute=0.0175s
[train batch 350] avg inter-batch gap=0.0031s, avg compute=0.0175s
[train batch 400] avg inter-batch gap=0.0026s, avg compute=0.0171s
[train batch 450] avg inter-batch gap=0.0039s, avg compute=0.0182s
[train batch 500] avg inter-batch gap=0.0042s, avg compute=0.0184s
[train batch 550] avg inter-batch gap=0.0031s, avg compute=0.0176s
[train batch 600] avg inter-batch gap=0.0026s, avg compute=0.0172s
[train batch 650] avg inter-batch gap=0.0030s, avg compute=0.0175s
[train batch 700] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 750] avg inter-batch gap=0.0030s, avg compute=0.0175s
[train batch 800] avg inter-batch gap=0.0041s, avg compute=0.0187s
[train batch 850] avg inter-batch gap=0.0041s, avg compute=0.0184s
[train batch 900] avg inter-batch gap=0.0037s, avg compute=0.0182s
[train batch 950] avg inter-batch gap=0.0036s, avg compute=0.0181s
[train batch 1000] avg inter-batch gap=0.0033s, avg compute=0.0178s
[train batch 1050] avg inter-batch gap=0.0030s, avg compute=0.0173s
[train batch 1100] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 1150] avg inter-batch gap=0.0029s, avg compute=0.0173s
[train batch 1200] avg inter-batch gap=0.0031s, avg compute=0.0173s
[train batch 1250] avg inter-batch gap=0.0036s, avg compute=0.0181s
[train batch 1300] avg inter-batch gap=0.0032s, avg compute=0.0177s
[train batch 1350] avg inter-batch gap=0.0045s, avg compute=0.0186s
[epoch 6] epoch_time=242.45s, inter-batch gap=0.0035s, compute=0.0179s
[train batch 50] avg inter-batch gap=0.0034s, avg compute=0.0177s
[train batch 100] avg inter-batch gap=0.0027s, avg compute=0.0171s
[train batch 150] avg inter-batch gap=0.0034s, avg compute=0.0178s
[train batch 200] avg inter-batch gap=0.0028s, avg compute=0.0173s
[train batch 250] avg inter-batch gap=0.0031s, avg compute=0.0176s
[train batch 300] avg inter-batch gap=0.0031s, avg compute=0.0177s
[train batch 350] avg inter-batch gap=0.0034s, avg compute=0.0179s
[train batch 400] avg inter-batch gap=0.0032s, avg compute=0.0177s
[train batch 450] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 500] avg inter-batch gap=0.0033s, avg compute=0.0177s
[train batch 550] avg inter-batch gap=0.0034s, avg compute=0.0180s
[train batch 600] avg inter-batch gap=0.0033s, avg compute=0.0178s
[train batch 650] avg inter-batch gap=0.0027s, avg compute=0.0172s
[train batch 700] avg inter-batch gap=0.0043s, avg compute=0.0187s
[train batch 750] avg inter-batch gap=0.0034s, avg compute=0.0179s
[train batch 800] avg inter-batch gap=0.0040s, avg compute=0.0183s
[train batch 850] avg inter-batch gap=0.0031s, avg compute=0.0176s
[train batch 900] avg inter-batch gap=0.0037s, avg compute=0.0182s
[train batch 950] avg inter-batch gap=0.0033s, avg compute=0.0178s
[train batch 1000] avg inter-batch gap=0.0027s, avg compute=0.0170s
[train batch 1050] avg inter-batch gap=0.0031s, avg compute=0.0176s
[train batch 1100] avg inter-batch gap=0.0033s, avg compute=0.0177s
[train batch 1150] avg inter-batch gap=0.0030s, avg compute=0.0173s
[train batch 1200] avg inter-batch gap=0.0032s, avg compute=0.0175s
[train batch 1250] avg inter-batch gap=0.0031s, avg compute=0.0176s
[train batch 1300] avg inter-batch gap=0.0038s, avg compute=0.0181s
[train batch 1350] avg inter-batch gap=0.0033s, avg compute=0.0178s
[epoch 7] epoch_time=243.23s, inter-batch gap=0.0033s, compute=0.0177s
[train batch 50] avg inter-batch gap=0.0044s, avg compute=0.0185s
[train batch 100] avg inter-batch gap=0.0038s, avg compute=0.0180s
[train batch 150] avg inter-batch gap=0.0043s, avg compute=0.0186s
[train batch 200] avg inter-batch gap=0.0045s, avg compute=0.0188s
[train batch 250] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 300] avg inter-batch gap=0.0046s, avg compute=0.0187s
[train batch 350] avg inter-batch gap=0.0043s, avg compute=0.0185s
[train batch 400] avg inter-batch gap=0.0038s, avg compute=0.0181s
[train batch 450] avg inter-batch gap=0.0039s, avg compute=0.0181s
[train batch 500] avg inter-batch gap=0.0035s, avg compute=0.0180s
[train batch 550] avg inter-batch gap=0.0037s, avg compute=0.0181s
[train batch 600] avg inter-batch gap=0.0044s, avg compute=0.0184s
[train batch 650] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 700] avg inter-batch gap=0.0034s, avg compute=0.0177s
[train batch 750] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 800] avg inter-batch gap=0.0038s, avg compute=0.0181s
[train batch 850] avg inter-batch gap=0.0049s, avg compute=0.0189s
[train batch 900] avg inter-batch gap=0.0034s, avg compute=0.0176s
[train batch 950] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 1000] avg inter-batch gap=0.0044s, avg compute=0.0185s
[train batch 1050] avg inter-batch gap=0.0034s, avg compute=0.0176s
[train batch 1100] avg inter-batch gap=0.0043s, avg compute=0.0185s
[train batch 1150] avg inter-batch gap=0.0044s, avg compute=0.0187s
[train batch 1200] avg inter-batch gap=0.0044s, avg compute=0.0187s
[train batch 1250] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 1300] avg inter-batch gap=0.0039s, avg compute=0.0183s
[train batch 1350] avg inter-batch gap=0.0039s, avg compute=0.0181s
[epoch 8] epoch_time=245.74s, inter-batch gap=0.0040s, compute=0.0183s
[train batch 50] avg inter-batch gap=0.0041s, avg compute=0.0184s
[train batch 100] avg inter-batch gap=0.0034s, avg compute=0.0177s
[train batch 150] avg inter-batch gap=0.0042s, avg compute=0.0183s
[train batch 200] avg inter-batch gap=0.0045s, avg compute=0.0187s
[train batch 250] avg inter-batch gap=0.0038s, avg compute=0.0180s
[train batch 300] avg inter-batch gap=0.0045s, avg compute=0.0187s
[train batch 350] avg inter-batch gap=0.0053s, avg compute=0.0193s
[train batch 400] avg inter-batch gap=0.0040s, avg compute=0.0183s
[train batch 450] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 500] avg inter-batch gap=0.0041s, avg compute=0.0183s
[train batch 550] avg inter-batch gap=0.0040s, avg compute=0.0183s
[train batch 600] avg inter-batch gap=0.0046s, avg compute=0.0188s
[train batch 650] avg inter-batch gap=0.0038s, avg compute=0.0183s
[train batch 700] avg inter-batch gap=0.0038s, avg compute=0.0183s
[train batch 750] avg inter-batch gap=0.0040s, avg compute=0.0183s
[train batch 800] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 850] avg inter-batch gap=0.0041s, avg compute=0.0185s
[train batch 900] avg inter-batch gap=0.0035s, avg compute=0.0177s
[train batch 950] avg inter-batch gap=0.0036s, avg compute=0.0180s
[train batch 1000] avg inter-batch gap=0.0036s, avg compute=0.0178s
[train batch 1050] avg inter-batch gap=0.0050s, avg compute=0.0191s
[train batch 1100] avg inter-batch gap=0.0039s, avg compute=0.0183s
[train batch 1150] avg inter-batch gap=0.0034s, avg compute=0.0177s
[train batch 1200] avg inter-batch gap=0.0043s, avg compute=0.0186s
[train batch 1250] avg inter-batch gap=0.0041s, avg compute=0.0184s
[train batch 1300] avg inter-batch gap=0.0034s, avg compute=0.0178s
[train batch 1350] avg inter-batch gap=0.0043s, avg compute=0.0185s
[epoch 9] epoch_time=245.54s, inter-batch gap=0.0040s, compute=0.0183s
[train batch 50] avg inter-batch gap=0.0042s, avg compute=0.0184s
[train batch 100] avg inter-batch gap=0.0039s, avg compute=0.0184s
[train batch 150] avg inter-batch gap=0.0034s, avg compute=0.0177s
[train batch 200] avg inter-batch gap=0.0035s, avg compute=0.0180s
[train batch 250] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 300] avg inter-batch gap=0.0046s, avg compute=0.0188s
[train batch 350] avg inter-batch gap=0.0035s, avg compute=0.0179s
[train batch 400] avg inter-batch gap=0.0033s, avg compute=0.0178s
[train batch 450] avg inter-batch gap=0.0040s, avg compute=0.0185s
[train batch 500] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 550] avg inter-batch gap=0.0042s, avg compute=0.0185s
[train batch 600] avg inter-batch gap=0.0045s, avg compute=0.0183s
[train batch 650] avg inter-batch gap=0.0044s, avg compute=0.0186s
[train batch 700] avg inter-batch gap=0.0036s, avg compute=0.0178s
[train batch 750] avg inter-batch gap=0.0039s, avg compute=0.0182s
[train batch 800] avg inter-batch gap=0.0042s, avg compute=0.0186s
[train batch 850] avg inter-batch gap=0.0038s, avg compute=0.0181s
[train batch 900] avg inter-batch gap=0.0040s, avg compute=0.0184s
[train batch 950] avg inter-batch gap=0.0034s, avg compute=0.0178s
[train batch 1000] avg inter-batch gap=0.0043s, avg compute=0.0186s
[train batch 1050] avg inter-batch gap=0.0043s, avg compute=0.0186s
[train batch 1100] avg inter-batch gap=0.0035s, avg compute=0.0180s
[train batch 1150] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 1200] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 1250] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 1300] avg inter-batch gap=0.0039s, avg compute=0.0184s
[train batch 1350] avg inter-batch gap=0.0038s, avg compute=0.0183s
[epoch 10] epoch_time=256.06s, inter-batch gap=0.0039s, compute=0.0182s
[train batch 50] avg inter-batch gap=0.0042s, avg compute=0.0183s
[train batch 100] avg inter-batch gap=0.0044s, avg compute=0.0186s
[train batch 150] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 200] avg inter-batch gap=0.0033s, avg compute=0.0175s
[train batch 250] avg inter-batch gap=0.0036s, avg compute=0.0177s
[train batch 300] avg inter-batch gap=0.0040s, avg compute=0.0184s
[train batch 350] avg inter-batch gap=0.0040s, avg compute=0.0183s
[train batch 400] avg inter-batch gap=0.0039s, avg compute=0.0182s
[train batch 450] avg inter-batch gap=0.0042s, avg compute=0.0184s
[train batch 500] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 550] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 600] avg inter-batch gap=0.0034s, avg compute=0.0179s
[train batch 650] avg inter-batch gap=0.0044s, avg compute=0.0186s
[train batch 700] avg inter-batch gap=0.0042s, avg compute=0.0186s
[train batch 750] avg inter-batch gap=0.0041s, avg compute=0.0183s
[train batch 800] avg inter-batch gap=0.0035s, avg compute=0.0177s
[train batch 850] avg inter-batch gap=0.0043s, avg compute=0.0182s
[train batch 900] avg inter-batch gap=0.0033s, avg compute=0.0178s
[train batch 950] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 1000] avg inter-batch gap=0.0040s, avg compute=0.0184s
[train batch 1050] avg inter-batch gap=0.0043s, avg compute=0.0186s
[train batch 1100] avg inter-batch gap=0.0032s, avg compute=0.0176s
[train batch 1150] avg inter-batch gap=0.0041s, avg compute=0.0185s
[train batch 1200] avg inter-batch gap=0.0036s, avg compute=0.0178s
[train batch 1250] avg inter-batch gap=0.0040s, avg compute=0.0183s
[train batch 1300] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 1350] avg inter-batch gap=0.0036s, avg compute=0.0179s
[epoch 11] epoch_time=245.21s, inter-batch gap=0.0039s, compute=0.0181s
[train batch 50] avg inter-batch gap=0.0042s, avg compute=0.0185s
[train batch 100] avg inter-batch gap=0.0037s, avg compute=0.0180s
[train batch 150] avg inter-batch gap=0.0029s, avg compute=0.0174s
[train batch 200] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 250] avg inter-batch gap=0.0034s, avg compute=0.0175s
[train batch 300] avg inter-batch gap=0.0036s, avg compute=0.0178s
[train batch 350] avg inter-batch gap=0.0039s, avg compute=0.0178s
[train batch 400] avg inter-batch gap=0.0040s, avg compute=0.0180s
[train batch 450] avg inter-batch gap=0.0041s, avg compute=0.0183s
[train batch 500] avg inter-batch gap=0.0035s, avg compute=0.0178s
[train batch 550] avg inter-batch gap=0.0034s, avg compute=0.0176s
[train batch 600] avg inter-batch gap=0.0034s, avg compute=0.0178s
[train batch 650] avg inter-batch gap=0.0040s, avg compute=0.0182s
[train batch 700] avg inter-batch gap=0.0040s, avg compute=0.0181s
[train batch 750] avg inter-batch gap=0.0038s, avg compute=0.0182s
[train batch 800] avg inter-batch gap=0.0037s, avg compute=0.0181s
[train batch 850] avg inter-batch gap=0.0038s, avg compute=0.0181s
[train batch 900] avg inter-batch gap=0.0041s, avg compute=0.0183s
[train batch 950] avg inter-batch gap=0.0034s, avg compute=0.0179s
[train batch 1000] avg inter-batch gap=0.0042s, avg compute=0.0184s
[train batch 1050] avg inter-batch gap=0.0043s, avg compute=0.0186s
[train batch 1100] avg inter-batch gap=0.0042s, avg compute=0.0183s
[train batch 1150] avg inter-batch gap=0.0048s, avg compute=0.0189s
[train batch 1200] avg inter-batch gap=0.0040s, avg compute=0.0181s
[train batch 1250] avg inter-batch gap=0.0035s, avg compute=0.0177s
[train batch 1300] avg inter-batch gap=0.0037s, avg compute=0.0181s
[train batch 1350] avg inter-batch gap=0.0039s, avg compute=0.0182s
[epoch 12] epoch_time=244.62s, inter-batch gap=0.0038s, compute=0.0181s
[train batch 50] avg inter-batch gap=0.0042s, avg compute=0.0185s
[train batch 100] avg inter-batch gap=0.0039s, avg compute=0.0184s
[train batch 150] avg inter-batch gap=0.0046s, avg compute=0.0190s
[train batch 200] avg inter-batch gap=0.0036s, avg compute=0.0179s
[train batch 250] avg inter-batch gap=0.0038s, avg compute=0.0183s
