epoch,step,train_loss
0,0,0.10077536106109619
1,1,0.087221659719944
2,2,0.0800817459821701
3,3,0.07831644266843796
4,4,0.07979010790586472
5,5,0.08166228979825974
6,6,0.08215431123971939
7,7,0.08128014951944351
8,8,0.0797773227095604
9,9,0.07836043834686279
10,10,0.07748649269342422
11,11,0.07727939635515213
12,12,0.07758482545614243
13,13,0.07807880640029907
14,14,0.07845671474933624
15,15,0.07854799181222916
16,16,0.07834160327911377
17,17,0.07794445753097534
18,18,0.07750661671161652
19,19,0.07715681940317154
20,20,0.07697492092847824
21,21,0.0769738033413887
22,22,0.07709445804357529
23,23,0.07724827527999878
24,24,0.07733769714832306
25,25,0.07731545716524124
26,26,0.07719811052083969
27,27,0.0770435482263565
28,28,0.07691752165555954
29,29,0.07685943692922592
30,30,0.07687246799468994
31,31,0.07692465931177139
32,32,0.07696889340877533
33,33,0.07697097212076187
34,34,0.07692418247461319
35,35,0.07684604823589325
36,36,0.0767662525177002
37,37,0.07671128213405609
38,38,0.07669204473495483
39,39,0.07670136541128159
40,40,0.07671986520290375
41,41,0.07672715932130814
42,42,0.076713927090168
43,43,0.07668401300907135
44,44,0.07664907723665237
45,45,0.07662181556224823
46,46,0.07660844177007675
47,47,0.07660691440105438
48,48,0.07660933583974838
49,49,0.07660705596208572
