epoch,step,train_loss
0,1,0.19151251018047333
1,3,0.13852210342884064
2,5,0.10085467994213104
3,7,0.07554599642753601
4,9,0.059455014765262604
5,11,0.04997878521680832
6,13,0.04542027413845062
7,15,0.040972042828798294
8,17,0.03497571870684624
9,19,0.02895909734070301
10,21,0.025830445811152458
11,23,0.025764182209968567
12,25,0.026173923164606094
13,27,0.025736181065440178
14,29,0.025791995227336884
15,31,0.02645052969455719
16,33,0.026249760761857033
17,35,0.025271551683545113
18,37,0.02448367513716221
19,39,0.024500157684087753
20,41,0.02447470650076866
21,43,0.024340584874153137
22,45,0.024239979684352875
23,47,0.024372372776269913
24,49,0.0244202371686697
25,51,0.024292724207043648
26,53,0.024183185771107674
27,55,0.024166908115148544
28,57,0.02413206361234188
29,59,0.02410144731402397
30,61,0.024031586945056915
31,63,0.02404589205980301
32,65,0.024052774533629417
33,67,0.0240370724350214
34,69,0.024036163464188576
35,71,0.024028759449720383
36,73,0.024014122784137726
37,75,0.02399284392595291
38,77,0.023982586339116096
39,79,0.023980822414159775
40,81,0.023967182263731956
41,83,0.02396881766617298
42,85,0.023967327550053596
43,87,0.023971308022737503
44,89,0.023955626413226128
45,91,0.023946193978190422
46,93,0.0239399503916502
47,95,0.02392994426190853
48,97,0.02392416074872017
49,99,0.023925628513097763
