epoch,step,train_loss
0,3,0.1475372165441513
1,7,0.07685711979866028
2,11,0.04626083746552467
3,15,0.038183797150850296
4,19,0.028711780905723572
5,23,0.017251459881663322
6,27,0.012983200140297413
7,31,0.008583019487559795
8,35,0.008301280438899994
9,39,0.008396526798605919
10,43,0.00886395201086998
11,47,0.008135845884680748
12,51,0.00783604010939598
13,55,0.007499621715396643
14,59,0.00751973083242774
15,63,0.007500973530113697
16,67,0.007486798334866762
17,71,0.007420241832733154
18,75,0.007372177671641111
19,79,0.007390094920992851
20,83,0.007354568690061569
21,87,0.007346934638917446
22,91,0.007315455004572868
23,95,0.0072983610443770885
24,99,0.007288586348295212
25,103,0.007275639101862907
26,107,0.007269332185387611
27,111,0.007257385645061731
28,115,0.007256610319018364
29,119,0.007249248679727316
30,123,0.007239527069032192
31,127,0.007238292600959539
32,131,0.007234233431518078
33,135,0.007226350251585245
34,139,0.007220083847641945
35,143,0.007221604697406292
36,147,0.007220601662993431
37,151,0.00721636600792408
38,155,0.007218434941023588
39,159,0.007214949931949377
40,163,0.007215616758912802
41,167,0.0072053601033985615
42,171,0.007210541516542435
43,175,0.007216440048068762
44,179,0.007211931981146336
45,183,0.0072046564891934395
46,187,0.007198866456747055
47,191,0.0071999006904661655
48,195,0.007198066916316748
49,199,0.007202412001788616
