epoch,step,train_loss
0,6,0.12581153213977814
1,13,0.030658608302474022
2,20,0.007244627922773361
3,27,0.005286060739308596
4,34,0.0037157628685235977
5,41,0.0024202056229114532
6,48,0.002470482373610139
7,55,0.002129077445715666
8,62,0.002023948123678565
9,69,0.001979443011805415
10,76,0.0019379003206267953
11,83,0.0019266897579655051
12,90,0.0019135623006150126
13,97,0.0019129678839817643
14,104,0.001912434701807797
15,111,0.0019104245584458113
16,118,0.0019104459788650274
17,125,0.0019108286360278726
18,132,0.0019105017418041825
19,139,0.0019093918381258845
20,146,0.0019102896330878139
21,153,0.0019090159330517054
22,160,0.0019087906694039702
23,167,0.001909833517856896
24,174,0.0019118551863357425
25,181,0.0019100341014564037
26,188,0.0019108529668301344
27,195,0.0019090865971520543
28,202,0.0019085262902081013
29,209,0.001908618025481701
30,216,0.0019078705227002501
31,223,0.0019074120791628957
32,230,0.0019072212744504213
33,237,0.0019074828596785665
34,244,0.0019078166224062443
35,251,0.0019102268852293491
36,258,0.0019087581895291805
37,265,0.0019077135948464274
38,272,0.0019095375901088119
39,279,0.0019066131208091974
40,286,0.0019116817275062203
41,293,0.0019080571364611387
42,300,0.0019076524768024683
43,307,0.0019071206916123629
44,314,0.0019074842566624284
45,321,0.0019133012974634767
46,328,0.0019102776423096657
47,335,0.0019089155830442905
48,342,0.0019077752949669957
49,349,0.0019103502854704857
