"Step","train_mp3 - val_mean_loss_step","train_mp3 - val_mean_loss_step__MIN","train_mp3 - val_mean_loss_step__MAX","train_mp2 - val_mean_loss_step","train_mp2 - val_mean_loss_step__MIN","train_mp2 - val_mean_loss_step__MAX"
"1923","0.007707288954406977","0.007707288954406977","0.007707288954406977","0.008346866816282272","0.008346866816282272","0.008346866816282272"
"1924","0.008221148513257504","0.008221148513257504","0.008221148513257504","0.008528226055204868","0.008528226055204868","0.008528226055204868"
"1925","0.007514343596994877","0.007514343596994877","0.007514343596994877","0.008445714600384235","0.008445714600384235","0.008445714600384235"
"1928","0.007456929422914982","0.007456929422914982","0.007456929422914982","0.010112944059073925","0.010112944059073925","0.010112944059073925"
"1930","0.007870166562497616","0.007870166562497616","0.007870166562497616","0.011225314810872078","0.011225314810872078","0.011225314810872078"
"1931","0.007763301022350788","0.007763301022350788","0.007763301022350788","0.011488523334264755","0.011488523334264755","0.011488523334264755"
"1932","0.008145744912326336","0.008145744912326336","0.008145744912326336","0.011735525913536549","0.011735525913536549","0.011735525913536549"
"1933","0.009050482884049416","0.009050482884049416","0.009050482884049416","0.012441848404705524","0.012441848404705524","0.012441848404705524"
"1936","0.011893014423549175","0.011893014423549175","0.011893014423549175","0.007139595691114664","0.007139595691114664","0.007139595691114664"
"1937","0.0093167619779706","0.0093167619779706","0.0093167619779706","0.007659134455025196","0.007659134455025196","0.007659134455025196"
"1939","0.0037285704165697098","0.0037285704165697098","0.0037285704165697098","0.006376424338668585","0.006376424338668585","0.006376424338668585"
"1941","0.0054809339344501495","0.0054809339344501495","0.0054809339344501495","0.006187449209392071","0.006187449209392071","0.006187449209392071"
"1942","0.00584822241216898","0.00584822241216898","0.00584822241216898","0.007348738610744476","0.007348738610744476","0.007348738610744476"
"1943","0.007522518280893564","0.007522518280893564","0.007522518280893564","0.009367802180349827","0.009367802180349827","0.009367802180349827"
"1945","0.007230930030345917","0.007230930030345917","0.007230930030345917","0.00832356046885252","0.00832356046885252","0.00832356046885252"
"1947","0.00844720471650362","0.00844720471650362","0.00844720471650362","0.009418240748345852","0.009418240748345852","0.009418240748345852"
"1948","0.008052569814026356","0.008052569814026356","0.008052569814026356","0.00889028050005436","0.00889028050005436","0.00889028050005436"
"1949","0.00847089197486639","0.00847089197486639","0.00847089197486639","0.008663717657327652","0.008663717657327652","0.008663717657327652"
"1950","0.008504060097038746","0.008504060097038746","0.008504060097038746","0.008459284901618958","0.008459284901618958","0.008459284901618958"
"1951","0.00845047365874052","0.00845047365874052","0.00845047365874052","0.008409792557358742","0.008409792557358742","0.008409792557358742"
"1953","0.008362100459635258","0.008362100459635258","0.008362100459635258","0.008309087716042995","0.008309087716042995","0.008309087716042995"
"1954","0.008689462207257748","0.008689462207257748","0.008689462207257748","0.008347545750439167","0.008347545750439167","0.008347545750439167"
"1955","0.008816055953502655","0.008816055953502655","0.008816055953502655","0.009015100076794624","0.009015100076794624","0.009015100076794624"
"1956","0.008090458810329437","0.008090458810329437","0.008090458810329437","0.0079335393384099","0.0079335393384099","0.0079335393384099"
"1959","0.008007473312318325","0.008007473312318325","0.008007473312318325","0.008427145890891552","0.008427145890891552","0.008427145890891552"
"1960","0.00900648720562458","0.00900648720562458","0.00900648720562458","0.009288310073316097","0.009288310073316097","0.009288310073316097"
"1963","0.008594853803515434","0.008594853803515434","0.008594853803515434","0.008915371261537075","0.008915371261537075","0.008915371261537075"
"1964","0.008079424500465393","0.008079424500465393","0.008079424500465393","0.008841676637530327","0.008841676637530327","0.008841676637530327"
"1965","0.008243369869887829","0.008243369869887829","0.008243369869887829","0.008229396305978298","0.008229396305978298","0.008229396305978298"
"1966","0.008642785251140594","0.008642785251140594","0.008642785251140594","0.008861638605594635","0.008861638605594635","0.008861638605594635"
"1967","0.007286065258085728","0.007286065258085728","0.007286065258085728","0.007562554907053709","0.007562554907053709","0.007562554907053709"
"1968","0.008584821596741676","0.008584821596741676","0.008584821596741676","0.00786520540714264","0.00786520540714264","0.00786520540714264"
"1969","0.008445851504802704","0.008445851504802704","0.008445851504802704","0.007638473995029926","0.007638473995029926","0.007638473995029926"
"1970","0.007296237628906965","0.007296237628906965","0.007296237628906965","0.006515153683722019","0.006515153683722019","0.006515153683722019"
"1971","0.008335793390870094","0.008335793390870094","0.008335793390870094","0.006940225604921579","0.006940225604921579","0.006940225604921579"
"1973","0.006948512978851795","0.006948512978851795","0.006948512978851795","0.0055509302765131","0.0055509302765131","0.0055509302765131"
"1974","0.007678436581045389","0.007678436581045389","0.007678436581045389","0.005379021167755127","0.005379021167755127","0.005379021167755127"
"1976","0.006255319807678461","0.006255319807678461","0.006255319807678461","0.005409521050751209","0.005409521050751209","0.005409521050751209"
"1979","0.007537592202425003","0.007537592202425003","0.007537592202425003","0.009239908307790756","0.009239908307790756","0.009239908307790756"
"1980","0.007003720384091139","0.007003720384091139","0.007003720384091139","0.010762847028672695","0.010762847028672695","0.010762847028672695"
"1981","0.004681040998548269","0.004681040998548269","0.004681040998548269","0.008880986832082272","0.008880986832082272","0.008880986832082272"
"3887","0.0066642179153859615","0.0066642179153859615","0.0066642179153859615","0.006307657808065414","0.006307657808065414","0.006307657808065414"
"3888","0.0058988905511796474","0.0058988905511796474","0.0058988905511796474","0.005597881972789764","0.005597881972789764","0.005597881972789764"
"3889","0.0055681574158370495","0.0055681574158370495","0.0055681574158370495","0.006096409168094397","0.006096409168094397","0.006096409168094397"
"3890","0.007336846087127924","0.007336846087127924","0.007336846087127924","0.005469928495585918","0.005469928495585918","0.005469928495585918"
"3891","0.006830845959484577","0.006830845959484577","0.006830845959484577","0.005566855892539024","0.005566855892539024","0.005566855892539024"
"3892","0.0065739573910832405","0.0065739573910832405","0.0065739573910832405","0.0056588067673146725","0.0056588067673146725","0.0056588067673146725"
"3893","0.004921569488942623","0.004921569488942623","0.004921569488942623","0.005068786442279816","0.005068786442279816","0.005068786442279816"
"3895","0.004678471479564905","0.004678471479564905","0.004678471479564905","0.005287375766783953","0.005287375766783953","0.005287375766783953"
"3896","0.004352500196546316","0.004352500196546316","0.004352500196546316","0.005053433123975992","0.005053433123975992","0.005053433123975992"
"3898","0.004435473587363958","0.004435473587363958","0.004435473587363958","0.005164714064449072","0.005164714064449072","0.005164714064449072"
"3899","0.004371789284050465","0.004371789284050465","0.004371789284050465","0.004836097825318575","0.004836097825318575","0.004836097825318575"
"3900","0.004794084932655096","0.004794084932655096","0.004794084932655096","0.005373021587729454","0.005373021587729454","0.005373021587729454"
"3901","0.004385554697364569","0.004385554697364569","0.004385554697364569","0.004946648608893156","0.004946648608893156","0.004946648608893156"
"3902","0.004516740329563618","0.004516740329563618","0.004516740329563618","0.004920960869640112","0.004920960869640112","0.004920960869640112"
"3903","0.0046326941810548306","0.0046326941810548306","0.0046326941810548306","0.005082794465124607","0.005082794465124607","0.005082794465124607"
"3904","0.00433912081643939","0.00433912081643939","0.00433912081643939","0.00487813726067543","0.00487813726067543","0.00487813726067543"
"3905","0.004693176597356796","0.004693176597356796","0.004693176597356796","0.005086034070700407","0.005086034070700407","0.005086034070700407"
"3906","0.004595407284796238","0.004595407284796238","0.004595407284796238","0.004852898418903351","0.004852898418903351","0.004852898418903351"
"3907","0.004334751050919294","0.004334751050919294","0.004334751050919294","0.004894646350294352","0.004894646350294352","0.004894646350294352"
"3909","0.004589203279465437","0.004589203279465437","0.004589203279465437","0.004978668875992298","0.004978668875992298","0.004978668875992298"
"3910","0.00436096778139472","0.00436096778139472","0.00436096778139472","0.004851788282394409","0.004851788282394409","0.004851788282394409"
"3911","0.004623331129550934","0.004623331129550934","0.004623331129550934","0.005033975932747126","0.005033975932747126","0.005033975932747126"
"3913","0.0043506380170583725","0.0043506380170583725","0.0043506380170583725","0.0047838399186730385","0.0047838399186730385","0.0047838399186730385"
"3914","0.0046890126541256905","0.0046890126541256905","0.0046890126541256905","0.005200560670346022","0.005200560670346022","0.005200560670346022"
"3916","0.004569565877318382","0.004569565877318382","0.004569565877318382","0.005014259368181229","0.005014259368181229","0.005014259368181229"
"3918","0.005029925610870123","0.005029925610870123","0.005029925610870123","0.005012430250644684","0.005012430250644684","0.005012430250644684"
"3919","0.004675110802054405","0.004675110802054405","0.004675110802054405","0.005552687216550112","0.005552687216550112","0.005552687216550112"
"3920","0.005162338260561228","0.005162338260561228","0.005162338260561228","0.005583393853157759","0.005583393853157759","0.005583393853157759"
"3923","0.0059619140811264515","0.0059619140811264515","0.0059619140811264515","0.0059343259781599045","0.0059343259781599045","0.0059343259781599045"
"3925","0.006044072564691305","0.006044072564691305","0.006044072564691305","0.006462899502366781","0.006462899502366781","0.006462899502366781"
"3927","0.005565199535340071","0.005565199535340071","0.005565199535340071","0.006666898727416992","0.006666898727416992","0.006666898727416992"
"3929","0.0061312164179980755","0.0061312164179980755","0.0061312164179980755","0.005798068828880787","0.005798068828880787","0.005798068828880787"
"3930","0.004949883092194796","0.004949883092194796","0.004949883092194796","0.005225280299782753","0.005225280299782753","0.005225280299782753"
"3936","0.004711989313364029","0.004711989313364029","0.004711989313364029","0.0058760023675858974","0.0058760023675858974","0.0058760023675858974"
"3937","0.004875305574387312","0.004875305574387312","0.004875305574387312","0.005178185645490885","0.005178185645490885","0.005178185645490885"
"3938","0.0045259869657456875","0.0045259869657456875","0.0045259869657456875","0.004845687188208103","0.004845687188208103","0.004845687188208103"
"3940","0.0043331291526556015","0.0043331291526556015","0.0043331291526556015","0.004230782389640808","0.004230782389640808","0.004230782389640808"
"3941","0.0042333584278821945","0.0042333584278821945","0.0042333584278821945","0.004354121163487434","0.004354121163487434","0.004354121163487434"
"3944","0.004517877008765936","0.004517877008765936","0.004517877008765936","0.004367481451481581","0.004367481451481581","0.004367481451481581"
"3945","0.004242901224642992","0.004242901224642992","0.004242901224642992","0.004025254398584366","0.004025254398584366","0.004025254398584366"
"3947","0.004351794254034758","0.004351794254034758","0.004351794254034758","0.004159201867878437","0.004159201867878437","0.004159201867878437"
"3948","0.004222866613417864","0.004222866613417864","0.004222866613417864","0.00398588040843606","0.00398588040843606","0.00398588040843606"
"3950","0.004537670873105526","0.004537670873105526","0.004537670873105526","0.004203981254249811","0.004203981254249811","0.004203981254249811"
"3951","0.004205545876175165","0.004205545876175165","0.004205545876175165","0.004088049754500389","0.004088049754500389","0.004088049754500389"
"3952","0.004370912443846464","0.004370912443846464","0.004370912443846464","0.004096777178347111","0.004096777178347111","0.004096777178347111"
"3954","0.004031679127365351","0.004031679127365351","0.004031679127365351","0.004259669687598944","0.004259669687598944","0.004259669687598944"
"3955","0.0047324965707957745","0.0047324965707957745","0.0047324965707957745","0.004444510210305452","0.004444510210305452","0.004444510210305452"
"3956","0.004579332657158375","0.004579332657158375","0.004579332657158375","0.004431625362485647","0.004431625362485647","0.004431625362485647"
"3958","0.004515675362199545","0.004515675362199545","0.004515675362199545","0.004653346259146929","0.004653346259146929","0.004653346259146929"
"3959","0.004693776834756136","0.004693776834756136","0.004693776834756136","0.0048304409720003605","0.0048304409720003605","0.0048304409720003605"
"3960","0.004086350090801716","0.004086350090801716","0.004086350090801716","0.004846017807722092","0.004846017807722092","0.004846017807722092"
"3961","0.004513817373663187","0.004513817373663187","0.004513817373663187","0.005077398847788572","0.005077398847788572","0.005077398847788572"
"3962","0.004275873769074678","0.004275873769074678","0.004275873769074678","0.005235925316810608","0.005235925316810608","0.005235925316810608"
"3964","0.004417411983013153","0.004417411983013153","0.004417411983013153","0.005547961685806513","0.005547961685806513","0.005547961685806513"
"3965","0.004074597265571356","0.004074597265571356","0.004074597265571356","0.0051522646099328995","0.0051522646099328995","0.0051522646099328995"
"3966","0.003994795493781567","0.003994795493781567","0.003994795493781567","0.005287911277264357","0.005287911277264357","0.005287911277264357"
"3968","0.00415127445012331","0.00415127445012331","0.00415127445012331","0.005378255620598793","0.005378255620598793","0.005378255620598793"
"3969","0.004449604079127312","0.004449604079127312","0.004449604079127312","0.005863619036972523","0.005863619036972523","0.005863619036972523"
"3971","0.004471979569643736","0.004471979569643736","0.004471979569643736","0.005576781928539276","0.005576781928539276","0.005576781928539276"
"5877","0.01508739311248064","0.01508739311248064","0.01508739311248064","0.00947628915309906","0.00947628915309906","0.00947628915309906"
"5878","0.015855878591537476","0.015855878591537476","0.015855878591537476","0.009106302633881569","0.009106302633881569","0.009106302633881569"
"5879","0.01688477396965027","0.01688477396965027","0.01688477396965027","0.00959992129355669","0.00959992129355669","0.00959992129355669"
"5880","0.011987601406872272","0.011987601406872272","0.011987601406872272","0.011050532571971416","0.011050532571971416","0.011050532571971416"
"5881","0.010863450355827808","0.010863450355827808","0.010863450355827808","0.012022714130580425","0.012022714130580425","0.012022714130580425"
"5882","0.009012897498905659","0.009012897498905659","0.009012897498905659","0.013467960059642792","0.013467960059642792","0.013467960059642792"
"5884","0.00749293714761734","0.00749293714761734","0.00749293714761734","0.015453847125172615","0.015453847125172615","0.015453847125172615"
"5889","0.008067619986832142","0.008067619986832142","0.008067619986832142","0.018157100304961205","0.018157100304961205","0.018157100304961205"
"5891","0.008642638102173805","0.008642638102173805","0.008642638102173805","0.01890462636947632","0.01890462636947632","0.01890462636947632"
"5892","0.008178243413567543","0.008178243413567543","0.008178243413567543","0.018781764432787895","0.018781764432787895","0.018781764432787895"
"5894","0.008040285669267178","0.008040285669267178","0.008040285669267178","0.01850435510277748","0.01850435510277748","0.01850435510277748"
"5896","0.008069152012467384","0.008069152012467384","0.008069152012467384","0.01928228698670864","0.01928228698670864","0.01928228698670864"
"5899","0.0077005415223538876","0.0077005415223538876","0.0077005415223538876","0.01924309693276882","0.01924309693276882","0.01924309693276882"
"5900","0.007235819008201361","0.007235819008201361","0.007235819008201361","0.01781989075243473","0.01781989075243473","0.01781989075243473"
"5901","0.007641399744898081","0.007641399744898081","0.007641399744898081","0.018787121400237083","0.018787121400237083","0.018787121400237083"
"5902","0.007556896656751633","0.007556896656751633","0.007556896656751633","0.018493253737688065","0.018493253737688065","0.018493253737688065"
"5903","0.007155109196901321","0.007155109196901321","0.007155109196901321","0.01769554428756237","0.01769554428756237","0.01769554428756237"
"5904","0.007476718630641699","0.007476718630641699","0.007476718630641699","0.01843443512916565","0.01843443512916565","0.01843443512916565"
"5908","0.007629427593201399","0.007629427593201399","0.007629427593201399","0.015835581347346306","0.015835581347346306","0.015835581347346306"
"5909","0.007294414099305868","0.007294414099305868","0.007294414099305868","0.016264483332633972","0.016264483332633972","0.016264483332633972"
"5916","0.013420800678431988","0.013420800678431988","0.013420800678431988","0.00794852152466774","0.00794852152466774","0.00794852152466774"
"5918","0.011812157928943634","0.011812157928943634","0.011812157928943634","0.00598225649446249","0.00598225649446249","0.00598225649446249"
"5920","0.004742524120956659","0.004742524120956659","0.004742524120956659","0.007246516644954681","0.007246516644954681","0.007246516644954681"
"5927","0.014630830846726894","0.014630830846726894","0.014630830846726894","0.04474739730358124","0.04474739730358124","0.04474739730358124"
"5928","0.01546232309192419","0.01546232309192419","0.01546232309192419","0.0388847291469574","0.0388847291469574","0.0388847291469574"
"5929","0.014383380301296711","0.014383380301296711","0.014383380301296711","0.038378383964300156","0.038378383964300156","0.038378383964300156"
"5930","0.013191121630370617","0.013191121630370617","0.013191121630370617","0.03418208286166191","0.03418208286166191","0.03418208286166191"
"5931","0.013334283605217934","0.013334283605217934","0.013334283605217934","0.031786926090717316","0.031786926090717316","0.031786926090717316"
"5932","0.012284948490560055","0.012284948490560055","0.012284948490560055","0.031124858185648918","0.031124858185648918","0.031124858185648918"
"5933","0.011202407069504261","0.011202407069504261","0.011202407069504261","0.02830106019973755","0.02830106019973755","0.02830106019973755"
"5934","0.011445920914411545","0.011445920914411545","0.011445920914411545","0.02781113050878048","0.02781113050878048","0.02781113050878048"
"5936","0.009753305464982986","0.009753305464982986","0.009753305464982986","0.02428378537297249","0.02428378537297249","0.02428378537297249"
"5937","0.009850895963609219","0.009850895963609219","0.009850895963609219","0.025212837383151054","0.025212837383151054","0.025212837383151054"
"5938","0.00934644229710102","0.00934644229710102","0.00934644229710102","0.024901462718844414","0.024901462718844414","0.024901462718844414"
"5940","0.00933108665049076","0.00933108665049076","0.00933108665049076","0.024233032017946243","0.024233032017946243","0.024233032017946243"
"5941","0.008521970361471176","0.008521970361471176","0.008521970361471176","0.021628493443131447","0.021628493443131447","0.021628493443131447"
"5942","0.008350803516805172","0.008350803516805172","0.008350803516805172","0.020919475704431534","0.020919475704431534","0.020919475704431534"
"5944","0.007844883017241955","0.007844883017241955","0.007844883017241955","0.01952276937663555","0.01952276937663555","0.01952276937663555"
"5945","0.008484721183776855","0.008484721183776855","0.008484721183776855","0.019829152151942253","0.019829152151942253","0.019829152151942253"
"5947","0.007370171137154102","0.007370171137154102","0.007370171137154102","0.017046814784407616","0.017046814784407616","0.017046814784407616"
"5950","0.007203980814665556","0.007203980814665556","0.007203980814665556","0.015364401042461395","0.015364401042461395","0.015364401042461395"
"5951","0.008279533125460148","0.008279533125460148","0.008279533125460148","0.0161766167730093","0.0161766167730093","0.0161766167730093"
"5953","0.007195526268333197","0.007195526268333197","0.007195526268333197","0.013773581944406033","0.013773581944406033","0.013773581944406033"
"5954","0.007471853401511908","0.007471853401511908","0.007471853401511908","0.01476962585002184","0.01476962585002184","0.01476962585002184"
"5956","0.00676463870331645","0.00676463870331645","0.00676463870331645","0.013665582053363323","0.013665582053363323","0.013665582053363323"
"5959","0.01642809621989727","0.01642809621989727","0.01642809621989727","0.02687167562544346","0.02687167562544346","0.02687167562544346"
"5960","0.02729424275457859","0.02729424275457859","0.02729424275457859","0.032827384769916534","0.032827384769916534","0.032827384769916534"
"5961","0.02297879010438919","0.02297879010438919","0.02297879010438919","0.024508070200681686","0.024508070200681686","0.024508070200681686"
"7867","0.006499737501144409","0.006499737501144409","0.006499737501144409","0.02802146039903164","0.02802146039903164","0.02802146039903164"
"7868","0.005782881285995245","0.005782881285995245","0.005782881285995245","0.028046945109963417","0.028046945109963417","0.028046945109963417"
"7870","0.004973275121301413","0.004973275121301413","0.004973275121301413","0.021051974967122078","0.021051974967122078","0.021051974967122078"
"7872","0.002890239004045725","0.002890239004045725","0.002890239004045725","0.01863425225019455","0.01863425225019455","0.01863425225019455"
"7877","0.002765132812783122","0.002765132812783122","0.002765132812783122","0.017209354788064957","0.017209354788064957","0.017209354788064957"
"7879","0.002679311204701662","0.002679311204701662","0.002679311204701662","0.01781659945845604","0.01781659945845604","0.01781659945845604"
"7881","0.0028611288871616125","0.0028611288871616125","0.0028611288871616125","0.018667500466108322","0.018667500466108322","0.018667500466108322"
"7884","0.0025210257153958082","0.0025210257153958082","0.0025210257153958082","0.018877683207392693","0.018877683207392693","0.018877683207392693"
"7885","0.0028201101813465357","0.0028201101813465357","0.0028201101813465357","0.019281962886452675","0.019281962886452675","0.019281962886452675"
"7887","0.0022119663190096617","0.0022119663190096617","0.0022119663190096617","0.01818118989467621","0.01818118989467621","0.01818118989467621"
"7888","0.002689923159778118","0.002689923159778118","0.002689923159778118","0.020000260323286057","0.020000260323286057","0.020000260323286057"
"7889","0.002573348581790924","0.002573348581790924","0.002573348581790924","0.020426398143172264","0.020426398143172264","0.020426398143172264"
"7891","0.0025499758776277304","0.0025499758776277304","0.0025499758776277304","0.020631907507777214","0.020631907507777214","0.020631907507777214"
"7892","0.002432770561426878","0.002432770561426878","0.002432770561426878","0.02074272371828556","0.02074272371828556","0.02074272371828556"
"7895","0.0023277748841792345","0.0023277748841792345","0.0023277748841792345","0.02040710859000683","0.02040710859000683","0.02040710859000683"
"7898","0.0023894954938441515","0.0023894954938441515","0.0023894954938441515","0.021666603162884712","0.021666603162884712","0.021666603162884712"
"7899","0.0030552211683243513","0.0030552211683243513","0.0030552211683243513","0.021258410066366196","0.021258410066366196","0.021258410066366196"
"7901","0.0029427253175526857","0.0029427253175526857","0.0029427253175526857","0.02216421626508236","0.02216421626508236","0.02216421626508236"
"7902","0.0033521701116114855","0.0033521701116114855","0.0033521701116114855","0.02192939817905426","0.02192939817905426","0.02192939817905426"
"7903","0.003723330097272992","0.003723330097272992","0.003723330097272992","0.024682410061359406","0.024682410061359406","0.024682410061359406"
"7905","0.0047889091074466705","0.0047889091074466705","0.0047889091074466705","0.023701516911387444","0.023701516911387444","0.023701516911387444"
"7906","0.005240076221525669","0.005240076221525669","0.005240076221525669","0.022554514929652214","0.022554514929652214","0.022554514929652214"
"7911","0.0019763458985835314","0.0019763458985835314","0.0019763458985835314","0.012885344214737415","0.012885344214737415","0.012885344214737415"
"7912","0.004016894847154617","0.004016894847154617","0.004016894847154617","0.013461056165397167","0.013461056165397167","0.013461056165397167"
"7914","0.006598053965717554","0.006598053965717554","0.006598053965717554","0.01718652807176113","0.01718652807176113","0.01718652807176113"
"7915","0.0055237277410924435","0.0055237277410924435","0.0055237277410924435","0.016334859654307365","0.016334859654307365","0.016334859654307365"
"7916","0.006808602716773748","0.006808602716773748","0.006808602716773748","0.018173476681113243","0.018173476681113243","0.018173476681113243"
"7917","0.006015624850988388","0.006015624850988388","0.006015624850988388","0.019149040803313255","0.019149040803313255","0.019149040803313255"
"7920","0.0047493986785411835","0.0047493986785411835","0.0047493986785411835","0.01881656050682068","0.01881656050682068","0.01881656050682068"
"7921","0.004428200423717499","0.004428200423717499","0.004428200423717499","0.01868462935090065","0.01868462935090065","0.01868462935090065"
"7925","0.003146680537611246","0.003146680537611246","0.003146680537611246","0.01933884434401989","0.01933884434401989","0.01933884434401989"
"7926","0.0028556089382618666","0.0028556089382618666","0.0028556089382618666","0.01850966177880764","0.01850966177880764","0.01850966177880764"
"7927","0.002709271153435111","0.002709271153435111","0.002709271153435111","0.01845412701368332","0.01845412701368332","0.01845412701368332"
"7928","0.002587929368019104","0.002587929368019104","0.002587929368019104","0.019692761823534966","0.019692761823534966","0.019692761823534966"
"7929","0.0022460774052888155","0.0022460774052888155","0.0022460774052888155","0.01931055262684822","0.01931055262684822","0.01931055262684822"
"7930","0.0023812546860426664","0.0023812546860426664","0.0023812546860426664","0.019731951877474785","0.019731951877474785","0.019731951877474785"
"7931","0.0020725291687995195","0.0020725291687995195","0.0020725291687995195","0.019212782382965088","0.019212782382965088","0.019212782382965088"
"7934","0.0017827515257522464","0.0017827515257522464","0.0017827515257522464","0.018905747681856155","0.018905747681856155","0.018905747681856155"
"7936","0.001844300888478756","0.001844300888478756","0.001844300888478756","0.02056809328496456","0.02056809328496456","0.02056809328496456"
"7937","0.001600376213900745","0.001600376213900745","0.001600376213900745","0.01749504543840885","0.01749504543840885","0.01749504543840885"
"7942","0.00205944268964231","0.00205944268964231","0.00205944268964231","0.017675328999757767","0.017675328999757767","0.017675328999757767"
"7943","0.0017521418631076813","0.0017521418631076813","0.0017521418631076813","0.01578243263065815","0.01578243263065815","0.01578243263065815"
"7944","0.0019734131637960672","0.0019734131637960672","0.0019734131637960672","0.015906354412436485","0.015906354412436485","0.015906354412436485"
"7945","0.0017193245002999902","0.0017193245002999902","0.0017193245002999902","0.013578051701188087","0.013578051701188087","0.013578051701188087"
"7947","0.002291881013661623","0.002291881013661623","0.002291881013661623","0.014619690366089344","0.014619690366089344","0.014619690366089344"
"7948","0.0053785936906933784","0.0053785936906933784","0.0053785936906933784","0.014439724385738373","0.014439724385738373","0.014439724385738373"
"7949","0.007216410245746374","0.007216410245746374","0.007216410245746374","0.015716522932052612","0.015716522932052612","0.015716522932052612"
"7950","0.012591260485351086","0.012591260485351086","0.012591260485351086","0.015860941261053085","0.015860941261053085","0.015860941261053085"
"7951","0.009724500589072704","0.009724500589072704","0.009724500589072704","0.012814732268452644","0.012814732268452644","0.012814732268452644"
"9860","0.005800997372716665","0.005800997372716665","0.005800997372716665","0.003320832271128893","0.003320832271128893","0.003320832271128893"
"9863","0.005660476628690958","0.005660476628690958","0.005660476628690958","0.0026147726457566023","0.0026147726457566023","0.0026147726457566023"
"9865","0.005946645047515631","0.005946645047515631","0.005946645047515631","0.002895698416978121","0.002895698416978121","0.002895698416978121"
"9867","0.005998693872243166","0.005998693872243166","0.005998693872243166","0.0029633683152496815","0.0029633683152496815","0.0029633683152496815"
"9869","0.00580840278416872","0.00580840278416872","0.00580840278416872","0.002990166423842311","0.002990166423842311","0.002990166423842311"
"9871","0.0059946440160274506","0.0059946440160274506","0.0059946440160274506","0.0030758287757635117","0.0030758287757635117","0.0030758287757635117"
"9872","0.00601209094747901","0.00601209094747901","0.00601209094747901","0.003028345527127385","0.003028345527127385","0.003028345527127385"
"9876","0.00618047034367919","0.00618047034367919","0.00618047034367919","0.0030865990556776524","0.0030865990556776524","0.0030865990556776524"
"9877","0.00590278347954154","0.00590278347954154","0.00590278347954154","0.002864983631297946","0.002864983631297946","0.002864983631297946"
"9878","0.00627730181440711","0.00627730181440711","0.00627730181440711","0.0030650272965431213","0.0030650272965431213","0.0030650272965431213"
"9879","0.0063667865470051765","0.0063667865470051765","0.0063667865470051765","0.0031147142872214317","0.0031147142872214317","0.0031147142872214317"
"9881","0.006293301936239004","0.006293301936239004","0.006293301936239004","0.0031064441427588463","0.0031064441427588463","0.0031064441427588463"
"9883","0.0058641573414206505","0.0058641573414206505","0.0058641573414206505","0.0031500353943556547","0.0031500353943556547","0.0031500353943556547"
"9884","0.006483086850494146","0.006483086850494146","0.006483086850494146","0.003277415409684181","0.003277415409684181","0.003277415409684181"
"9886","0.005962304305285215","0.005962304305285215","0.005962304305285215","0.003370764199644327","0.003370764199644327","0.003370764199644327"
"9888","0.005653757136315107","0.005653757136315107","0.005653757136315107","0.0034519433975219727","0.0034519433975219727","0.0034519433975219727"
