"Step","train_mp3 - val_batch_energy_rel_error","train_mp3 - val_batch_energy_rel_error__MIN","train_mp3 - val_batch_energy_rel_error__MAX","train_mp2 - val_batch_energy_rel_error","train_mp2 - val_batch_energy_rel_error__MIN","train_mp2 - val_batch_energy_rel_error__MAX"
"1971","0.07246866822242737","0.07246866822242737","0.07246866822242737","0.21436429023742676","0.21436429023742676","0.21436429023742676"
"1973","0.07867056876420975","0.07867056876420975","0.07867056876420975","0.18710997700691223","0.18710997700691223","0.18710997700691223"
"1974","0.0909995436668396","0.0909995436668396","0.0909995436668396","0.17827481031417847","0.17827481031417847","0.17827481031417847"
"1976","0.14602169394493103","0.14602169394493103","0.14602169394493103","0.12248280644416809","0.12248280644416809","0.12248280644416809"
"1979","0.2926711440086365","0.2926711440086365","0.2926711440086365","0.21379417181015015","0.21379417181015015","0.21379417181015015"
"1980","0.17100365459918976","0.17100365459918976","0.17100365459918976","0.22711755335330963","0.22711755335330963","0.22711755335330963"
"1981","0.1731836497783661","0.1731836497783661","0.1731836497783661","0.20816829800605774","0.20816829800605774","0.20816829800605774"
"3887","0.13232406973838806","0.13232406973838806","0.13232406973838806","0.09816811233758926","0.09816811233758926","0.09816811233758926"
"3888","0.1871449500322342","0.1871449500322342","0.1871449500322342","0.086641825735569","0.086641825735569","0.086641825735569"
"3889","0.25412818789482117","0.25412818789482117","0.25412818789482117","0.13358914852142334","0.13358914852142334","0.13358914852142334"
"3890","0.5030463933944702","0.5030463933944702","0.5030463933944702","0.13918976485729218","0.13918976485729218","0.13918976485729218"
"3891","0.4788062274456024","0.4788062274456024","0.4788062274456024","0.15488030016422272","0.15488030016422272","0.15488030016422272"
"3892","0.43183282017707825","0.43183282017707825","0.43183282017707825","0.15977194905281067","0.15977194905281067","0.15977194905281067"
"3893","0.31955015659332275","0.31955015659332275","0.31955015659332275","0.12393879890441895","0.12393879890441895","0.12393879890441895"
"3895","0.19841539859771729","0.19841539859771729","0.19841539859771729","0.1020258292555809","0.1020258292555809","0.1020258292555809"
"3896","0.18192178010940552","0.18192178010940552","0.18192178010940552","0.09879502654075623","0.09879502654075623","0.09879502654075623"
"3898","0.1606360822916031","0.1606360822916031","0.1606360822916031","0.08555484563112259","0.08555484563112259","0.08555484563112259"
"3899","0.16856996715068817","0.16856996715068817","0.16856996715068817","0.09781410545110703","0.09781410545110703","0.09781410545110703"
"3900","0.1697397530078888","0.1697397530078888","0.1697397530078888","0.09507138282060623","0.09507138282060623","0.09507138282060623"
"3901","0.15816405415534973","0.15816405415534973","0.15816405415534973","0.09071717411279678","0.09071717411279678","0.09071717411279678"
"3902","0.1637929081916809","0.1637929081916809","0.1637929081916809","0.09659262001514435","0.09659262001514435","0.09659262001514435"
"3903","0.16800609230995178","0.16800609230995178","0.16800609230995178","0.09485746920108795","0.09485746920108795","0.09485746920108795"
"3904","0.14603975415229797","0.14603975415229797","0.14603975415229797","0.08638124167919159","0.08638124167919159","0.08638124167919159"
"3905","0.1708897054195404","0.1708897054195404","0.1708897054195404","0.09573948383331299","0.09573948383331299","0.09573948383331299"
"3906","0.16410130262374878","0.16410130262374878","0.16410130262374878","0.09102227538824081","0.09102227538824081","0.09102227538824081"
"3907","0.15089787542819977","0.15089787542819977","0.15089787542819977","0.09087766706943512","0.09087766706943512","0.09087766706943512"
"3909","0.16281770169734955","0.16281770169734955","0.16281770169734955","0.08666214346885681","0.08666214346885681","0.08666214346885681"
"3910","0.16345614194869995","0.16345614194869995","0.16345614194869995","0.0950898826122284","0.0950898826122284","0.0950898826122284"
"3911","0.17075516283512115","0.17075516283512115","0.17075516283512115","0.090929314494133","0.090929314494133","0.090929314494133"
"3913","0.17436908185482025","0.17436908185482025","0.17436908185482025","0.09159000962972641","0.09159000962972641","0.09159000962972641"
"3914","0.17809265851974487","0.17809265851974487","0.17809265851974487","0.09343564510345459","0.09343564510345459","0.09343564510345459"
"3916","0.18390874564647675","0.18390874564647675","0.18390874564647675","0.09826144576072693","0.09826144576072693","0.09826144576072693"
"3918","0.20628204941749573","0.20628204941749573","0.20628204941749573","0.10103531181812286","0.10103531181812286","0.10103531181812286"
"3919","0.19038306176662445","0.19038306176662445","0.19038306176662445","0.10352997481822968","0.10352997481822968","0.10352997481822968"
"3920","0.2148258537054062","0.2148258537054062","0.2148258537054062","0.10467219352722168","0.10467219352722168","0.10467219352722168"
"3923","0.26853734254837036","0.26853734254837036","0.26853734254837036","0.1179441511631012","0.1179441511631012","0.1179441511631012"
"3925","0.2876306474208832","0.2876306474208832","0.2876306474208832","0.11747952550649643","0.11747952550649643","0.11747952550649643"
"3927","0.34029996395111084","0.34029996395111084","0.34029996395111084","0.11984245479106903","0.11984245479106903","0.11984245479106903"
"3929","0.5195052623748779","0.5195052623748779","0.5195052623748779","0.19854967296123505","0.19854967296123505","0.19854967296123505"
"3930","0.3758796155452728","0.3758796155452728","0.3758796155452728","0.1729843020439148","0.1729843020439148","0.1729843020439148"
"3936","0.07224848866462708","0.07224848866462708","0.07224848866462708","0.06325972825288773","0.06325972825288773","0.06325972825288773"
"3937","0.06591762602329254","0.06591762602329254","0.06591762602329254","0.055617135018110275","0.055617135018110275","0.055617135018110275"
"3938","0.06911317259073257","0.06911317259073257","0.06911317259073257","0.06825000047683716","0.06825000047683716","0.06825000047683716"
"3940","0.05633699148893356","0.05633699148893356","0.05633699148893356","0.05833682045340538","0.05833682045340538","0.05833682045340538"
"3941","0.051892414689064026","0.051892414689064026","0.051892414689064026","0.061669714748859406","0.061669714748859406","0.061669714748859406"
"3944","0.05441608652472496","0.05441608652472496","0.05441608652472496","0.04879148676991463","0.04879148676991463","0.04879148676991463"
"3945","0.05116788670420647","0.05116788670420647","0.05116788670420647","0.04108238220214844","0.04108238220214844","0.04108238220214844"
"3947","0.059872597455978394","0.059872597455978394","0.059872597455978394","0.04592202976346016","0.04592202976346016","0.04592202976346016"
"3948","0.05436042696237564","0.05436042696237564","0.05436042696237564","0.03807033970952034","0.03807033970952034","0.03807033970952034"
"3950","0.06813493371009827","0.06813493371009827","0.06813493371009827","0.04356991499662399","0.04356991499662399","0.04356991499662399"
"3951","0.06938530504703522","0.06938530504703522","0.06938530504703522","0.042043108493089676","0.042043108493089676","0.042043108493089676"
"3952","0.08265264332294464","0.08265264332294464","0.08265264332294464","0.04791475832462311","0.04791475832462311","0.04791475832462311"
"3954","0.078184574842453","0.078184574842453","0.078184574842453","0.04682788997888565","0.04682788997888565","0.04682788997888565"
"3955","0.09974999725818634","0.09974999725818634","0.09974999725818634","0.0514119416475296","0.0514119416475296","0.0514119416475296"
"3956","0.10930661857128143","0.10930661857128143","0.10930661857128143","0.05494585633277893","0.05494585633277893","0.05494585633277893"
"3958","0.1140105277299881","0.1140105277299881","0.1140105277299881","0.061356719583272934","0.061356719583272934","0.061356719583272934"
"3959","0.12640905380249023","0.12640905380249023","0.12640905380249023","0.062116265296936035","0.062116265296936035","0.062116265296936035"
"3960","0.12277580052614212","0.12277580052614212","0.12277580052614212","0.07017314434051514","0.07017314434051514","0.07017314434051514"
"3961","0.13547153770923615","0.13547153770923615","0.13547153770923615","0.06687478721141815","0.06687478721141815","0.06687478721141815"
"3962","0.148385152220726","0.148385152220726","0.148385152220726","0.07134653627872467","0.07134653627872467","0.07134653627872467"
"3964","0.16829389333724976","0.16829389333724976","0.16829389333724976","0.0784519612789154","0.0784519612789154","0.0784519612789154"
"3965","0.16940060257911682","0.16940060257911682","0.16940060257911682","0.0826740637421608","0.0826740637421608","0.0826740637421608"
"3966","0.14073584973812103","0.14073584973812103","0.14073584973812103","0.09107932448387146","0.09107932448387146","0.09107932448387146"
"3968","0.1138043999671936","0.1138043999671936","0.1138043999671936","0.12442691624164581","0.12442691624164581","0.12442691624164581"
"3969","0.11061863601207733","0.11061863601207733","0.11061863601207733","0.1315557360649109","0.1315557360649109","0.1315557360649109"
"3971","0.14191854000091553","0.14191854000091553","0.14191854000091553","0.15069031715393066","0.15069031715393066","0.15069031715393066"
"5877","0.2610584497451782","0.2610584497451782","0.2610584497451782","0.18166404962539673","0.18166404962539673","0.18166404962539673"
"5878","0.21458029747009277","0.21458029747009277","0.21458029747009277","0.19786754250526428","0.19786754250526428","0.19786754250526428"
"5879","0.16684243083000183","0.16684243083000183","0.16684243083000183","0.21968844532966614","0.21968844532966614","0.21968844532966614"
"5880","0.1955372542142868","0.1955372542142868","0.1955372542142868","0.29828909039497375","0.29828909039497375","0.29828909039497375"
"5881","0.14960692822933197","0.14960692822933197","0.14960692822933197","0.4056786894798279","0.4056786894798279","0.4056786894798279"
"5882","0.11954227089881897","0.11954227089881897","0.11954227089881897","0.39671507477760315","0.39671507477760315","0.39671507477760315"
"5884","0.09100144356489182","0.09100144356489182","0.09100144356489182","0.546825647354126","0.546825647354126","0.546825647354126"
"5889","0.11501356959342957","0.11501356959342957","0.11501356959342957","0.6277082562446594","0.6277082562446594","0.6277082562446594"
"5891","0.12114880234003067","0.12114880234003067","0.12114880234003067","0.5917352437973022","0.5917352437973022","0.5917352437973022"
"5892","0.121505968272686","0.121505968272686","0.121505968272686","0.6028709411621094","0.6028709411621094","0.6028709411621094"
"5894","0.11528179794549942","0.11528179794549942","0.11528179794549942","0.5832226872444153","0.5832226872444153","0.5832226872444153"
"5896","0.10482582449913025","0.10482582449913025","0.10482582449913025","0.5844287276268005","0.5844287276268005","0.5844287276268005"
"5899","0.09354553371667862","0.09354553371667862","0.09354553371667862","0.5671960115432739","0.5671960115432739","0.5671960115432739"
"5900","0.11017202585935593","0.11017202585935593","0.11017202585935593","0.5939880013465881","0.5939880013465881","0.5939880013465881"
"5901","0.10002154111862183","0.10002154111862183","0.10002154111862183","0.5715008974075317","0.5715008974075317","0.5715008974075317"
"5902","0.10113254189491272","0.10113254189491272","0.10113254189491272","0.5805546045303345","0.5805546045303345","0.5805546045303345"
"5903","0.10870234668254852","0.10870234668254852","0.10870234668254852","0.5866686701774597","0.5866686701774597","0.5866686701774597"
"5904","0.09741004556417465","0.09741004556417465","0.09741004556417465","0.5671014189720154","0.5671014189720154","0.5671014189720154"
"5908","0.12155228108167648","0.12155228108167648","0.12155228108167648","0.5554379820823669","0.5554379820823669","0.5554379820823669"
"5909","0.11170104146003723","0.11170104146003723","0.11170104146003723","0.5366271138191223","0.5366271138191223","0.5366271138191223"
"5916","0.1776314079761505","0.1776314079761505","0.1776314079761505","0.23028233647346497","0.23028233647346497","0.23028233647346497"
"5918","0.21726293861865997","0.21726293861865997","0.21726293861865997","0.14764171838760376","0.14764171838760376","0.14764171838760376"
"5920","0.11442606896162033","0.11442606896162033","0.11442606896162033","0.5062882304191589","0.5062882304191589","0.5062882304191589"
"5927","0.3258761465549469","0.3258761465549469","0.3258761465549469","1.105069875717163","1.105069875717163","1.105069875717163"
"5928","0.37601298093795776","0.37601298093795776","0.37601298093795776","0.9921694993972778","0.9921694993972778","0.9921694993972778"
"5929","0.31267184019088745","0.31267184019088745","0.31267184019088745","0.903049111366272","0.903049111366272","0.903049111366272"
"5930","0.28667575120925903","0.28667575120925903","0.28667575120925903","0.8617211580276489","0.8617211580276489","0.8617211580276489"
"5931","0.2766073942184448","0.2766073942184448","0.2766073942184448","0.8002649545669556","0.8002649545669556","0.8002649545669556"
"5932","0.228605717420578","0.228605717420578","0.228605717420578","0.7777315378189087","0.7777315378189087","0.7777315378189087"
"5933","0.18648162484169006","0.18648162484169006","0.18648162484169006","0.7434032559394836","0.7434032559394836","0.7434032559394836"
"5934","0.1867462545633316","0.1867462545633316","0.1867462545633316","0.7013450264930725","0.7013450264930725","0.7013450264930725"
"5936","0.14647656679153442","0.14647656679153442","0.14647656679153442","0.6560344099998474","0.6560344099998474","0.6560344099998474"
"5937","0.1380893439054489","0.1380893439054489","0.1380893439054489","0.6533228754997253","0.6533228754997253","0.6533228754997253"
"5938","0.11658214032649994","0.11658214032649994","0.11658214032649994","0.6229397654533386","0.6229397654533386","0.6229397654533386"
"5940","0.11240734905004501","0.11240734905004501","0.11240734905004501","0.5977745056152344","0.5977745056152344","0.5977745056152344"
"5941","0.11024053394794464","0.11024053394794464","0.11024053394794464","0.5616005063056946","0.5616005063056946","0.5616005063056946"
"5942","0.10779960453510284","0.10779960453510284","0.10779960453510284","0.5580530166625977","0.5580530166625977","0.5580530166625977"
"5944","0.09745914489030838","0.09745914489030838","0.09745914489030838","0.5054635405540466","0.5054635405540466","0.5054635405540466"
"5945","0.10293081402778625","0.10293081402778625","0.10293081402778625","0.4881531894207001","0.4881531894207001","0.4881531894207001"
"5947","0.09520453959703445","0.09520453959703445","0.09520453959703445","0.4474252462387085","0.4474252462387085","0.4474252462387085"
"5950","0.09386944770812988","0.09386944770812988","0.09386944770812988","0.37724384665489197","0.37724384665489197","0.37724384665489197"
"5951","0.08544911444187164","0.08544911444187164","0.08544911444187164","0.34844914078712463","0.34844914078712463","0.34844914078712463"
"5953","0.08406861871480942","0.08406861871480942","0.08406861871480942","0.31360793113708496","0.31360793113708496","0.31360793113708496"
"5954","0.08860085159540176","0.08860085159540176","0.08860085159540176","0.29545772075653076","0.29545772075653076","0.29545772075653076"
"5956","0.10263219475746155","0.10263219475746155","0.10263219475746155","0.4315579831600189","0.4315579831600189","0.4315579831600189"
"5959","0.1990564465522766","0.1990564465522766","0.1990564465522766","1.3320220708847046","1.3320220708847046","1.3320220708847046"
"5960","0.24681925773620605","0.24681925773620605","0.24681925773620605","1.5781590938568115","1.5781590938568115","1.5781590938568115"
"5961","0.2152535617351532","0.2152535617351532","0.2152535617351532","1.4149335622787476","1.4149335622787476","1.4149335622787476"
"7867","0.057968445122241974","0.057968445122241974","0.057968445122241974","0.5846530199050903","0.5846530199050903","0.5846530199050903"
"7868","0.12546643614768982","0.12546643614768982","0.12546643614768982","0.4876534640789032","0.4876534640789032","0.4876534640789032"
"7870","0.3083799183368683","0.3083799183368683","0.3083799183368683","0.2700200080871582","0.2700200080871582","0.2700200080871582"
"7872","0.2185838371515274","0.2185838371515274","0.2185838371515274","0.34979233145713806","0.34979233145713806","0.34979233145713806"
"7877","0.12557131052017212","0.12557131052017212","0.12557131052017212","0.4688308835029602","0.4688308835029602","0.4688308835029602"
"7879","0.1296786069869995","0.1296786069869995","0.1296786069869995","0.5017838478088379","0.5017838478088379","0.5017838478088379"
"7881","0.14594389498233795","0.14594389498233795","0.14594389498233795","0.489451140165329","0.489451140165329","0.489451140165329"
"7884","0.14375880360603333","0.14375880360603333","0.14375880360603333","0.496814101934433","0.496814101934433","0.496814101934433"
"7885","0.1433008313179016","0.1433008313179016","0.1433008313179016","0.49986782670021057","0.49986782670021057","0.49986782670021057"
"7887","0.13842763006687164","0.13842763006687164","0.13842763006687164","0.4976963400840759","0.4976963400840759","0.4976963400840759"
"7888","0.1399763822555542","0.1399763822555542","0.1399763822555542","0.5217116475105286","0.5217116475105286","0.5217116475105286"
"7889","0.13883979618549347","0.13883979618549347","0.13883979618549347","0.5063279867172241","0.5063279867172241","0.5063279867172241"
"7891","0.13940367102622986","0.13940367102622986","0.13940367102622986","0.5395829081535339","0.5395829081535339","0.5395829081535339"
"7892","0.1406649351119995","0.1406649351119995","0.1406649351119995","0.5527579188346863","0.5527579188346863","0.5527579188346863"
"7895","0.14466871321201324","0.14466871321201324","0.14466871321201324","0.5838614702224731","0.5838614702224731","0.5838614702224731"
"7898","0.15283752977848053","0.15283752977848053","0.15283752977848053","0.6651551723480225","0.6651551723480225","0.6651551723480225"
"7899","0.1802670657634735","0.1802670657634735","0.1802670657634735","0.6248885989189148","0.6248885989189148","0.6248885989189148"
"7901","0.18399295210838318","0.18399295210838318","0.18399295210838318","0.7228777408599854","0.7228777408599854","0.7228777408599854"
"7902","0.19546794891357422","0.19546794891357422","0.19546794891357422","0.6799836158752441","0.6799836158752441","0.6799836158752441"
"7903","0.19088628888130188","0.19088628888130188","0.19088628888130188","0.6777746677398682","0.6777746677398682","0.6777746677398682"
"7905","0.1573949158191681","0.1573949158191681","0.1573949158191681","0.47681543231010437","0.47681543231010437","0.47681543231010437"
"7906","0.17336410284042358","0.17336410284042358","0.17336410284042358","0.29784414172172546","0.29784414172172546","0.29784414172172546"
"7911","0.11816180497407913","0.11816180497407913","0.11816180497407913","0.49681878089904785","0.49681878089904785","0.49681878089904785"
"7912","0.1616773009300232","0.1616773009300232","0.1616773009300232","0.5340595245361328","0.5340595245361328","0.5340595245361328"
"7914","0.08037594705820084","0.08037594705820084","0.08037594705820084","0.47052788734436035","0.47052788734436035","0.47052788734436035"
"7915","0.09479992091655731","0.09479992091655731","0.09479992091655731","0.5036521553993225","0.5036521553993225","0.5036521553993225"
"7916","0.12525975704193115","0.12525975704193115","0.12525975704193115","0.460999071598053","0.460999071598053","0.460999071598053"
"7917","0.15586112439632416","0.15586112439632416","0.15586112439632416","0.4553956985473633","0.4553956985473633","0.4553956985473633"
"7920","0.14525073766708374","0.14525073766708374","0.14525073766708374","0.4564128816127777","0.4564128816127777","0.4564128816127777"
"7921","0.13000322878360748","0.13000322878360748","0.13000322878360748","0.4495214521884918","0.4495214521884918","0.4495214521884918"
"7925","0.08405011892318726","0.08405011892318726","0.08405011892318726","0.4364004135131836","0.4364004135131836","0.4364004135131836"
"7926","0.08044839650392532","0.08044839650392532","0.08044839650392532","0.43710893392562866","0.43710893392562866","0.43710893392562866"
"7927","0.07376540452241898","0.07376540452241898","0.07376540452241898","0.4169469177722931","0.4169469177722931","0.4169469177722931"
"7928","0.07746589183807373","0.07746589183807373","0.07746589183807373","0.42519810795783997","0.42519810795783997","0.42519810795783997"
"7929","0.07087163627147675","0.07087163627147675","0.07087163627147675","0.46195346117019653","0.46195346117019653","0.46195346117019653"
"7930","0.07244005799293518","0.07244005799293518","0.07244005799293518","0.4242883026599884","0.4242883026599884","0.4242883026599884"
"7931","0.0753769800066948","0.0753769800066948","0.0753769800066948","0.42595571279525757","0.42595571279525757","0.42595571279525757"
"7934","0.08303268253803253","0.08303268253803253","0.08303268253803253","0.41723519563674927","0.41723519563674927","0.41723519563674927"
"7936","0.08739767223596573","0.08739767223596573","0.08739767223596573","0.4471454620361328","0.4471454620361328","0.4471454620361328"
"7937","0.09066145122051239","0.09066145122051239","0.09066145122051239","0.38068413734436035","0.38068413734436035","0.38068413734436035"
"7942","0.08185888081789017","0.08185888081789017","0.08185888081789017","0.2882005274295807","0.2882005274295807","0.2882005274295807"
"7943","0.07686137408018112","0.07686137408018112","0.07686137408018112","0.2606758773326874","0.2606758773326874","0.2606758773326874"
"7944","0.08142300695180893","0.08142300695180893","0.08142300695180893","0.23750527203083038","0.23750527203083038","0.23750527203083038"
"7945","0.10369686782360077","0.10369686782360077","0.10369686782360077","0.23287542164325714","0.23287542164325714","0.23287542164325714"
"7947","0.09630607068538666","0.09630607068538666","0.09630607068538666","0.33139389753341675","0.33139389753341675","0.33139389753341675"
"7948","0.2583330571651459","0.2583330571651459","0.2583330571651459","0.4565688967704773","0.4565688967704773","0.4565688967704773"
"7949","0.2238815426826477","0.2238815426826477","0.2238815426826477","0.5291409492492676","0.5291409492492676","0.5291409492492676"
"7950","0.20374184846878052","0.20374184846878052","0.20374184846878052","0.5922221541404724","0.5922221541404724","0.5922221541404724"
"7951","0.18405352532863617","0.18405352532863617","0.18405352532863617","0.5743708610534668","0.5743708610534668","0.5743708610534668"
"9860","0.10401912778615952","0.10401912778615952","0.10401912778615952","0.1690952628850937","0.1690952628850937","0.1690952628850937"
"9863","0.14870518445968628","0.14870518445968628","0.14870518445968628","0.11274947971105576","0.11274947971105576","0.11274947971105576"
"9865","0.15250256657600403","0.15250256657600403","0.15250256657600403","0.10539840906858444","0.10539840906858444","0.10539840906858444"
"9867","0.16216307878494263","0.16216307878494263","0.16216307878494263","0.10790081322193146","0.10790081322193146","0.10790081322193146"
"9869","0.1526898443698883","0.1526898443698883","0.1526898443698883","0.11608481407165527","0.11608481407165527","0.11608481407165527"
"9871","0.15556752681732178","0.15556752681732178","0.15556752681732178","0.11878135055303574","0.11878135055303574","0.11878135055303574"
"9872","0.15214787423610687","0.15214787423610687","0.15214787423610687","0.12245520949363708","0.12245520949363708","0.12245520949363708"
"9876","0.15739792585372925","0.15739792585372925","0.15739792585372925","0.12398114800453186","0.12398114800453186","0.12398114800453186"
"9877","0.15195119380950928","0.15195119380950928","0.15195119380950928","0.12254005670547485","0.12254005670547485","0.12254005670547485"
"9878","0.15822657942771912","0.15822657942771912","0.15822657942771912","0.12333924323320389","0.12333924323320389","0.12333924323320389"
"9879","0.15445221960544586","0.15445221960544586","0.15445221960544586","0.11674495041370392","0.11674495041370392","0.11674495041370392"
"9881","0.15137678384780884","0.15137678384780884","0.15137678384780884","0.12020338326692581","0.12020338326692581","0.12020338326692581"
"9883","0.15603107213974","0.15603107213974","0.15603107213974","0.12617047131061554","0.12617047131061554","0.12617047131061554"
"9884","0.15772199630737305","0.15772199630737305","0.15772199630737305","0.11737853288650513","0.11737853288650513","0.11737853288650513"
"9886","0.16712379455566406","0.16712379455566406","0.16712379455566406","0.12267060577869415","0.12267060577869415","0.12267060577869415"
"9888","0.19017894566059113","0.19017894566059113","0.19017894566059113","0.12303780764341354","0.12303780764341354","0.12303780764341354"
"9889","0.18517032265663147","0.18517032265663147","0.18517032265663147","0.11841848492622375","0.11841848492622375","0.11841848492622375"
"9893","0.23271611332893372","0.23271611332893372","0.23271611332893372","0.1606752723455429","0.1606752723455429","0.1606752723455429"
"9894","0.23132693767547607","0.23132693767547607","0.23132693767547607","0.20040880143642426","0.20040880143642426","0.20040880143642426"
