"epoch","train_100 - val_energy_rel_error_rollout1","train_100 - val_energy_rel_error_rollout1__MIN","train_100 - val_energy_rel_error_rollout1__MAX","train_100 - _step","train_100 - _step__MIN","train_100 - _step__MAX","train_75 - val_energy_rel_error_rollout1","train_75 - val_energy_rel_error_rollout1__MIN","train_75 - val_energy_rel_error_rollout1__MAX","train_75 - _step","train_75 - _step__MIN","train_75 - _step__MAX","train_50 - val_energy_rel_error_rollout1","train_50 - val_energy_rel_error_rollout1__MIN","train_50 - val_energy_rel_error_rollout1__MAX","train_50 - _step","train_50 - _step__MIN","train_50 - _step__MAX","train_25 - val_energy_rel_error_rollout1","train_25 - val_energy_rel_error_rollout1__MIN","train_25 - val_energy_rel_error_rollout1__MAX","train_25 - _step","train_25 - _step__MIN","train_25 - _step__MAX","train_10 - val_energy_rel_error_rollout1","train_10 - val_energy_rel_error_rollout1__MIN","train_10 - val_energy_rel_error_rollout1__MAX","train_10 - _step","train_10 - _step__MIN","train_10 - _step__MAX"
"143","0.0064335772767663","0.0064335772767663","0.0064335772767663","269502","269502","269502","0.008467268198728561","0.008467268198728561","0.008467268198728561","202398","202398","202398","0.0073126438073813915","0.0073126438073813915","0.0073126438073813915","135438","135438","135438","0.00869634561240673","0.00869634561240673","0.00869634561240673","68334","68334","68334","0.021923314779996872","0.021923314779996872","0.021923314779996872","28158","28158","28158"
"144","0.006621915847063065","0.006621915847063065","0.006621915847063065","271373","271373","271373","0.012896603904664516","0.012896603904664516","0.012896603904664516","203803","203803","203803","0.0076175290159881115","0.0076175290159881115","0.0076175290159881115","136378","136378","136378","0.015108075924217701","0.015108075924217701","0.015108075924217701","68808","68808","68808","0.011354401707649231","0.011354401707649231","0.011354401707649231","28353","28353","28353"
"145","0.00913796667009592","0.00913796667009592","0.00913796667009592","273244","273244","273244","0.008864599280059338","0.008864599280059338","0.008864599280059338","205208","205208","205208","0.006311990786343813","0.006311990786343813","0.006311990786343813","137318","137318","137318","0.008219864219427109","0.008219864219427109","0.008219864219427109","69282","69282","69282","0.01602756604552269","0.01602756604552269","0.01602756604552269","28548","28548","28548"
"146","0.009216008707880974","0.009216008707880974","0.009216008707880974","275115","275115","275115","0.005635552573949099","0.005635552573949099","0.005635552573949099","206613","206613","206613","0.007702790200710297","0.007702790200710297","0.007702790200710297","138258","138258","138258","0.0075634862296283245","0.0075634862296283245","0.0075634862296283245","69756","69756","69756","0.011072324588894844","0.011072324588894844","0.011072324588894844","28743","28743","28743"
"147","0.010565121658146381","0.010565121658146381","0.010565121658146381","276986","276986","276986","0.007448752876371145","0.007448752876371145","0.007448752876371145","208018","208018","208018","0.011231163516640663","0.011231163516640663","0.011231163516640663","139198","139198","139198","0.0068542445078492165","0.0068542445078492165","0.0068542445078492165","70230","70230","70230","0.012269951403141022","0.012269951403141022","0.012269951403141022","28938","28938","28938"
"148","0.010676912032067776","0.010676912032067776","0.010676912032067776","278857","278857","278857","0.007638022303581238","0.007638022303581238","0.007638022303581238","209423","209423","209423","0.00732031837105751","0.00732031837105751","0.00732031837105751","140138","140138","140138","0.009089098311960697","0.009089098311960697","0.009089098311960697","70704","70704","70704","0.010180231183767319","0.010180231183767319","0.010180231183767319","29133","29133","29133"
"149","0.017223523929715157","0.017223523929715157","0.017223523929715157","280728","280728","280728","0.005942837800830603","0.005942837800830603","0.005942837800830603","210828","210828","210828","0.008557936176657677","0.008557936176657677","0.008557936176657677","141078","141078","141078","0.007561193313449621","0.007561193313449621","0.007561193313449621","71178","71178","71178","0.012808291241526604","0.012808291241526604","0.012808291241526604","29328","29328","29328"
"150","0.007286966312676668","0.007286966312676668","0.007286966312676668","282604","282604","282604","0.011282239109277725","0.011282239109277725","0.011282239109277725","212238","212238","212238","0.01784696616232395","0.01784696616232395","0.01784696616232395","142023","142023","142023","0.006933034863322973","0.006933034863322973","0.006933034863322973","71657","71657","71657","0.015435168519616127","0.015435168519616127","0.015435168519616127","29528","29528","29528"
"151","0.014007380232214928","0.014007380232214928","0.014007380232214928","284475","284475","284475","0.013824624940752983","0.013824624940752983","0.013824624940752983","213643","213643","213643","0.01228023786097765","0.01228023786097765","0.01228023786097765","142963","142963","142963","0.006183420307934284","0.006183420307934284","0.006183420307934284","72131","72131","72131","0.016313329339027405","0.016313329339027405","0.016313329339027405","29723","29723","29723"
"152","0.008233718574047089","0.008233718574047089","0.008233718574047089","286346","286346","286346","0.012754596769809723","0.012754596769809723","0.012754596769809723","215048","215048","215048","0.011045237071812153","0.011045237071812153","0.011045237071812153","143903","143903","143903","0.008336049504578114","0.008336049504578114","0.008336049504578114","72605","72605","72605","0.011818377301096916","0.011818377301096916","0.011818377301096916","29918","29918","29918"
"153","0.007697060238569975","0.007697060238569975","0.007697060238569975","288217","288217","288217","0.01042675506323576","0.01042675506323576","0.01042675506323576","216453","216453","216453","0.015810398384928703","0.015810398384928703","0.015810398384928703","144843","144843","144843","0.019090544432401657","0.019090544432401657","0.019090544432401657","73079","73079","73079","0.010109027847647667","0.010109027847647667","0.010109027847647667","30113","30113","30113"
"154","0.010803187265992165","0.010803187265992165","0.010803187265992165","290088","290088","290088","0.010105601511895657","0.010105601511895657","0.010105601511895657","217858","217858","217858","0.012070303782820702","0.012070303782820702","0.012070303782820702","145783","145783","145783","0.007082927972078323","0.007082927972078323","0.007082927972078323","73553","73553","73553","0.011089068837463856","0.011089068837463856","0.011089068837463856","30308","30308","30308"
"155","0.007434023544192314","0.007434023544192314","0.007434023544192314","291959","291959","291959","0.009256260469555855","0.009256260469555855","0.009256260469555855","219263","219263","219263","0.0063207619823515415","0.0063207619823515415","0.0063207619823515415","146723","146723","146723","0.005385823082178831","0.005385823082178831","0.005385823082178831","74027","74027","74027","0.013025191612541676","0.013025191612541676","0.013025191612541676","30503","30503","30503"
"156","0.008549213409423828","0.008549213409423828","0.008549213409423828","293830","293830","293830","0.010050980374217033","0.010050980374217033","0.010050980374217033","220668","220668","220668","0.007732164114713669","0.007732164114713669","0.007732164114713669","147663","147663","147663","0.011742645874619484","0.011742645874619484","0.011742645874619484","74501","74501","74501","0.015715818852186203","0.015715818852186203","0.015715818852186203","30698","30698","30698"
"157","0.010030750185251236","0.010030750185251236","0.010030750185251236","295701","295701","295701","0.00464151194319129","0.00464151194319129","0.00464151194319129","222073","222073","222073","0.0065041035413742065","0.0065041035413742065","0.0065041035413742065","148603","148603","148603","0.008714849129319191","0.008714849129319191","0.008714849129319191","74975","74975","74975","0.01119370199739933","0.01119370199739933","0.01119370199739933","30893","30893","30893"
"158","0.0062525006942451","0.0062525006942451","0.0062525006942451","297572","297572","297572","0.008334269747138023","0.008334269747138023","0.008334269747138023","223478","223478","223478","0.00936965737491846","0.00936965737491846","0.00936965737491846","149543","149543","149543","0.009507390670478344","0.009507390670478344","0.009507390670478344","75449","75449","75449","0.011768056079745293","0.011768056079745293","0.011768056079745293","31088","31088","31088"
"159","0.006786450278013945","0.006786450278013945","0.006786450278013945","299443","299443","299443","0.007081769872456789","0.007081769872456789","0.007081769872456789","224883","224883","224883","0.01460319571197033","0.01460319571197033","0.01460319571197033","150483","150483","150483","0.006755637004971504","0.006755637004971504","0.006755637004971504","75923","75923","75923","0.013136654160916805","0.013136654160916805","0.013136654160916805","31283","31283","31283"
"160","0.0094048622995615","0.0094048622995615","0.0094048622995615","301319","301319","301319","0.009402248077094555","0.009402248077094555","0.009402248077094555","226293","226293","226293","0.015311391092836857","0.015311391092836857","0.015311391092836857","151428","151428","151428","0.0057183848693966866","0.0057183848693966866","0.0057183848693966866","76402","76402","76402","0.016554098576307297","0.016554098576307297","0.016554098576307297","31483","31483","31483"
"161","0.00911445077508688","0.00911445077508688","0.00911445077508688","303190","303190","303190","0.009298942983150482","0.009298942983150482","0.009298942983150482","227698","227698","227698","0.007817148230969906","0.007817148230969906","0.007817148230969906","152368","152368","152368","0.009404067881405354","0.009404067881405354","0.009404067881405354","76876","76876","76876","0.01638324186205864","0.01638324186205864","0.01638324186205864","31678","31678","31678"
"162","0.016945691779255867","0.016945691779255867","0.016945691779255867","305061","305061","305061","0.008922270499169827","0.008922270499169827","0.008922270499169827","229103","229103","229103","0.007342521101236343","0.007342521101236343","0.007342521101236343","153308","153308","153308","0.006110673304647207","0.006110673304647207","0.006110673304647207","77350","77350","77350","0.010522190481424332","0.010522190481424332","0.010522190481424332","31873","31873","31873"
"163","0.006113989278674126","0.006113989278674126","0.006113989278674126","306932","306932","306932","0.012715652585029602","0.012715652585029602","0.012715652585029602","230508","230508","230508","0.015026474371552467","0.015026474371552467","0.015026474371552467","154248","154248","154248","0.008944062516093254","0.008944062516093254","0.008944062516093254","77824","77824","77824","0.013965972699224949","0.013965972699224949","0.013965972699224949","32068","32068","32068"
"164","0.0064132423140108585","0.0064132423140108585","0.0064132423140108585","308803","308803","308803","0.007223154883831739","0.007223154883831739","0.007223154883831739","231913","231913","231913","0.010471973568201065","0.010471973568201065","0.010471973568201065","155188","155188","155188","0.008922671899199486","0.008922671899199486","0.008922671899199486","78298","78298","78298","0.0172281451523304","0.0172281451523304","0.0172281451523304","32263","32263","32263"
"165","0.008166196756064892","0.008166196756064892","0.008166196756064892","310674","310674","310674","0.004971575457602739","0.004971575457602739","0.004971575457602739","233318","233318","233318","0.01008819043636322","0.01008819043636322","0.01008819043636322","156128","156128","156128","0.007948487065732479","0.007948487065732479","0.007948487065732479","78772","78772","78772","0.015220850706100464","0.015220850706100464","0.015220850706100464","32458","32458","32458"
"166","0.010801739059388638","0.010801739059388638","0.010801739059388638","312545","312545","312545","0.004702684935182333","0.004702684935182333","0.004702684935182333","234723","234723","234723","0.012041063979268074","0.012041063979268074","0.012041063979268074","157068","157068","157068","0.007910202257335186","0.007910202257335186","0.007910202257335186","79246","79246","79246","0.010868249461054802","0.010868249461054802","0.010868249461054802","32653","32653","32653"
"167","0.009419924579560757","0.009419924579560757","0.009419924579560757","314416","314416","314416","0.007106666453182697","0.007106666453182697","0.007106666453182697","236128","236128","236128","0.011371555738151073","0.011371555738151073","0.011371555738151073","158008","158008","158008","0.006761864293366671","0.006761864293366671","0.006761864293366671","79720","79720","79720","0.010167550295591354","0.010167550295591354","0.010167550295591354","32848","32848","32848"
"168","0.0074004861526191235","0.0074004861526191235","0.0074004861526191235","316287","316287","316287","0.01354286354035139","0.01354286354035139","0.01354286354035139","237533","237533","237533","0.005371060222387314","0.005371060222387314","0.005371060222387314","158948","158948","158948","0.009651003405451775","0.009651003405451775","0.009651003405451775","80194","80194","80194","0.013399734161794186","0.013399734161794186","0.013399734161794186","33043","33043","33043"
"169","0.00700484961271286","0.00700484961271286","0.00700484961271286","318158","318158","318158","0.009536255151033401","0.009536255151033401","0.009536255151033401","238938","238938","238938","0.008502243086695671","0.008502243086695671","0.008502243086695671","159888","159888","159888","0.006262900773435831","0.006262900773435831","0.006262900773435831","80668","80668","80668","0.010653595440089703","0.010653595440089703","0.010653595440089703","33238","33238","33238"
"170","0.019844967871904373","0.019844967871904373","0.019844967871904373","320034","320034","320034","0.004620319698005915","0.004620319698005915","0.004620319698005915","240348","240348","240348","0.016148369759321213","0.016148369759321213","0.016148369759321213","160833","160833","160833","0.007011407986283302","0.007011407986283302","0.007011407986283302","81147","81147","81147","0.01470167189836502","0.01470167189836502","0.01470167189836502","33438","33438","33438"
"171","0.01029228512197733","0.01029228512197733","0.01029228512197733","321905","321905","321905","0.01604834571480751","0.01604834571480751","0.01604834571480751","241753","241753","241753","0.010642984881997108","0.010642984881997108","0.010642984881997108","161773","161773","161773","0.007421035785228014","0.007421035785228014","0.007421035785228014","81621","81621","81621","0.009985235519707203","0.009985235519707203","0.009985235519707203","33633","33633","33633"
"172","0.007301949430257082","0.007301949430257082","0.007301949430257082","323776","323776","323776","0.012438961304724216","0.012438961304724216","0.012438961304724216","243158","243158","243158","0.013775233179330826","0.013775233179330826","0.013775233179330826","162713","162713","162713","0.006471530068665743","0.006471530068665743","0.006471530068665743","82095","82095","82095","0.010403870604932308","0.010403870604932308","0.010403870604932308","33828","33828","33828"
"173","0.014078564010560513","0.014078564010560513","0.014078564010560513","325647","325647","325647","0.009156288579106331","0.009156288579106331","0.009156288579106331","244563","244563","244563","0.005894192028790712","0.005894192028790712","0.005894192028790712","163653","163653","163653","0.005707424134016037","0.005707424134016037","0.005707424134016037","82569","82569","82569","0.012938160449266434","0.012938160449266434","0.012938160449266434","34023","34023","34023"
"174","0.010611274279654026","0.010611274279654026","0.010611274279654026","327518","327518","327518","0.00585682038217783","0.00585682038217783","0.00585682038217783","245968","245968","245968","0.007150596939027309","0.007150596939027309","0.007150596939027309","164593","164593","164593","0.00723714055493474","0.00723714055493474","0.00723714055493474","83043","83043","83043","0.014036040753126144","0.014036040753126144","0.014036040753126144","34218","34218","34218"
"175","0.005884961690753698","0.005884961690753698","0.005884961690753698","329389","329389","329389","0.005170665215700865","0.005170665215700865","0.005170665215700865","247373","247373","247373","0.01333536021411419","0.01333536021411419","0.01333536021411419","165533","165533","165533","0.010506927967071533","0.010506927967071533","0.010506927967071533","83517","83517","83517","0.018780870363116264","0.018780870363116264","0.018780870363116264","34413","34413","34413"
"176","0.0067683071829378605","0.0067683071829378605","0.0067683071829378605","331260","331260","331260","0.005298234056681395","0.005298234056681395","0.005298234056681395","248778","248778","248778","0.006896347273141146","0.006896347273141146","0.006896347273141146","166473","166473","166473","0.011561357416212559","0.011561357416212559","0.011561357416212559","83991","83991","83991","0.009722230024635792","0.009722230024635792","0.009722230024635792","34608","34608","34608"
"177","0.015024598687887192","0.015024598687887192","0.015024598687887192","333131","333131","333131","0.009014352224767208","0.009014352224767208","0.009014352224767208","250183","250183","250183","0.008406415581703186","0.008406415581703186","0.008406415581703186","167413","167413","167413","0.0073393564671278","0.0073393564671278","0.0073393564671278","84465","84465","84465","0.020441729575395584","0.020441729575395584","0.020441729575395584","34803","34803","34803"
"178","0.010772447101771832","0.010772447101771832","0.010772447101771832","335002","335002","335002","0.009464125148952007","0.009464125148952007","0.009464125148952007","251588","251588","251588","0.006770104169845581","0.006770104169845581","0.006770104169845581","168353","168353","168353","0.011489172466099262","0.011489172466099262","0.011489172466099262","84939","84939","84939","0.019205767661333084","0.019205767661333084","0.019205767661333084","34998","34998","34998"
"179","0.005882869474589825","0.005882869474589825","0.005882869474589825","336873","336873","336873","0.010052867233753204","0.010052867233753204","0.010052867233753204","252993","252993","252993","0.005230691749602556","0.005230691749602556","0.005230691749602556","169293","169293","169293","0.007491278927773237","0.007491278927773237","0.007491278927773237","85413","85413","85413","0.00897134281694889","0.00897134281694889","0.00897134281694889","35193","35193","35193"
"180","0.010234433226287365","0.010234433226287365","0.010234433226287365","338749","338749","338749","0.013229898177087307","0.013229898177087307","0.013229898177087307","254403","254403","254403","0.010250416584312916","0.010250416584312916","0.010250416584312916","170238","170238","170238","0.007177266292273998","0.007177266292273998","0.007177266292273998","85892","85892","85892","0.009935637935996056","0.009935637935996056","0.009935637935996056","35393","35393","35393"
"181","0.010946963913738728","0.010946963913738728","0.010946963913738728","340620","340620","340620","0.009299875237047672","0.009299875237047672","0.009299875237047672","255808","255808","255808","0.018374808132648468","0.018374808132648468","0.018374808132648468","171178","171178","171178","0.009933603927493095","0.009933603927493095","0.009933603927493095","86366","86366","86366","0.01231001503765583","0.01231001503765583","0.01231001503765583","35588","35588","35588"
"182","0.0067019653506577015","0.0067019653506577015","0.0067019653506577015","342491","342491","342491","0.006493174470961094","0.006493174470961094","0.006493174470961094","257213","257213","257213","0.0065499236807227135","0.0065499236807227135","0.0065499236807227135","172118","172118","172118","0.007872427813708782","0.007872427813708782","0.007872427813708782","86840","86840","86840","0.01370970532298088","0.01370970532298088","0.01370970532298088","35783","35783","35783"
"183","0.01138165220618248","0.01138165220618248","0.01138165220618248","344362","344362","344362","0.006938687525689602","0.006938687525689602","0.006938687525689602","258618","258618","258618","0.005404707510024309","0.005404707510024309","0.005404707510024309","173058","173058","173058","0.00798571202903986","0.00798571202903986","0.00798571202903986","87314","87314","87314","0.012913075275719166","0.012913075275719166","0.012913075275719166","35978","35978","35978"
"184","0.008511052466928959","0.008511052466928959","0.008511052466928959","346233","346233","346233","0.00812666304409504","0.00812666304409504","0.00812666304409504","260023","260023","260023","0.005825356114655733","0.005825356114655733","0.005825356114655733","173998","173998","173998","0.008022323250770569","0.008022323250770569","0.008022323250770569","87788","87788","87788","0.009456917643547058","0.009456917643547058","0.009456917643547058","36173","36173","36173"
"185","0.011172167956829071","0.011172167956829071","0.011172167956829071","348104","348104","348104","0.00604688934981823","0.00604688934981823","0.00604688934981823","261428","261428","261428","0.008417481556534767","0.008417481556534767","0.008417481556534767","174938","174938","174938","0.009654523804783821","0.009654523804783821","0.009654523804783821","88262","88262","88262","0.009044615551829338","0.009044615551829338","0.009044615551829338","36368","36368","36368"
"186","0.005702531430870295","0.005702531430870295","0.005702531430870295","349975","349975","349975","0.01634167693555355","0.01634167693555355","0.01634167693555355","262833","262833","262833","0.013307859189808369","0.013307859189808369","0.013307859189808369","175878","175878","175878","0.007042292971163988","0.007042292971163988","0.007042292971163988","88736","88736","88736","0.014290404506027699","0.014290404506027699","0.014290404506027699","36563","36563","36563"
"187","0.006003039423376322","0.006003039423376322","0.006003039423376322","351846","351846","351846","0.009803899563848972","0.009803899563848972","0.009803899563848972","264238","264238","264238","0.008091945201158524","0.008091945201158524","0.008091945201158524","176818","176818","176818","0.006802632939070463","0.006802632939070463","0.006802632939070463","89210","89210","89210","0.010917842388153076","0.010917842388153076","0.010917842388153076","36758","36758","36758"
"188","0.009186292067170143","0.009186292067170143","0.009186292067170143","353717","353717","353717","0.011012344621121883","0.011012344621121883","0.011012344621121883","265643","265643","265643","0.012341002002358437","0.012341002002358437","0.012341002002358437","177758","177758","177758","0.005262525752186775","0.005262525752186775","0.005262525752186775","89684","89684","89684","0.014581840485334396","0.014581840485334396","0.014581840485334396","36953","36953","36953"
"189","0.008466025814414024","0.008466025814414024","0.008466025814414024","355588","355588","355588","0.007659570313990116","0.007659570313990116","0.007659570313990116","267048","267048","267048","0.012981570325791836","0.012981570325791836","0.012981570325791836","178698","178698","178698","0.015312403440475464","0.015312403440475464","0.015312403440475464","90158","90158","90158","0.015259530395269394","0.015259530395269394","0.015259530395269394","37148","37148","37148"
"190","0.00931128952652216","0.00931128952652216","0.00931128952652216","357464","357464","357464","0.008528614416718483","0.008528614416718483","0.008528614416718483","268458","268458","268458","0.015008392743766308","0.015008392743766308","0.015008392743766308","179643","179643","179643","0.00594380684196949","0.00594380684196949","0.00594380684196949","90637","90637","90637","0.011327885091304779","0.011327885091304779","0.011327885091304779","37348","37348","37348"
"191","0.012516170740127563","0.012516170740127563","0.012516170740127563","359335","359335","359335","0.006993433926254511","0.006993433926254511","0.006993433926254511","269863","269863","269863","0.007364458870142698","0.007364458870142698","0.007364458870142698","180583","180583","180583","0.008671416901051998","0.008671416901051998","0.008671416901051998","91111","91111","91111","0.017519813030958176","0.017519813030958176","0.017519813030958176","37543","37543","37543"
"192","0.005468850024044514","0.005468850024044514","0.005468850024044514","361206","361206","361206","0.011530107818543911","0.011530107818543911","0.011530107818543911","271268","271268","271268","0.008883979171514511","0.008883979171514511","0.008883979171514511","181523","181523","181523","0.009554092772305012","0.009554092772305012","0.009554092772305012","91585","91585","91585","0.012547733262181282","0.012547733262181282","0.012547733262181282","37738","37738","37738"
"193","0.004334773402661085","0.004334773402661085","0.004334773402661085","363077","363077","363077","0.007193679455667734","0.007193679455667734","0.007193679455667734","272673","272673","272673","0.006701002363115549","0.006701002363115549","0.006701002363115549","182463","182463","182463","0.0064533972181379795","0.0064533972181379795","0.0064533972181379795","92059","92059","92059","0.013761023059487343","0.013761023059487343","0.013761023059487343","37933","37933","37933"
"194","0.01100212149322033","0.01100212149322033","0.01100212149322033","364948","364948","364948","0.011739050038158894","0.011739050038158894","0.011739050038158894","274078","274078","274078","0.008675714023411274","0.008675714023411274","0.008675714023411274","183403","183403","183403","0.010384182445704937","0.010384182445704937","0.010384182445704937","92533","92533","92533","0.018587281927466393","0.018587281927466393","0.018587281927466393","38128","38128","38128"
"195","0.00705514894798398","0.00705514894798398","0.00705514894798398","366819","366819","366819","0.009053493849933147","0.009053493849933147","0.009053493849933147","275483","275483","275483","0.005944479256868362","0.005944479256868362","0.005944479256868362","184343","184343","184343","0.008217963390052319","0.008217963390052319","0.008217963390052319","93007","93007","93007","0.011253951117396355","0.011253951117396355","0.011253951117396355","38323","38323","38323"
"196","0.007621361408382654","0.007621361408382654","0.007621361408382654","368690","368690","368690","0.003681519301608205","0.003681519301608205","0.003681519301608205","276888","276888","276888","0.011698758229613304","0.011698758229613304","0.011698758229613304","185283","185283","185283","0.008208862505853176","0.008208862505853176","0.008208862505853176","93481","93481","93481","0.010408498346805573","0.010408498346805573","0.010408498346805573","38518","38518","38518"
"197","0.006517279427498579","0.006517279427498579","0.006517279427498579","370561","370561","370561","0.0076317512430250645","0.0076317512430250645","0.0076317512430250645","278293","278293","278293","0.01048375479876995","0.01048375479876995","0.01048375479876995","186223","186223","186223","0.007500675972551107","0.007500675972551107","0.007500675972551107","93955","93955","93955","0.014258570969104767","0.014258570969104767","0.014258570969104767","38713","38713","38713"
"198","0.010692033916711807","0.010692033916711807","0.010692033916711807","372432","372432","372432","0.010704349726438522","0.010704349726438522","0.010704349726438522","279698","279698","279698","0.006838970351964235","0.006838970351964235","0.006838970351964235","187163","187163","187163","0.0075165084563195705","0.0075165084563195705","0.0075165084563195705","94429","94429","94429","0.015095489099621773","0.015095489099621773","0.015095489099621773","38908","38908","38908"
"199","0.009182160720229149","0.009182160720229149","0.009182160720229149","374303","374303","374303","0.00852235034108162","0.00852235034108162","0.00852235034108162","281103","281103","281103","0.005205425899475813","0.005205425899475813","0.005205425899475813","188103","188103","188103","0.005243781488388777","0.005243781488388777","0.005243781488388777","94903","94903","94903","0.012749800458550453","0.012749800458550453","0.012749800458550453","39103","39103","39103"
