"epoch","train_100 - train_loss_epoch","train_100 - train_loss_epoch__MIN","train_100 - train_loss_epoch__MAX","train_100 - _step","train_100 - _step__MIN","train_100 - _step__MAX","train_75 - train_loss_epoch","train_75 - train_loss_epoch__MIN","train_75 - train_loss_epoch__MAX","train_75 - _step","train_75 - _step__MIN","train_75 - _step__MAX","train_50 - train_loss_epoch","train_50 - train_loss_epoch__MIN","train_50 - train_loss_epoch__MAX","train_50 - _step","train_50 - _step__MIN","train_50 - _step__MAX","train_25 - train_loss_epoch","train_25 - train_loss_epoch__MIN","train_25 - train_loss_epoch__MAX","train_25 - _step","train_25 - _step__MIN","train_25 - _step__MAX","train_10 - train_loss_epoch","train_10 - train_loss_epoch__MIN","train_10 - train_loss_epoch__MAX","train_10 - _step","train_10 - _step__MIN","train_10 - _step__MAX"
"128","0.0000014691736396343913","0.0000014691736396343913","0.0000014691736396343913","241428","241428","241428","0.0000012937879318997147","0.0000012937879318997147","0.0000012937879318997147","181314","181314","181314","0.0000011038686125175445","0.0000011038686125175445","0.0000011038686125175445","121329","121329","121329","0.0000013570441979027237","0.0000013570441979027237","0.0000013570441979027237","61215","61215","61215","0.0000026816942408913746","0.0000026816942408913746","0.0000026816942408913746","25224","25224","25224"
"129","0.0000014595998436561786","0.0000014595998436561786","0.0000014595998436561786","243299","243299","243299","0.0000013792713389193523","0.0000013792713389193523","0.0000013792713389193523","182719","182719","182719","0.0000011376308748367592","0.0000011376308748367592","0.0000011376308748367592","122269","122269","122269","0.0000013437729649012908","0.0000013437729649012908","0.0000013437729649012908","61689","61689","61689","0.000002802432391035836","0.000002802432391035836","0.000002802432391035836","25419","25419","25419"
"130","0.0000015173844758464838","0.0000015173844758464838","0.0000015173844758464838","245175","245175","245175","0.0000012707247378784814","0.0000012707247378784814","0.0000012707247378784814","184129","184129","184129","0.000001184388565889094","0.000001184388565889094","0.000001184388565889094","123214","123214","123214","0.0000012547251344585675","0.0000012547251344585675","0.0000012547251344585675","62168","62168","62168","0.0000024801192921586335","0.0000024801192921586335","0.0000024801192921586335","25619","25619","25619"
"131","0.00000150151061006909","0.00000150151061006909","0.00000150151061006909","247046","247046","247046","0.0000012963167819179944","0.0000012963167819179944","0.0000012963167819179944","185534","185534","185534","0.0000011442307368270122","0.0000011442307368270122","0.0000011442307368270122","124154","124154","124154","0.0000012551585086839623","0.0000012551585086839623","0.0000012551585086839623","62642","62642","62642","0.0000023015393253444927","0.0000023015393253444927","0.0000023015393253444927","25814","25814","25814"
"132","0.0000014720583294547396","0.0000014720583294547396","0.0000014720583294547396","248917","248917","248917","0.0000013076395362077164","0.0000013076395362077164","0.0000013076395362077164","186939","186939","186939","0.0000011725284139174619","0.0000011725284139174619","0.0000011725284139174619","125094","125094","125094","0.0000012954782278029597","0.0000012954782278029597","0.0000012954782278029597","63116","63116","63116","0.0000028447989279811736","0.0000028447989279811736","0.0000028447989279811736","26009","26009","26009"
"133","0.0000015067583944983198","0.0000015067583944983198","0.0000015067583944983198","250788","250788","250788","0.0000013255020121505368","0.0000013255020121505368","0.0000013255020121505368","188344","188344","188344","0.0000011862121027661487","0.0000011862121027661487","0.0000011862121027661487","126034","126034","126034","0.0000012553106216728338","0.0000012553106216728338","0.0000012553106216728338","63590","63590","63590","0.000002402172185611562","0.000002402172185611562","0.000002402172185611562","26204","26204","26204"
"134","0.0000014461592172665405","0.0000014461592172665405","0.0000014461592172665405","252659","252659","252659","0.0000013792033541903947","0.0000013792033541903947","0.0000013792033541903947","189749","189749","189749","0.0000011324691513436846","0.0000011324691513436846","0.0000011324691513436846","126974","126974","126974","0.0000012572083960549207","0.0000012572083960549207","0.0000012572083960549207","64064","64064","64064","0.0000023437137315340806","0.0000023437137315340806","0.0000023437137315340806","26399","26399","26399"
"135","0.0000014445350871028495","0.0000014445350871028495","0.0000014445350871028495","254530","254530","254530","0.0000014227401834432385","0.0000014227401834432385","0.0000014227401834432385","191154","191154","191154","0.0000012320145970079466","0.0000012320145970079466","0.0000012320145970079466","127914","127914","127914","0.0000013632618447445566","0.0000013632618447445566","0.0000013632618447445566","64538","64538","64538","0.0000029150990030757384","0.0000029150990030757384","0.0000029150990030757384","26594","26594","26594"
"136","0.0000015005879276941414","0.0000015005879276941414","0.0000015005879276941414","256401","256401","256401","0.0000013380499694903847","0.0000013380499694903847","0.0000013380499694903847","192559","192559","192559","0.0000012023039062114549","0.0000012023039062114549","0.0000012023039062114549","128854","128854","128854","0.000001437057449038548","0.000001437057449038548","0.000001437057449038548","65012","65012","65012","0.000002399915047135437","0.000002399915047135437","0.000002399915047135437","26789","26789","26789"
"137","0.000001568586412759032","0.000001568586412759032","0.000001568586412759032","258272","258272","258272","0.000001455761662327859","0.000001455761662327859","0.000001455761662327859","193964","193964","193964","0.0000012034096243951353","0.0000012034096243951353","0.0000012034096243951353","129794","129794","129794","0.0000013227524959802395","0.0000013227524959802395","0.0000013227524959802395","65486","65486","65486","0.0000024359251256100833","0.0000024359251256100833","0.0000024359251256100833","26984","26984","26984"
"138","0.0000014961511851652176","0.0000014961511851652176","0.0000014961511851652176","260143","260143","260143","0.0000014158221119942027","0.0000014158221119942027","0.0000014158221119942027","195369","195369","195369","0.000001247088562195131","0.000001247088562195131","0.000001247088562195131","130734","130734","130734","0.0000013809493566441233","0.0000013809493566441233","0.0000013809493566441233","65960","65960","65960","0.000002455126605127589","0.000002455126605127589","0.000002455126605127589","27179","27179","27179"
"139","0.0000015646487554477062","0.0000015646487554477062","0.0000015646487554477062","262014","262014","262014","0.000001428768882760778","0.000001428768882760778","0.000001428768882760778","196774","196774","196774","0.0000011963375072809868","0.0000011963375072809868","0.0000011963375072809868","131674","131674","131674","0.0000012467735359678045","0.0000012467735359678045","0.0000012467735359678045","66434","66434","66434","0.0000021524390376725933","0.0000021524390376725933","0.0000021524390376725933","27374","27374","27374"
"140","0.0000015198739902189118","0.0000015198739902189118","0.0000015198739902189118","263890","263890","263890","0.0000013263140772323823","0.0000013263140772323823","0.0000013263140772323823","198184","198184","198184","0.0000012068016985722352","0.0000012068016985722352","0.0000012068016985722352","132619","132619","132619","0.0000012384332421788713","0.0000012384332421788713","0.0000012384332421788713","66913","66913","66913","0.0000020795541786355898","0.0000020795541786355898","0.0000020795541786355898","27574","27574","27574"
"141","0.00000150327400660899","0.00000150327400660899","0.00000150327400660899","265761","265761","265761","0.000001378479623781459","0.000001378479623781459","0.000001378479623781459","199589","199589","199589","0.000001142585006164154","0.000001142585006164154","0.000001142585006164154","133559","133559","133559","0.0000013717681213165633","0.0000013717681213165633","0.0000013717681213165633","67387","67387","67387","0.0000025108920453931205","0.0000025108920453931205","0.0000025108920453931205","27769","27769","27769"
"142","0.0000015069925893840264","0.0000015069925893840264","0.0000015069925893840264","267632","267632","267632","0.0000013091784012431162","0.0000013091784012431162","0.0000013091784012431162","200994","200994","200994","0.0000011987493735432508","0.0000011987493735432508","0.0000011987493735432508","134499","134499","134499","0.0000014071507621338242","0.0000014071507621338242","0.0000014071507621338242","67861","67861","67861","0.0000023900865926407278","0.0000023900865926407278","0.0000023900865926407278","27964","27964","27964"
"143","0.0000015481480204471154","0.0000015481480204471154","0.0000015481480204471154","269503","269503","269503","0.0000013622503729493474","0.0000013622503729493474","0.0000013622503729493474","202399","202399","202399","0.0000011761856058001285","0.0000011761856058001285","0.0000011761856058001285","135439","135439","135439","0.0000012757444665112416","0.0000012757444665112416","0.0000012757444665112416","68335","68335","68335","0.0000026767231702251593","0.0000026767231702251593","0.0000026767231702251593","28159","28159","28159"
"144","0.0000015542312894467614","0.0000015542312894467614","0.0000015542312894467614","271374","271374","271374","0.00000139115616093477","0.00000139115616093477","0.00000139115616093477","203804","203804","203804","0.0000012325335774221458","0.0000012325335774221458","0.0000012325335774221458","136379","136379","136379","0.0000012645557490031933","0.0000012645557490031933","0.0000012645557490031933","68809","68809","68809","0.0000025185606773447944","0.0000025185606773447944","0.0000025185606773447944","28354","28354","28354"
"145","0.0000014908308685335214","0.0000014908308685335214","0.0000014908308685335214","273245","273245","273245","0.000001417293788108509","0.000001417293788108509","0.000001417293788108509","205209","205209","205209","0.0000011885882713613682","0.0000011885882713613682","0.0000011885882713613682","137319","137319","137319","0.0000012884589750683517","0.0000012884589750683517","0.0000012884589750683517","69283","69283","69283","0.000002223595856776228","0.000002223595856776228","0.000002223595856776228","28549","28549","28549"
"146","0.0000015193138551694574","0.0000015193138551694574","0.0000015193138551694574","275116","275116","275116","0.0000014554549352396862","0.0000014554549352396862","0.0000014554549352396862","206614","206614","206614","0.0000011864187854371266","0.0000011864187854371266","0.0000011864187854371266","138259","138259","138259","0.0000013079952623229474","0.0000013079952623229474","0.0000013079952623229474","69757","69757","69757","0.000002337409796382417","0.000002337409796382417","0.000002337409796382417","28744","28744","28744"
"147","0.0000015473846133318148","0.0000015473846133318148","0.0000015473846133318148","276987","276987","276987","0.000001463351054553641","0.000001463351054553641","0.000001463351054553641","208019","208019","208019","0.0000011709664704540046","0.0000011709664704540046","0.0000011709664704540046","139199","139199","139199","0.0000013200236708144075","0.0000013200236708144075","0.0000013200236708144075","70231","70231","70231","0.0000022472515865956666","0.0000022472515865956666","0.0000022472515865956666","28939","28939","28939"
"148","0.0000015694990906922612","0.0000015694990906922612","0.0000015694990906922612","278858","278858","278858","0.0000013976346053823363","0.0000013976346053823363","0.0000013976346053823363","209424","209424","209424","0.0000012321419262661948","0.0000012321419262661948","0.0000012321419262661948","140139","140139","140139","0.0000012756504474964458","0.0000012756504474964458","0.0000012756504474964458","70705","70705","70705","0.0000022679259927826934","0.0000022679259927826934","0.0000022679259927826934","29134","29134","29134"
"149","0.0000015805896964593558","0.0000015805896964593558","0.0000015805896964593558","280729","280729","280729","0.0000013766976962870103","0.0000013766976962870103","0.0000013766976962870103","210829","210829","210829","0.0000012727829243885935","0.0000012727829243885935","0.0000012727829243885935","141079","141079","141079","0.0000012619154858839465","0.0000012619154858839465","0.0000012619154858839465","71179","71179","71179","0.0000022013180114299757","0.0000022013180114299757","0.0000022013180114299757","29329","29329","29329"
"150","0.0000016447971802335815","0.0000016447971802335815","0.0000016447971802335815","282605","282605","282605","0.0000014559824421667145","0.0000014559824421667145","0.0000014559824421667145","212239","212239","212239","0.0000012052990996380686","0.0000012052990996380686","0.0000012052990996380686","142024","142024","142024","0.0000011422667967053712","0.0000011422667967053712","0.0000011422667967053712","71658","71658","71658","0.0000024348485112568596","0.0000024348485112568596","0.0000024348485112568596","29529","29529","29529"
"151","0.000001523128730696044","0.000001523128730696044","0.000001523128730696044","284476","284476","284476","0.0000014374320471688407","0.0000014374320471688407","0.0000014374320471688407","213644","213644","213644","0.000001179231503556366","0.000001179231503556366","0.000001179231503556366","142964","142964","142964","0.0000012326087244218797","0.0000012326087244218797","0.0000012326087244218797","72132","72132","72132","0.0000020380803107400425","0.0000020380803107400425","0.0000020380803107400425","29724","29724","29724"
"152","0.000001526245455352182","0.000001526245455352182","0.000001526245455352182","286347","286347","286347","0.0000014183719940774608","0.0000014183719940774608","0.0000014183719940774608","215049","215049","215049","0.0000012492647556427983","0.0000012492647556427983","0.0000012492647556427983","143904","143904","143904","0.000001335929937340552","0.000001335929937340552","0.000001335929937340552","72606","72606","72606","0.000002089307827191078","0.000002089307827191078","0.000002089307827191078","29919","29919","29919"
"153","0.0000015835485100978985","0.0000015835485100978985","0.0000015835485100978985","288218","288218","288218","0.0000014641835832662764","0.0000014641835832662764","0.0000014641835832662764","216454","216454","216454","0.000001160721240012208","0.000001160721240012208","0.000001160721240012208","144844","144844","144844","0.000001264815182366874","0.000001264815182366874","0.000001264815182366874","73080","73080","73080","0.000002275619635838666","0.000002275619635838666","0.000002275619635838666","30114","30114","30114"
"154","0.0000015616363953085965","0.0000015616363953085965","0.0000015616363953085965","290089","290089","290089","0.0000014636815421908977","0.0000014636815421908977","0.0000014636815421908977","217859","217859","217859","0.000001173889131678152","0.000001173889131678152","0.000001173889131678152","145784","145784","145784","0.0000013299367083163816","0.0000013299367083163816","0.0000013299367083163816","73554","73554","73554","0.000002799627282001893","0.000002799627282001893","0.000002799627282001893","30309","30309","30309"
"155","0.0000015255800462909974","0.0000015255800462909974","0.0000015255800462909974","291960","291960","291960","0.0000013761331274508848","0.0000013761331274508848","0.0000013761331274508848","219264","219264","219264","0.0000012469290595618077","0.0000012469290595618077","0.0000012469290595618077","146724","146724","146724","0.0000011701705489031156","0.0000011701705489031156","0.0000011701705489031156","74028","74028","74028","0.0000020487334495555842","0.0000020487334495555842","0.0000020487334495555842","30504","30504","30504"
"156","0.0000015452716297659208","0.0000015452716297659208","0.0000015452716297659208","293831","293831","293831","0.0000014193825563779683","0.0000014193825563779683","0.0000014193825563779683","220669","220669","220669","0.0000012235032045282423","0.0000012235032045282423","0.0000012235032045282423","147664","147664","147664","0.0000013149826827429933","0.0000013149826827429933","0.0000013149826827429933","74502","74502","74502","0.0000020134891656198306","0.0000020134891656198306","0.0000020134891656198306","30699","30699","30699"
"157","0.0000015912820572339115","0.0000015912820572339115","0.0000015912820572339115","295702","295702","295702","0.0000013991448213346303","0.0000013991448213346303","0.0000013991448213346303","222074","222074","222074","0.0000011809048601207905","0.0000011809048601207905","0.0000011809048601207905","148604","148604","148604","0.0000011312790775264148","0.0000011312790775264148","0.0000011312790775264148","74976","74976","74976","0.000002262991301904549","0.000002262991301904549","0.000002262991301904549","30894","30894","30894"
"158","0.0000016045115671659005","0.0000016045115671659005","0.0000016045115671659005","297573","297573","297573","0.000001486880364609533","0.000001486880364609533","0.000001486880364609533","223479","223479","223479","0.0000012672501270571956","0.0000012672501270571956","0.0000012672501270571956","149544","149544","149544","0.0000012301255765123642","0.0000012301255765123642","0.0000012301255765123642","75450","75450","75450","0.0000020260763449186925","0.0000020260763449186925","0.0000020260763449186925","31089","31089","31089"
"159","0.0000014883622725392343","0.0000014883622725392343","0.0000014883622725392343","299444","299444","299444","0.000001441026483917085","0.000001441026483917085","0.000001441026483917085","224884","224884","224884","0.0000012340785815467825","0.0000012340785815467825","0.0000012340785815467825","150484","150484","150484","0.000001193973275803728","0.000001193973275803728","0.000001193973275803728","75924","75924","75924","0.0000020277295789128402","0.0000020277295789128402","0.0000020277295789128402","31284","31284","31284"
"160","0.0000015380810509668663","0.0000015380810509668663","0.0000015380810509668663","301320","301320","301320","0.000001497651396675792","0.000001497651396675792","0.000001497651396675792","226294","226294","226294","0.0000011409289299990633","0.0000011409289299990633","0.0000011409289299990633","151429","151429","151429","0.00000121614186809893","0.00000121614186809893","0.00000121614186809893","76403","76403","76403","0.0000022837712094769813","0.0000022837712094769813","0.0000022837712094769813","31484","31484","31484"
"161","0.0000015282701042451663","0.0000015282701042451663","0.0000015282701042451663","303191","303191","303191","0.000001479931370340637","0.000001479931370340637","0.000001479931370340637","227699","227699","227699","0.0000012480089708333253","0.0000012480089708333253","0.0000012480089708333253","152369","152369","152369","0.0000011997711908406927","0.0000011997711908406927","0.0000011997711908406927","76877","76877","76877","0.00000217366482502257","0.00000217366482502257","0.00000217366482502257","31679","31679","31679"
"162","0.0000016670720697220531","0.0000016670720697220531","0.0000016670720697220531","305062","305062","305062","0.0000014447339253820246","0.0000014447339253820246","0.0000014447339253820246","229104","229104","229104","0.0000012893633538624272","0.0000012893633538624272","0.0000012893633538624272","153309","153309","153309","0.0000012733938774545095","0.0000012733938774545095","0.0000012733938774545095","77351","77351","77351","0.00000231355738833372","0.00000231355738833372","0.00000231355738833372","31874","31874","31874"
"163","0.0000015500600056839176","0.0000015500600056839176","0.0000015500600056839176","306933","306933","306933","0.0000014113650195213268","0.0000014113650195213268","0.0000014113650195213268","230509","230509","230509","0.0000011758180562537746","0.0000011758180562537746","0.0000011758180562537746","154249","154249","154249","0.0000011748770702979527","0.0000011748770702979527","0.0000011748770702979527","77825","77825","77825","0.000002523826424294384","0.000002523826424294384","0.000002523826424294384","32069","32069","32069"
"164","0.0000015644922086721635","0.0000015644922086721635","0.0000015644922086721635","308804","308804","308804","0.0000014343944485517568","0.0000014343944485517568","0.0000014343944485517568","231914","231914","231914","0.0000012523887562565506","0.0000012523887562565506","0.0000012523887562565506","155189","155189","155189","0.0000013579126516560791","0.0000013579126516560791","0.0000013579126516560791","78299","78299","78299","0.0000020536119791358942","0.0000020536119791358942","0.0000020536119791358942","32264","32264","32264"
"165","0.0000015219670785882045","0.0000015219670785882045","0.0000015219670785882045","310675","310675","310675","0.0000014011673101776978","0.0000014011673101776978","0.0000014011673101776978","233319","233319","233319","0.0000011676438589347526","0.0000011676438589347526","0.0000011676438589347526","156129","156129","156129","0.000001066385152626026","0.000001066385152626026","0.000001066385152626026","78773","78773","78773","0.0000019064626712861354","0.0000019064626712861354","0.0000019064626712861354","32459","32459","32459"
"166","0.0000015939058357616886","0.0000015939058357616886","0.0000015939058357616886","312546","312546","312546","0.0000015435235809491132","0.0000015435235809491132","0.0000015435235809491132","234724","234724","234724","0.0000011886875199706992","0.0000011886875199706992","0.0000011886875199706992","157069","157069","157069","0.0000012371219781925902","0.0000012371219781925902","0.0000012371219781925902","79247","79247","79247","0.000001884875814539555","0.000001884875814539555","0.000001884875814539555","32654","32654","32654"
"167","0.00000155636848830909","0.00000155636848830909","0.00000155636848830909","314417","314417","314417","0.0000014784245649934746","0.0000014784245649934746","0.0000014784245649934746","236129","236129","236129","0.0000012543197271952522","0.0000012543197271952522","0.0000012543197271952522","158009","158009","158009","0.000001316906264037243","0.000001316906264037243","0.000001316906264037243","79721","79721","79721","0.00000197363715415122","0.00000197363715415122","0.00000197363715415122","32849","32849","32849"
"168","0.00000160684930960997","0.00000160684930960997","0.00000160684930960997","316288","316288","316288","0.0000014092399851506343","0.0000014092399851506343","0.0000014092399851506343","237534","237534","237534","0.000001306835656578187","0.000001306835656578187","0.000001306835656578187","158949","158949","158949","0.0000012189531162221101","0.0000012189531162221101","0.0000012189531162221101","80195","80195","80195","0.0000022475880996353226","0.0000022475880996353226","0.0000022475880996353226","33044","33044","33044"
"169","0.0000016592194924669457","0.0000016592194924669457","0.0000016592194924669457","318159","318159","318159","0.0000014401866792468354","0.0000014401866792468354","0.0000014401866792468354","238939","238939","238939","0.0000012593540077432408","0.0000012593540077432408","0.0000012593540077432408","159889","159889","159889","0.0000011581856824705028","0.0000011581856824705028","0.0000011581856824705028","80669","80669","80669","0.000002302773282281123","0.000002302773282281123","0.000002302773282281123","33239","33239","33239"
"170","0.0000016363932218155242","0.0000016363932218155242","0.0000016363932218155242","320035","320035","320035","0.0000015532383486061008","0.0000015532383486061008","0.0000015532383486061008","240349","240349","240349","0.0000012469809007598087","0.0000012469809007598087","0.0000012469809007598087","160834","160834","160834","0.0000011584435242184554","0.0000011584435242184554","0.0000011584435242184554","81148","81148","81148","0.0000019989495285699377","0.0000019989495285699377","0.0000019989495285699377","33439","33439","33439"
"171","0.0000015981404430931434","0.0000015981404430931434","0.0000015981404430931434","321906","321906","321906","0.0000015288641179722617","0.0000015288641179722617","0.0000015288641179722617","241754","241754","241754","0.0000012879427231382579","0.0000012879427231382579","0.0000012879427231382579","161774","161774","161774","0.0000012013258583465358","0.0000012013258583465358","0.0000012013258583465358","81622","81622","81622","0.000002397057642156142","0.000002397057642156142","0.000002397057642156142","33634","33634","33634"
"172","0.0000016578832173763658","0.0000016578832173763658","0.0000016578832173763658","323777","323777","323777","0.0000015776550981172477","0.0000015776550981172477","0.0000015776550981172477","243159","243159","243159","0.000001261450165657152","0.000001261450165657152","0.000001261450165657152","162714","162714","162714","0.000001169626784758293","0.000001169626784758293","0.000001169626784758293","82096","82096","82096","0.000001947169494087575","0.000001947169494087575","0.000001947169494087575","33829","33829","33829"
"173","0.0000017412833130947547","0.0000017412833130947547","0.0000017412833130947547","325648","325648","325648","0.000001487343865846924","0.000001487343865846924","0.000001487343865846924","244564","244564","244564","0.0000012904189361506724","0.0000012904189361506724","0.0000012904189361506724","163654","163654","163654","0.000001148716023635643","0.000001148716023635643","0.000001148716023635643","82570","82570","82570","0.000002226508513558656","0.000002226508513558656","0.000002226508513558656","34024","34024","34024"
"174","0.0000016063495422713459","0.0000016063495422713459","0.0000016063495422713459","327519","327519","327519","0.0000015257841141647077","0.0000015257841141647077","0.0000015257841141647077","245969","245969","245969","0.0000012557355830722372","0.0000012557355830722372","0.0000012557355830722372","164594","164594","164594","0.0000012119594430259895","0.0000012119594430259895","0.0000012119594430259895","83044","83044","83044","0.0000019057538338529412","0.0000019057538338529412","0.0000019057538338529412","34219","34219","34219"
"175","0.0000015506674344578641","0.0000015506674344578641","0.0000015506674344578641","329390","329390","329390","0.0000015110254025785252","0.0000015110254025785252","0.0000015110254025785252","247374","247374","247374","0.000001293611376240733","0.000001293611376240733","0.000001293611376240733","165534","165534","165534","0.0000012103507742722286","0.0000012103507742722286","0.0000012103507742722286","83518","83518","83518","0.0000018364086145084002","0.0000018364086145084002","0.0000018364086145084002","34414","34414","34414"
"176","0.0000016738592876208713","0.0000016738592876208713","0.0000016738592876208713","331261","331261","331261","0.0000015155982282522018","0.0000015155982282522018","0.0000015155982282522018","248779","248779","248779","0.0000011907488897122676","0.0000011907488897122676","0.0000011907488897122676","166474","166474","166474","0.0000011848474059661385","0.0000011848474059661385","0.0000011848474059661385","83992","83992","83992","0.0000018673861177376239","0.0000018673861177376239","0.0000018673861177376239","34609","34609","34609"
"177","0.0000016432555867140763","0.0000016432555867140763","0.0000016432555867140763","333132","333132","333132","0.0000015556751122858259","0.0000015556751122858259","0.0000015556751122858259","250184","250184","250184","0.0000013105426432957756","0.0000013105426432957756","0.0000013105426432957756","167414","167414","167414","0.000001160278998213471","0.000001160278998213471","0.000001160278998213471","84466","84466","84466","0.0000019405983948672656","0.0000019405983948672656","0.0000019405983948672656","34804","34804","34804"
"178","0.000001567640197208675","0.000001567640197208675","0.000001567640197208675","335003","335003","335003","0.0000015377829640783602","0.0000015377829640783602","0.0000015377829640783602","251589","251589","251589","0.000001305051796407497","0.000001305051796407497","0.000001305051796407497","168354","168354","168354","0.0000011267673016845947","0.0000011267673016845947","0.0000011267673016845947","84940","84940","84940","0.0000022166111648402875","0.0000022166111648402875","0.0000022166111648402875","34999","34999","34999"
"179","0.0000015659397831768729","0.0000015659397831768729","0.0000015659397831768729","336874","336874","336874","0.0000014346968555400963","0.0000014346968555400963","0.0000014346968555400963","252994","252994","252994","0.0000013095102531224256","0.0000013095102531224256","0.0000013095102531224256","169294","169294","169294","0.0000012598380862982594","0.0000012598380862982594","0.0000012598380862982594","85414","85414","85414","0.0000018234110257253633","0.0000018234110257253633","0.0000018234110257253633","35194","35194","35194"
"180","0.0000017126590137195308","0.0000017126590137195308","0.0000017126590137195308","338750","338750","338750","0.0000016365777355531463","0.0000016365777355531463","0.0000016365777355531463","254404","254404","254404","0.0000012666974953390309","0.0000012666974953390309","0.0000012666974953390309","170239","170239","170239","0.0000013025837688473985","0.0000013025837688473985","0.0000013025837688473985","85893","85893","85893","0.0000021463258690346265","0.0000021463258690346265","0.0000021463258690346265","35394","35394","35394"
"181","0.00000158188333898579","0.00000158188333898579","0.00000158188333898579","340621","340621","340621","0.000001532529608994082","0.000001532529608994082","0.000001532529608994082","255809","255809","255809","0.0000012710660257653217","0.0000012710660257653217","0.0000012710660257653217","171179","171179","171179","0.0000012084599347872427","0.0000012084599347872427","0.0000012084599347872427","86367","86367","86367","0.0000018372098793406622","0.0000018372098793406622","0.0000018372098793406622","35589","35589","35589"
"182","0.0000016592357496847399","0.0000016592357496847399","0.0000016592357496847399","342492","342492","342492","0.0000015413614846693235","0.0000015413614846693235","0.0000015413614846693235","257214","257214","257214","0.0000012610533985935035","0.0000012610533985935035","0.0000012610533985935035","172119","172119","172119","0.0000011074857866333332","0.0000011074857866333332","0.0000011074857866333332","86841","86841","86841","0.0000018525308860262157","0.0000018525308860262157","0.0000018525308860262157","35784","35784","35784"
"183","0.0000015933957229208318","0.0000015933957229208318","0.0000015933957229208318","344363","344363","344363","0.0000015203481780190486","0.0000015203481780190486","0.0000015203481780190486","258619","258619","258619","0.0000014130623640085105","0.0000014130623640085105","0.0000014130623640085105","173059","173059","173059","0.0000011368937293809722","0.0000011368937293809722","0.0000011368937293809722","87315","87315","87315","0.000001948717226696317","0.000001948717226696317","0.000001948717226696317","35979","35979","35979"
"184","0.0000016709067267584032","0.0000016709067267584032","0.0000016709067267584032","346234","346234","346234","0.0000015599350717820926","0.0000015599350717820926","0.0000015599350717820926","260024","260024","260024","0.0000013388277011472383","0.0000013388277011472383","0.0000013388277011472383","173999","173999","173999","0.00000106423783563514","0.00000106423783563514","0.00000106423783563514","87789","87789","87789","0.000001680367404333083","0.000001680367404333083","0.000001680367404333083","36174","36174","36174"
"185","0.0000016053460285547771","0.0000016053460285547771","0.0000016053460285547771","348105","348105","348105","0.0000014824703384874738","0.0000014824703384874738","0.0000014824703384874738","261429","261429","261429","0.0000013074885600872221","0.0000013074885600872221","0.0000013074885600872221","174939","174939","174939","0.0000012592576013048529","0.0000012592576013048529","0.0000012592576013048529","88263","88263","88263","0.00000219890921471233","0.00000219890921471233","0.00000219890921471233","36369","36369","36369"
"186","0.0000015734436829006881","0.0000015734436829006881","0.0000015734436829006881","349976","349976","349976","0.0000015506047930102795","0.0000015506047930102795","0.0000015506047930102795","262834","262834","262834","0.0000013097188684696448","0.0000013097188684696448","0.0000013097188684696448","175879","175879","175879","0.0000010790618034661748","0.0000010790618034661748","0.0000010790618034661748","88737","88737","88737","0.000001674661461947835","0.000001674661461947835","0.000001674661461947835","36564","36564","36564"
"187","0.0000016098852029244881","0.0000016098852029244881","0.0000016098852029244881","351847","351847","351847","0.000001498661731602624","0.000001498661731602624","0.000001498661731602624","264239","264239","264239","0.0000013032687320446712","0.0000013032687320446712","0.0000013032687320446712","176819","176819","176819","0.00000130282569443807","0.00000130282569443807","0.00000130282569443807","89211","89211","89211","0.000001933530029418762","0.000001933530029418762","0.000001933530029418762","36759","36759","36759"
"188","0.0000015956849210851942","0.0000015956849210851942","0.0000015956849210851942","353718","353718","353718","0.0000015244729638652643","0.0000015244729638652643","0.0000015244729638652643","265644","265644","265644","0.0000012834176459364244","0.0000012834176459364244","0.0000012834176459364244","177759","177759","177759","0.0000011590058193178265","0.0000011590058193178265","0.0000011590058193178265","89685","89685","89685","0.0000017740919702191604","0.0000017740919702191604","0.0000017740919702191604","36954","36954","36954"
"189","0.0000016883178659554687","0.0000016883178659554687","0.0000016883178659554687","355589","355589","355589","0.000001492836190664093","0.000001492836190664093","0.000001492836190664093","267049","267049","267049","0.0000013324016663318616","0.0000013324016663318616","0.0000013324016663318616","178699","178699","178699","0.0000011713920002875966","0.0000011713920002875966","0.0000011713920002875966","90159","90159","90159","0.0000018720966181717813","0.0000018720966181717813","0.0000018720966181717813","37149","37149","37149"
"190","0.0000016501799109391868","0.0000016501799109391868","0.0000016501799109391868","357465","357465","357465","0.0000016039459751482354","0.0000016039459751482354","0.0000016039459751482354","268459","268459","268459","0.000001197945607600559","0.000001197945607600559","0.000001197945607600559","179644","179644","179644","0.0000011578084695429425","0.0000011578084695429425","0.0000011578084695429425","90638","90638","90638","0.0000018111060171577265","0.0000018111060171577265","0.0000018111060171577265","37349","37349","37349"
"191","0.0000016216273479585652","0.0000016216273479585652","0.0000016216273479585652","359336","359336","359336","0.000001538899596198462","0.000001538899596198462","0.000001538899596198462","269864","269864","269864","0.0000012753456530845142","0.0000012753456530845142","0.0000012753456530845142","180584","180584","180584","0.0000012245532161614392","0.0000012245532161614392","0.0000012245532161614392","91112","91112","91112","0.0000019009248717338778","0.0000019009248717338778","0.0000019009248717338778","37544","37544","37544"
